line	text
3	اخويا فين يايونس هو كويس حصله حاجه
5	قولى ياشبل ماتخبيش عليا مروان فين
7	ممكن تجعدوا مشان نعرف نحكيلكم الى حصول
11	انا، عايزه. اكلم اخويا
12	ايوه ياشبل انا قلبي مش هيطمن غير لما اكلمه.
13	حاضر ياجلب شبل اتصل على النمره الى معاك يايونس
24	يا الله طفل متل الطفل
25	انت عارفه انه بضايق لما تاخدى حاجته وتعطيهالى ليه بتحبي تضايقيه
26	هيك بحب جننه
27	يبقى تستحملى بقى واخرجى يلا شوفى هتصالحيه ولا هتتخانقوا بس اهم حاجه صوتكم مايعلاش مش كل يوم والثانى الجيران هتجبلنا الشرطه انا جاي هنا ادرس حضرتك مش يوم في المستشفى ويوم في المخفر
29	شو معرفه شو مروان
30	عسل ياعسل امشى بقى اطلعى بره خلينى اركذ.
32	شو استاذ فهد ما بتكفى هي حركات الاطفال
33	دودى روحى من وجى هلا لانه انا معصب ومابدى صوتى يعلى
34	فهد عنجد بتحكى
35	بتعرف قديش بحبه لمروان
36	اى حبيبي بعرف وبعرف كيف كان بدك يعيش معنا وماتركته الا ماوافق.
37	اى حياتى ورغم كل هاد ممكن اقتله لو ضليتى تدلليه هيك وتتركينى
38	فهد
39	شو
41	ههههههه وعلى ايه ياعم انا عايز ارجع لاهلى سليم يخربيت الغيره
43	بعرف انها بتحبنى وبعرف قديش بتعتبرك اخوها وانا لو ماعندى ثقه في اثنيناتكم مابخليك معنا لحظه
44	ومع هيك بصور قتيل الكن لو هالشي اتكرر
49	السلام عليكم مروان معايا
52	مروان شبك.
54	مروانت انت زين ياخوى
55	بخير يا يونس بخير
56	هات يايونس الله يخليك
60	قلب اخوكى
73	منه ايه الى حصل
74	دى عائشه اغمى عليها ياحببتى هي بقالها فتره على كدا تقريبا من وقت ماسافرت انت وهي كل شويه تقع مننا
76	وانت ازاى سايبنها كدا مش بتكشفوا عليها ليه
77	الى فيها مش محتاج دكاتره يامروان هو دكتور واحد بس الى يقدر يعالجه
78	منه انا...
79	ياحبيلي لو في قلبك حاجه ليها بلاش تقسي عليك وعليها باشاره منك تفضل ليك طول العمر بس انت قولها وانا ا...
