line	text
1	"كان يطالع الجريدة باهتمام بينما يرتشف القهوة من فنجاله الصباحي، حين تسللت إلى أنفه فجأة رائحة عطرة هي مزيج من عود المسك والياسمين، رائحة تميز هذه الفتاة التي رغم صغر حجمها إلا أنها أظهرت من القوة مالم يره في فتاة قط، حمحمة من تجاهها جعلته يبتسم للحظة قبل أن تختفي ابتسامته وهو ينحي الجريدة جانباً مطالعا إياها، فستان بسيط كعادتها ولكنه يحمل تصميم أنثوي رقيق يزيد من جمالها ويجعلها أنثى رائعة الجمال كهذه المنامة البسيطة التي كانت ترتديها ليلة البارحة.
"
2	"من كان ليقول أن منامة أطفال تحمل رسماً كرتونياً بسيطا قد تقلق راحته وتثير في قلبه مشاعر عديدة جعلته يتلظي على سريره بنيران لم يعرفها منذ زمن بعيد، رأته يتأمل فستانها فأصابها الحنق. هل يظن انها ارتدت ذلك الفستان من أجله أيضا؟ لتقول بحدة:
"
3	"على فكرة انا مش لابساه عشانك.
"
4	"صدمة على وجهه دامت للحظة قبل أن ينفجر ضاحكاً، ليزول حنقها تماماً لرؤيتها إياه ضاحكاً، لقد بدا وكأنه رجل آخر تماماً بالتأكيد ليس بارد السمات الذي اعتادته، توقف عن الضحك وهو يطالعها بنظرات غامضة قائلاً:
"
5	"ومين قال انك لو حابة تبهري ماهر بدران هتلبسي فستان بسيط زي ده؟
"
6	"عاد إليها حنقها بقوة لتقول بغيظ:.
"
7	"الكون مبيدورش حواليك ياجلالة الملك، وأكيد مش كل هم البنات في مملكتك انهم يقدروا ينولوا اعجابك، أنا كل همي في الدنيا هو صلاح. صلاح وبس.
"
8	"قصدك ثروة صلاح.
"
9	"مش محتاجة أثبتلك اني بحب صلاح ومهتمة بيه عشان هو صلاح ابن اختي، الطفل اللي خدته وهو لسة يادوب مكملش يومين واديته من قلبي وعطفي وحناني لحد مابقى جزء مني، مش هتقدر تفهم قيمة المشاعر اللي اتولدت مابينا لأن قلبك ده عبارة عن صخرة قاسية لا تعرف مشاعر ولا هي حية أساساً.
"
10	"وفري رأيك ده لنفسك وقليلي كنتي جاية هنا ليه؟
"
11	"اكيد مش عشان افطر مع سموك. أنا كنت رايحة أدور على شغل وشفت ان من الذوق إني أعرف حضرتك بس الظاهر طلعت غلطانة.
"
12	"قالت كلماتها وإستدارت مغادرة ليوقفها صوته الصارم وهو يقول:
"
13	"استنى هنا.
"
14	"استدارت تطالعه فقال لها بغضب:
"
15	"هو أنا مش قلتلك ان مفيش عندنا ستات بتشتغل.
"
16	"وانا قلت لحضرتك اني مش من عيلة بدران أساساً وقوانينكم متمشيش علية.
"
17	"والمطلوب؟
"
18	"انا متعودتش اقعد كدة من غير ماأشتغل وخصوصاً ان كريمة هانم بتاخد صلاح فترة الصبح فببقي فاضية والملل بيقتلني، أنا مدرسة لغة عربية وشاطرة في مهنتي وحرام أقعد كدة لا شغلة ولا مشغلة.
"
19	"ولو رفضت.
"
20	"مش من حقك ترفض، انت مش َوصي علية ولا أنا قريبتك حتى عشان تتحكم فية.
"
21	"أطرق برأسه للحظات لتتململ هي واقفة تُساءل نفسها هل تمادت قليلا؟ لا. ربما تمادت كثيراً وسيطردها الآن من المنزل. رفع وجهه إليها يقول ببرود:.
"
22	"مادام مصممة يبقى هتدي درس خصوصي لبنت واحد صاحبي، هو كان قاللي انه محتاج لمدرسة لغة عربية تأسس بنته وان مفيش مدرسة لحد دلوقتي قادرة توصلها، بتطفشهم كلهم، لو حابة تجربي تمام. هعتبرها خدمة بقدمهاله لإني محتاجه في صفقة كبيرة وهيكون حسابك معايا انا، يعني انا اللي هديكي مرتبك اللي أحددهولك كل شهر. ها. إيه رأيك؟
"
23	"موافقة طبعاً.
"
24	"أي شيء أهون من الجلوس هنا وحيدة رغم كل من حولي.
"
25	"تمام هتكلم معاه النهاردة وهتبتدي من بكرة بإذن الله.
"
