line	text
8	هاااا .. وهو معملش حساب للصله دى ليه وهو بيرتكب جريمته .. انا ومجدي مابقناش ننفع لبعض خلاص ياعماد
15	لله الامر من قبل ومن بعد ..
23	جاااي جااي اهو ياسليم متخليش وجد تقول اي حاجه لحد مااجى ..
24	فى اييه .. وجد حصلها حاجه !
36	بحبها .. بحبها وانت عارف كده كويس ومش هسيبها غير لما تسمعنى ..
46	مش عاوز اسمع اي حاجه دلوقت .. اخلص من الحوار دا الاول وبعدين نفوق للشركه ..
50	انا مش لاقي مبرر كاف لوجودها هنا لحد دلوقت .. اولا التسجيلات دى من غير اذن نيابه يعنى مالهاش اي لازمه .. ثانيا وحتى ولو القانون غير قواعده وبقى ياخد بأدله وتسجيلات من غير اذن .. هو القانون كمان منع الحنه من البلد ؟!
57	الكلام دا صح يادكتوره !
58	أأه ااه حصل
66	ووه وه ! كيف اكده ! ومين له مصلحه فى الحديت دا .. ادهم انا قولتلك خلصلى الموضوع ده بااى تمن !
72	مين دي .. مين اللي ليها مصلحه تدخلنى السجن
77	عامل حسابى وهخرجك من اهنه .. تعالى بس معاي ..
80	خلاص ياوجد اهدى ..
85	ماتقلقش احنا ظبطنا كل حاجه ..
86	تمام .. هى هتروح معاكم والقضيه خلاص شبه اتقفلت .. بس اللي فهمته ان وكيل النيابه تبع حد وعاوز يلبسها فى تهمه والسلام بس على مين !
87	يعني ايه ياعماد .. وجد فى حاجه هتضرها
95	ليه ياوجد .. ماله البيت حد زعلك
97	خلاص ياسليم هوصلكم لفندق قريب هنا وهبعت حد ياجيبلك العربيه .. وهروح انا وصفوة عشان يومنا كان طويل .. ولا ايه !
102	صفوة انت عملتى كده ! هتسجنى مجدي ؟!
103	هو اللي جابه لنفسه .. لو سمحتو دى حاجه تخصنا وانا اللي اتوجعت وانا اللي من حقى اتنازل اوى لا !
109	عماد هى صفوة كويسه مش كده .. معلش ابقي خلى نورا تروح تقعد معاها وكمان متخلهاش تقعد فى الشقه لوحدها قولها تروح اوضتها فى القصر .. عماد انت ساكت ليه .
126	لا ياسليم ... عاوزه انام تعبانه ..
130	معلش استحملى .. ده عشان بس مكلتيش حاجه طول النهار ..
135	اتفضل يادكتور ياسر ..
140	متشكر لحضرتك .. هى هتبقي كويسه دلوقت .. ولا ايه ياوجد !
149	حلها عندى .. المهم دلوق تاخد حقك من ثريا وتعرف هى عملت كده ليه واى مصلحتها انها تتفق مع الخدم يقولوا عليك كده ؟!
150	كله بحسابه .. وشكل يوم الحساب قرب ؟!
155	اخلص ياادهم حصل ايه ؟!
163	سليم انا متقويه بيك .. وبحمد ربنا عليك فى كل دقيقه وكل اذمه بلاقي فيها راسي على كتفك وسانده ومطمنه ..
165	وانت امانى وحمايتى فى الدنيا ياسليم .. انا حقيقي مش عارفه المركب ماشيه بينا على فين بس مش مهم ولا فارق طالما هكون معاك .. اى حاجه تهون طالما انت جمبى ..
179	ازاي دا ! انت مستوعب بتقول ايه ؟!
180	والله من الاول ما كنت مرتاحالها اهو موتت ابن اختنا .. يلا خليها تتبسط وخليكم مصدقينها ..
183	سليم ومرته فين ياعماد ؟
184	انت يابنى ماتعرفش ترج دماغك قبل ما تتكلم ! وجد اى علاقتها بقتل ابنك واى مصلحتها اصلا
188	فيش غيرها الغريبه اللي دخلت وسطينا وعماله تبخ سمها علينا واحد واحد ..
189	ومادام انت عارفه كده عطتيها ليه اللبن ..
190	كبر السن ياولدى .. مكنتش قادره امشي على رجليا ..
