line	text
1	"الى ذلك الشخص الذي لم يفشل يومًا فى شق بسمتى من احجار الحزن .. الى من يسكننى للحد الذى لم استطع التميز بما يملانى فهل هو لى ام تبعه .. الى العيون التى تربكنى كثيرا والى الصوت المفعم بحياه لا اريد الابتعاد عنها ابدا .. الي اول كلمه منه اربكتنى  اصيله يام العيال  حقًا فاننى لا اريد ان اكون امًا الا لك ثم لاولادك وحدك .. الى كل الصدف التى اتت بى في حين اعلن قلبى راية نسياك كأنها تخبرنى بقوة لا يوجد مفر منه الا اليه .. الى قلبى الذي لا ينادى الا عليك .. عد , تلله اسلاك الغياب حاده تهلك ..
"
2	"- نهال مصطفى
"
3	"- انا ممكن القى تفسير للجنان اللي حصل جوه دا !
"
4	"نهر عماد صفوة التى سبقت خطاه بمجرد خروجها من المحكمه .. فاستدارت اليه قائلا بغل
"
5	"- اخوك غلط ياعماد ولازم يتربي .. ويعرف حجم الكارثه اللي عملها ..
"
6	"ضغط عماد على شفته بنفاذ صبر وعيون جحظت من موضعها ليردف
"
7	"- وانت هتكونى مبسوطه لما تدخلى ابن عمك السجن !
"
8	"التوى ثغرها بضحكه ساخره: هاااا .. وهو معملش حساب للصله دى ليه وهو بيرتكب جريمته .. انا ومجدي مابقناش ننفع لبعض خلاص ياعماد
"
9	"رمقها عماد بنظرات عدم تصديق مما جعلتها تخفض انظارها ارضا خشية من ان ينكشف امرها امامه خافيه انظارها خلف نظارتها السوداء التى ترتديها .. فاردف عماد بشك
"
10	"- متأكده! اومال انا ليه شايف حاجه تانى .. حاجه رافضه كل كلمه انت بتقوليها !
"
11	"- محدش له الحق يشوف غير تصرفات .. اما اللي جوايا دا خليه ليا لوحدى .. انا واخوك بقينا خطين سكه حديد لو اتقابلوا ضحاياهم هتزيد ..
"
12	"دنى منها عماد خطوه عامدا اطاله النظر بعينها .. فخرج صوته ممزوجا مع نسمات الهواء البارده
"
13	"- افشل حرب يخوضها الانسان مع نفسه انه يتظاهر بالقوة مع ان كل حاجه جواه بتنهار ..
"
14	"- على كلٍ حتى لو كلامك صح .. محدش هيعرف الفرق بين الاتنين .
"
15	"زفر عماد باختناق وهو يضرب كف فوق الاخر: لله الامر من قبل ومن بعد ..
"
16	"ثم اشار اليها نحو السياره قائلا
"
17	"- اتفضلى يابت عمى...
"
18	"صعد الاثنين السياره فتعمدت صفوة تجنب اي حديث معه شاغله علقها بالهاتف تتصفح مواقع التواصل الاجتماعى حتى سقطت عينى عماد على اول اسم فى قائمه البحث  مجدى الهوارى
"
19	"فاطلق ضحكه ساخره ليردف فى سره
"
20	"- المجنون اللي يحاول يفهم واحده ست ..
"
21	"تأهب عماد لتحرك بالسياره فأتاه هاتف سليم ذو النبره المرتعده
"
22	"- عماد .. الحق ادهم قدم الفيديو للنقابه والنقابه مقدمه بلاغ فى وجد .. تعالى بسرعه
"
23	"عماد بفزع وهو يدور مقود السياره سريعا: جاااي جااي اهو ياسليم متخليش وجد تقول اي حاجه لحد مااجى ..
"
24	"صفوة باهتمام: فى اييه .. وجد حصلها حاجه !
"
25	"- هاااا ابنك هتقولنا مكانه فين بالذوق ولا نخلى الرجاله يطربقوا العياده دى بالمستشفى باللي فيها ..
"
26	"اردف مجدى جملته وهو يبسط ساقه فوق المنضده الصغيره الموضوعه امام المكتب بين المقعدين المجاورين ..
"
27	"- قولت اييه .. هتقولى ولدك فين ولا اتصرف انا !
"
28	"جلس ابو ياسر بذهول على القوة التى يتحدث بها مجدى قائلا
"
29	"- انا عارفك .. انت جوز الدكتوره صفوة ..
"
30	"- ايوووووه ... هى الدكتوره صفوة .. وابنك لعب بديله وداسلها على طرف .. فأنا لازم اقطعله رجله اللي فكرت تقرب بس من الدكتورة صفوه الهوارى ..
"
31	"- احم .. مجدى بيه .. احنا ممكن نحل الموضوع ودى طيب ! وصفوة زي بنتى ومايرضنيش ابدا ان ياسر يزعلها ..
"
32	"اقتضبت ملامح مجدى بنفاذ صبر وثب قائما وهو يستند على عكازه
"
33	"- يعنى مش هتقول هو فين .. تمام ! انا كده عملت اللي عليا عشان لما ابعتهولك متكسر متلاقوهش قطع غيار ابقي ماتلومش غير نفسك .. يلاا ياارجاله !
"
34	"غادر مجدى بصحبة رجاله مكتب الدكتور فؤاد فتح الله الذي عاود الاتصال بابنه سريعا فور خروجهم ..
"
35	"- انت يااحيوان .. هببت ايه مش انا قولتلك ابعد عن سكة الست صفوة !
"
36	"اطرق ياسر بغضب مردفا: بحبها .. بحبها وانت عارف كده كويس ومش هسيبها غير لما تسمعنى ..
"
37	"والده بامتعاض وهو يضرب سطح المكتب بقوه ليهتز كل ما فوقه
"
