line	text
1	"- حاضرتك عايزنى في حاجه يادكتور؟
"
2	"قالتها بعمليه ورسميه وهي واقفه قدامه بوش جامد وغامض
"
3	"تجاهل هو لهجتها الغريبه واتكلم بحسم: ادخلى واجفلى الباب وراكى
"
4	"حاولت تبقى طبيعيه وماتخليش الخوف اللى جواها يظهر قدامه فدخلت بهدوء وردت الباب لكنها اترددت انها تقفله. وقبل ماتلف بدماغها ناحيته فجأه لقت ايد قويه بتقفل باب المكتب بقوه
"
5	"- الجفل يكون كده. انتى خايفه عالباب.
"
6	"قالها الاخيره وعينه في عينها. والمسافه مابينهم قريبه جداً. اربكها بزياده وماقدرتس تنطق بكلمه. دى ماخدتش ثانيه في ترددها. امتى قام من مكانه وبسرعه دى بس. لكنه كان كريم لما رجع على طول وقعد مكانه ورا المكتب حتى عشان تقدر تتنفس
"
7	"- هاتفضلى واجفه مكانك
"
8	"جمعت شجاعتها وسألته: انت كنت عايزنى ليه؟
"
9	"قام من مكانه ووقف قصادها يسألها
"
10	"- انتى مالك؟!
"
11	"نهال عملت انها مش فاهمه: مالى كيف يعنى؟!
"
12	"مدحت بانفعال واضح: انتى هتستهبلى وتعملى نفسك مش فاهمه. ارن عليكى ماتروديش استناكى عشان اوصلك الكليه تسبينى اتلطع بالساعه وفي الاخر اعرف من بواب السكن عندكم انك مشيتى مع زميلاتك في السكن من غير ماتعبرينى ولا تديلى فكره وبعد دا كله عامله نفسك مش فاهمه
"
13	"نهال: انا اسفه انى مرديتش على تليفونك بس احب اجولك انى من هنا ورايح مش هاركب معاك تانى عربيتك ولا هاسمحلك توصلنى
"
14	"مدحت وهو بيحاول يستوعب كلامها: نعم!
"
15	"سمعينى تانى. مش هاتسمحيلى!
"
16	"وبعدها كمل وعنيه بطق شرار: هو انا لما حكمت انك مافيش روحه ولا رجعه للكليه غير معايا. كنت خدت اذنك.
"
17	"نهال بقوه: بصفتك ايه تحكم وتتحكم؟
"
18	"ارتبك في البدايه وكان هاين عليه يطلع اللى في قلبه بس فضل يقولها اجابته العاديه معاها: بصفتى واد عمك وانتى هنا مسؤليتى
"
19	"نهال وهي باصه في عينه: والناس هاتعرف منين انك واد عمى مش يمكن يفتكرونى بنت مش كويسه أو، يفتكرونى ساهله.
"
20	"اتخض من اجابتها اللى فيها تلميح واضح للى قالهولها امبارح. في البدايه سكت وهو عينه في عينها اللى بتوصل رسايل واضحه بلومها ليه وبعدها سألها بهدوء
"
21	"- يعنى هو دا السبب اللى مخليكى زعلانه منى؟
"
22	"نهال بألم واضح في عيونها: يعنى انت عايزنى ابجى مبسوطه لما تتهمنى انى ساهله وبخلى الناس تاخد فكره غلط عنى.
"
23	"قالت الاخيره بصوت مبحوح وعنيها بتلمع بالدموع
"
24	"هو شاف كده وحس بنغزه في قلبه اللى اتألم لألمها.
"
25	"- انا أسف ان كنت جرحتك؟
"
26	"قالها بصدق واضح في عيونه. ساعتها دموعها نزلت منها بغزاره وكأنها كانت مستنيه الاذن. بقت تمسح فيها وتحاول تدارى وشها منه.
"
27	"مسكها من ايدها يقعدها على كنبه موجوده في مكتبه وهو قلبه واجعه لدموعها اللى نازله بسببه. بعد ماقعدت. مسح باأيديه. دموعها.
"
28	"- خلاص بجى اعملك ايه عشان تسامحى.
"
29	"قالها بصوت ضعيف وحنين وهي حست بيه فرفعت عينها تقابل عينه اللى كانت بتنطق بكلام نفسه يقولهولها بس مش عارف الطريقه
"
30	"اتكلمت وهي حاسه بالتوتر منه
"
31	"- متعملش حاجه خلاص. بس انا عايزاك تفهم كويس انا عمرى ماهزرت مع حد غريب عليا. ورائف ده بالنسبالى اكتر من اخ
"
32	"- انا عارف
"
33	"قالها بسرعه وايجاز قبل ماتخلص كلامها فسألته
"
34	"نهال: طيب ليه بتدايج لما اهزر معاه؟
"
35	"مدحت من غير تفكير: عشان بغير!
"
36	"ارتبكت من اجابته وهي مكدبه ودانها فكانت باصه ليه وكأنها بتستفسر عن الاجابه وهو فهم فكمل بجرأه
"
37	"- ايوه بغير منه. ومن اى حد يكلمك ولا يهزر معاكى انا نفسى مكنتش اعرف بالعيب دا فيا غير لما حبيتك. يمكن عشان اول مره احب حجيجى وبجنون كمان.
"
38	"اتكسفت اوى ووشها جاب مية لون وهي بتهرب بعنيها منه. بالعافيه نطقت ترد عليه بتوتر ملحوظ
"
39	"- انت بتجول ايه بس. اانا جايمه
"
40	"قالتها وهي بتقوم فعلا لكنه مسكها من ايدها يوقفها.
"
41	"مدحت: انا عارف انك مكسوفه والكلام ده ممكن يكون صدمه ليكى. بس انا نفسى اسمع اى خبر حلو منك قريب عشان افرح ابويا وامى لكن كمان هاسيبك براحتك عشان تبقالك حرية الاختيار
"
42	"هزت بدماغها موافقه عشان تمشى بسرعه وتهرب منه
"
43	"لكن قبل ماتوصل للباب نده عليها
"
44	"- نهال. ملكيش اى عذر لو مابلغتنيش بعد ماتخلصى عشان اروح بيكى.
"
45	"هزت بدماغها تانى وجريت تخرج بسرعه وهي بتسأل نفسها هاتقدر تكلمه ازاى تانى ولا تركب معاه بعد الكلام اللى قالهولها وهي مقدراش تحط عينها في عينه من الكسوف.
"
