line	text
1	حاضرتك عايزنى في حاجه يادكتور؟
3	ادخلى واجفلى الباب وراكى
5	الجفل يكون كده. انتى خايفه عالباب.
7	هاتفضلى واجفه مكانك
8	انت كنت عايزنى ليه؟
10	انتى مالك؟!
11	مالى كيف يعنى؟!
12	انتى هتستهبلى وتعملى نفسك مش فاهمه. ارن عليكى ماتروديش استناكى عشان اوصلك الكليه تسبينى اتلطع بالساعه وفي الاخر اعرف من بواب السكن عندكم انك مشيتى مع زميلاتك في السكن من غير ماتعبرينى ولا تديلى فكره وبعد دا كله عامله نفسك مش فاهمه
13	انا اسفه انى مرديتش على تليفونك بس احب اجولك انى من هنا ورايح مش هاركب معاك تانى عربيتك ولا هاسمحلك توصلنى
14	نعم!
16	هو انا لما حكمت انك مافيش روحه ولا رجعه للكليه غير معايا. كنت خدت اذنك.
17	بصفتك ايه تحكم وتتحكم؟
18	بصفتى واد عمك وانتى هنا مسؤليتى
19	والناس هاتعرف منين انك واد عمى مش يمكن يفتكرونى بنت مش كويسه أو، يفتكرونى ساهله.
21	يعنى هو دا السبب اللى مخليكى زعلانه منى؟
22	يعنى انت عايزنى ابجى مبسوطه لما تتهمنى انى ساهله وبخلى الناس تاخد فكره غلط عنى.
25	انا أسف ان كنت جرحتك؟
28	خلاص بجى اعملك ايه عشان تسامحى.
31	متعملش حاجه خلاص. بس انا عايزاك تفهم كويس انا عمرى ماهزرت مع حد غريب عليا. ورائف ده بالنسبالى اكتر من اخ
32	انا عارف
34	طيب ليه بتدايج لما اهزر معاه؟
35	عشان بغير!
37	ايوه بغير منه. ومن اى حد يكلمك ولا يهزر معاكى انا نفسى مكنتش اعرف بالعيب دا فيا غير لما حبيتك. يمكن عشان اول مره احب حجيجى وبجنون كمان.
39	انت بتجول ايه بس. اانا جايمه
41	انا عارف انك مكسوفه والكلام ده ممكن يكون صدمه ليكى. بس انا نفسى اسمع اى خبر حلو منك قريب عشان افرح ابويا وامى لكن كمان هاسيبك براحتك عشان تبقالك حرية الاختيار
44	نهال. ملكيش اى عذر لو مابلغتنيش بعد ماتخلصى عشان اروح بيكى.
49	ازيك يانور عينى. عامل ايه ياعريسنا
51	انتى كنتى فين ياما؟!
52	كنت في بيت عمك عبد الحميد. عشان اللى اتفجنا عليه
53	اوعى تجولى انه حصل
54	حصل ياحبيبى وكلمت راضيه وفرحت جوى وجالتلى انه يوم المنى واكيد البت مش هاترفض
56	ايه ياحبيبى انت مش فرحان؟
57	فرحان ياما فرحان
58	لا يا عاصم شكلك مش فرحان
59	انتى ايه اللى طلعك بدرى جوى كده ياما. ليه ماستنتنيش لما اصحى. طب ماجابلتيش ابويا ولا جالك اى حاجه
60	ليه يعنى هو فيه حاجه حصلت وانا معرفهاش
61	لا مفيش ياما ماتخديش في بالك
63	في ايه ياما انا في الشارع مالك!
65	وااه ياما انتى جرالك ايه بس؟!
66	معلش ياحبيبى بصالحك بس عشان عملت فيك مجلب
67	تجصدى ايه؟!
68	ياحبيبى يانور عينى عايزنى بعد مااعرف من ابوك ان بدور اتفشكلت خطوبتها من المجلع واد العمده. اروح واخطب نيره واجطع الامل تانى
69	والله حرام عليكى ياما انا جلبى كان هايوجف.
