line	text
1	"‏وقعت اخر كلماتها كالصاعقه ع اذانه .. جمرات نار علي قلبه
"
2	"ليصمت قليلا وتراقبه بعيون غارقه بالدموع
"
3	"وعد بصوت متردد وهي مازال متمدده بجسدها امامه
"
4	"موووافق !
"
5	"زم شفتيه ورفع حاجبه والقي عليها نظره جاانبيه
"
6	"وانتِ هتقدررري؟
"
7	"ليرتجف جسدها من كلماته وتنهمر دموعها بغزاره
"
8	"ليمرر امانله علي جميع اجزاء جسدها برفق
"
9	"ثم ينحني قليلا ويقبل جسدها بهدوء حتي تصدر انين التوجع والتالم
"
10	"نهض مسرعا وامسك كفها ليساعدها ع النهوض ويقفها امامه وبين يديه
"
11	"ويزيح خصلات شعرها خلف اذنها ويميل عليها ليقبلها برفق وهو يتأمل ملامحها بهيام
"
12	"ارتجف جسدها اكثر وانتفضت بين ذراعيه
"
13	"انحني ليقبل عنقها والجزء العلوي من جسدها بحب.
"
14	"حركت شفتيها لتحدث سرعان من التهم حديثها بقبله حاره
"
15	"ممررا انامله ع خصرها بحب ودفء وشوق
"
16	"استسلمت وعد بين يديه كالفراشه التي تريد ان ترتشف من كل جزء ف جسده رحيقا
"
17	"التحما سوويا بحب ودفء وهيااام حتي ذابت فيه عشقا وهي تتأوه بلهيب الشوق والوجع تحت حصاره
"
18	"فجأه دفعها بكفيه بعيدا عن جسده
"
19	"هااا هتقدري تحرمي نفسك من حضن حمزه ؟
"
20	"قساوة قلبك هتطاوعك تحرمي حمزه منك !
"
21	"عاوزه تخالفي شرع ربنا ياوعد .. طب ليييه !
"
22	"لييه مصممه تطلبي حاجه هتعاقبك انتي قبلي ؟.. تحبي اثبتلك دا فعليا
"
23	"تحبي اكمل امتلاكي ليكِ .. عشان تعرفي انك اللي بتطلبيه دا مستحيل
"
24	"ودا مش هتقدري تنفيذيه انتي اصلا .. ليييييييييه كده وانتي عارفه ان حمزه مالهووش غير حضنك اللي بيرمي فيه كل  اوجااعه .. تقدري ف ليله تناامي بعيد عن حضي
"
25	"تقدري في يووم تنامي من غير مااقولك شعر وقصص كل ليله.
"
26	"تقدري لما اوحشك متقوليليش متجيش تترمي ف حضني .. متقدريش تضفي نار شوقك .. لو هتقدري هتعملي كده .. انا حالا اخد عهد قدام ربنا انك محرم
"
27	"لتكتم حديثه بقلبه نااريه مختلطه بشلالات الدمموع وتعانقه بحب
"
28	"وعد متقدرش يااحمزه ع كل دا .. لالا متقدرش
"
29	"تنهد بارتيااح وهو يضمها اليه: شووفتي بقي انك مصممه تعذبينا احنا الاتنين
"
