line	text
5	شذى
6	كارما خدى الدادة وخشى جوا
9	انتى أزاى تتجرأى وتاجى هنا
10	أهدا يابيبى ليه العصبية دى كلها
13	مش عايز أشوف وشك تانى هنا فاهمة وقولى للباشا بتاعك مش أيهم الشرقاوى اليتنازل عن حاجة والصفقة دى بتاعتى أنا
16	كانت تعمل فى شركة أيهم وفى صفقة أيهم خسرها كانت هتنقل الشركة نقله تانية لأن فى الوقت دا كان أيهم لسة فى البداية وبعدين أكتشف أن شذى هى السبب لأنها كانت بتسرب معلومات لشركة كانت تعمل لحسابها فقام أيهم بطردها.
18	ايه الجاب شذى هنا يا أيهم
19	جايه عايزانى أتنازل عن الصفقة بس نجوم السما أقربلها
20	انا رايح أرتاح عشان تعبت من السفر
21	ok وانا كمان
26	يلا كل واحد يجهز عشان نمشى بس بسرعة عشان مش نتأخر على موعد الطائرة
33	أنا هسافر انهارة مصر
34	فى حاجة يا أدهم
35	لا بس عايز أشوف أمور الشركة وريم وحشتنى
36	ماشى توصل بالسلامة
37	الله يسلمك.
40	لارا انتى أمتحاناتك قربت مش ناويه تذاكرى
41	ماما لسة الأمتحانات
43	أنا بقولك عشان انتى فى ثانويه عامة وانا عايزاكى تجيبى مجموع وبنظرة تحذير والا مش هيحصل خير
44	مالك يا ماما قلبتى كدا
45	لارا روحى ذاكرى
46	حاضر يماما حاضر
50	مالك ياجميل ماشى بسرعة براحة لتقعى
51	وانت مالك
52	أنا غلطان خايف عليكى
53	رامى عاوز ايه
54	انتى عارفة انا عاوز ايه
56	انا مش زى التعرفهم يحيوان وربنا لو الحصل ده اتكرر هيكون ليا تصرف تانى مش هيعجبك وخليك فاكر ممكن يحصل فيك ايه لو روحت قولت لعائلتى.
58	ماشى يانوران والله لوريكى أزاى أيدك تتمد عليه
66	تعالى يا لارا عاوزة حاجة ياحبيبتى.
67	لا أنا تمام مش عاوزة حاجة بس الزاهر انتى المش تمام
69	قولى بقا مالك احنا مش بنخبى حاجة عن بعض
70	حاضر يا لارا الحصل (وسردت لها ما حدث )
71	يستاهل ازاى يتجرأ ويعمل كدا مفروض تقولى لبابا عشان يتصرف معاه
72	خلاص يالارا انا مش عايزة مشاكل انا نبهت عليه بس لو عمل حاجة تانى هتضر أقول لبابا عشان دى مش اول مرة
73	ماشى ياحبيبتى.
75	هروح أرد على التليفون
77	الو
78	أزيك يا لارا عامله ايه
79	بخير الحمد لله وانتى عامل ايه
80	بقيت بخير لما سمعت صوتك
81	بس يا أياد
82	انتى بتكسفى
83	أنا مش بتكسف بس انت الوحيد البتخلينى اتكسف بسبب كلامك ده
84	هو فى حد يقدر يقولك الكلام ده غيرى عشان أجيب خبره.
85	اياد عشان خاطرى مش تتعصب بقا
86	خلاص يا ريرى أنا أسف
87	خلاص يحبيبى ولا يهمك
88	ايه قولتى قولى تانى
89	بقولك ولا يهمك
90	لا القبلها
91	أياد اتلم وانا هقفل سلام.
5	سيف كلم مراد وجاسى وتعالوا الحديقة عاوزاكم
6	فى حاجة ومالك عنيكى بطلع شرار
7	سيف خلاص لو سمحت هتعرف لما تتجمعوا
9	مالها دى وانا مالى هكلم مراد قبل ماتاجى تتعصب عليه تانى
11	مراد انت فين
12	أنا برة فى حاجة.
13	تعالى دلوقتى ماسة عاوزانا
14	ماشى جاى
17	سيف فى حاجة
18	ماسة عاوزانا تحت يلا تعالى
19	تمام استنى هنزل معاك
21	فى ايه
22	مش عارف دلوقتى ماسة تنزل ونعرف
24	فى ايه يا ماسة
25	أيهم الشرقاوى الهيدخل معانا شريك
26	ماله.
27	وافق بس بشرط أن نسبته تبقى ٦٠ %
28	بس كده الأدارة هتبقى من حقة
29	ما هو هيتنازل عن الأدارة وهيباشر من بعيد.
30	هو هيتازل عن الادارة انا من رائى نوافق أنا سمعت كتير عن أيهم الشرقاوى
32	أنا رائى من من رأىمراد
33	وانا كمان من رأى مراد
34	خلاص تمام وصح قبل ما أنسى
37	الو يا بابا
38	ازيك يا ماسة عاملة ايه
39	تمام بخير. انا قولت لمراد وسيف على كل حاجة
40	وايه قالوا.
41	كانوا متقبلين للموضوع بس سيف اكتر ومراد حسيته غاضب شويه هو حضرتك فاضى بكرة عشان نتقابل
42	اه يا حبيبتى ولو مش فاضى هفضلكم وقت صح انتى اتفقتى مع أيهم
43	اه اتفقتا. بس ده طلع ذوق أوى
44	اه أيهم انسان كويس
45	ماشى يا بابا هتضر اقفل باى
47	انسان كويس أوى الصراحة وذوق.
51	الو
52	ايوه يا فندم
53	ممكن تقولى للأستاذ أيهم الانسة ماسة وافقت.
54	حاضر يا أنسة ماسة
59	أزيك يا بابا
60	تمام يا حبيبتى
61	ده مراد وده سيف وده طبعا بابا
63	بابا
64	حبيبى عامل ايه
65	بخير لما شوفت حضرتك
67	مش عايز تسلم على ابوك يامراد
69	ازاى حضرتك.
71	تعالوا نقعد
76	مستر أيهم الأنسة ماسة كلمتنى وقالت أنها موافقة
77	كلميها وقوليلها تبتدى شغل وأبقى انتى تابعى معاها الشغل وصل لحد فين
78	حاضر يا فندم
80	كنت متأكد أنك هتوافقى.
