line	text
1	"فى القاهرة
"
2	"بعد مرور ساعات وصل أيهم وكارما والدادة
"
3	"وعند فتح أيهم باب شقته كانت المفاجأة لجميع
"
4	"كان هناك فتاة جالسة فى الشقة
"
5	"كارما بأندهاش: شذى
"
6	"أيهم ببرود: كارما خدى الدادة وخشى جوا
"
7	"بعد ذهاب كارما
"
8	"قام أيهم بمسك ذراعها
"
9	"أيهم بعصبية: انتى أزاى تتجرأى وتاجى هنا
"
10	"شذى: أهدا يابيبى ليه العصبية دى كلها
"
11	"أنا بس جيت عشان أوصلك رسالة بس الباشا بيقولك أتنازل عن الصفقة والأ مش هيحصل خير.
"
12	"قام أيهم بعصبية بجرها من ذراعها وألقاها خارج الشقة
"
13	"أيهم: مش عايز أشوف وشك تانى هنا فاهمة وقولى للباشا بتاعك مش أيهم الشرقاوى اليتنازل عن حاجة والصفقة دى بتاعتى أنا
"
14	"وقفت شذى بعصبية ومشيت
"
15	"أستوووووووب.
"
16	"شذى: كانت تعمل فى شركة أيهم وفى صفقة أيهم خسرها كانت هتنقل الشركة نقله تانية لأن فى الوقت دا كان أيهم لسة فى البداية وبعدين أكتشف أن شذى هى السبب لأنها كانت بتسرب معلومات لشركة كانت تعمل لحسابها فقام أيهم بطردها.
"
17	"بعد خروج تلك الشذى اغلق أيهم باب الشقة يليه خروج كارما من غرفتها
"
18	"كارما: ايه الجاب شذى هنا يا أيهم
"
19	"أيهم: جايه عايزانى أتنازل عن الصفقة بس نجوم السما أقربلها
"
20	"أيهم: انا رايح أرتاح عشان تعبت من السفر
"
21	"كارما: ok وانا كمان
"
22	"ذهب كل واحد لغرفته.
"
23	"فى صباح يوم جديد
"
24	"فى فرنسا
"
25	"كانوا جميع متجمعين على السفرة وبعد الأنتهاء
"
26	"لينا: يلا كل واحد يجهز عشان نمشى بس بسرعة عشان مش نتأخر على موعد الطائرة
"
27	"ذهب كل واحد لغرفته وقام بتغير ثيابه وبعد
"
28	"مرور دقائق كان الكل مجتمع وكل واحد يحمل حقيبته
"
29	"وذهبوا جميعا فى طريق المطار
"
30	"وبعد مرور وقت كانوا يحلقون فى السماء.
"
31	"فى قصر الجارحى
"
32	"كانت ايه والبنات فى المطبخ يقوموا بإعداد الطعام وبعد الأنتهاء قاموا بتحويله لسفرةوجلسوا جميعا وبعد الأنتهاء
"
33	"أدهم: أنا هسافر انهارة مصر
"
34	"أدم: فى حاجة يا أدهم
"
35	"أدهم: لا بس عايز أشوف أمور الشركة وريم وحشتنى
"
36	"أدم: ماشى توصل بالسلامة
"
37	"أدهم: الله يسلمك.
"
38	"ذهبت نوران لجامعة بينما ايه ذهبت للمطبخ حتى تقوم بتجهيز طعام الغداء وذهبت لارا خلفها وذهب أدهم لغرفته حتى يقوم بتجهيز حقيبته وبعد وقت كان يجلس فى سيارته ومتجه تجاه القاهرة
"
39	"فى المطبخ
"
40	"ايه: لارا انتى أمتحاناتك قربت مش ناويه تذاكرى
"
41	"لارا: ماما لسة الأمتحانات
"
42	"وبضحك وانتى عرفانى مش بذاكر غير قبل الأمتحانات بفترة قصيرة.
"
43	"ايه: أنا بقولك عشان انتى فى ثانويه عامة وانا عايزاكى تجيبى مجموع وبنظرة تحذير والا مش هيحصل خير
"
44	"لارا بضحك: مالك يا ماما قلبتى كدا
"
45	"ايه: لارا روحى ذاكرى
"
46	"لارا: حاضر يماما حاضر
"
47	"ذهبت لارا لغرفتها.
"
48	"بينما فى جامعة نوران
"
49	"هى وتسير بسرعة قطع عليها أحدهما الطريق
"
50	"رامى: مالك ياجميل ماشى بسرعة براحة لتقعى
"
51	"نوران: وانت مالك
"
52	"رامى: أنا غلطان خايف عليكى
"
53	"نوران بضيق: رامى عاوز ايه
"
54	"رامى بغمزة وقام بمسك يديها: انتى عارفة انا عاوز ايه
"
55	"قامت نوران بصفعه أمام الجامعه بأكملها
"
56	"نوران بغضب: انا مش زى التعرفهم يحيوان وربنا لو الحصل ده اتكرر هيكون ليا تصرف تانى مش هيعجبك وخليك فاكر ممكن يحصل فيك ايه لو روحت قولت لعائلتى.
"
57	"وذهبت وتركته ينظر لها بغضب
"
58	"رامى بغضب وتوعد: ماشى يانوران والله لوريكى أزاى أيدك تتمد عليه
"
59	"ثم نظر لطلاب الجامعة كانوا جميعا ينظرون له
"
60	"بشماته فهو معروف بالسمعة السيئة وعلاقته الكثيرة مع الفتيات وسقط كذا مرة.
"
61	"فى قصر الجارحى
"
62	"عادت نوران من الجامعة ومعالم الغضب ظاهرة على وجهها
"
63	"كانت ايه قامت بتحضير الطعام صعدت نوران لغرفتعا وأخدت شور وغيرت ثيابها ونزلت لأسفل وجلسوا على السفرة وكانت نوران تحاول محى معالم الغضب من على وجهها حتى لا يلاحظ أحد
"
64	"وبعد الأنتهاء من الطعام صعدت لغرفتها
"
65	"وبعد مرور وقت سمعت نوران صوت طرق على باب غرفتها يليه دخول لارا
"
66	"نوران: تعالى يا لارا عاوزة حاجة ياحبيبتى.
"
67	"لارا: لا أنا تمام مش عاوزة حاجة بس الزاهر انتى المش تمام
"
68	"أتنهدت نوران
"
69	"لارا: قولى بقا مالك احنا مش بنخبى حاجة عن بعض
"
70	"نوران: حاضر يا لارا الحصل (وسردت لها ما حدث )
"
71	"لارا بغضب: يستاهل ازاى يتجرأ ويعمل كدا مفروض تقولى لبابا عشان يتصرف معاه
"
72	"نوران: خلاص يالارا انا مش عايزة مشاكل انا نبهت عليه بس لو عمل حاجة تانى هتضر أقول لبابا عشان دى مش اول مرة
"
73	"لارا: ماشى ياحبيبتى.
"
74	"قاطع كلامهم رنين هاتف لارا نظرت للهاتف ثم نظرت لنوران بتوتر
"
75	"لارا: هروح أرد على التليفون
"
76	"ذهبت لارا لغرفتها
"
77	"لارا: الو
"
78	"أياد: أزيك يا لارا عامله ايه
"
79	"لارا: بخير الحمد لله وانتى عامل ايه
"
80	"أياد: بقيت بخير لما سمعت صوتك
"
81	"لارا بخجل: بس يا أياد
"
82	"اياد بضحك: انتى بتكسفى
"
83	"لارا: أنا مش بتكسف بس انت الوحيد البتخلينى اتكسف بسبب كلامك ده
"
84	"أياد بغضب: هو فى حد يقدر يقولك الكلام ده غيرى عشان أجيب خبره.
"
85	"لارا: اياد عشان خاطرى مش تتعصب بقا
"
86	"أياد: خلاص يا ريرى أنا أسف
"
87	"لارا: خلاص يحبيبى ولا يهمك
"
88	"أياد: ايه قولتى قولى تانى
"
89	"لارا بأستغراب: بقولك ولا يهمك
"
90	"أياد: لا القبلها
"
91	"لارا بخجل: أياد اتلم وانا هقفل سلام.
"
92	"فى مطار القاهرة
"
93	"تهبط الطائرة وتنزل لينا وعائلتها فقد عادت بعد
"
94	"غياب ٢٥ سنه.
"
1	"خرجت ماسة من الشركة والغضب يتطاير منها
"
2	"ركبت السيارة وذهبت تجاه الفيلا
"
3	"بعد مرور وقت وصلت ودخلت الفيلا
"
4	"كان سيف جالس فى الصالون
"
5	"ماسة: سيف كلم مراد وجاسى وتعالوا الحديقة عاوزاكم
"
6	"سيف: فى حاجة ومالك عنيكى بطلع شرار
"
7	"ماسة بغضب: سيف خلاص لو سمحت هتعرف لما تتجمعوا
"
8	"وتركته وصعدت لغرفتها
"
9	"سيف: مالها دى وانا مالى هكلم مراد قبل ماتاجى تتعصب عليه تانى
"
10	"كلم سيف مراد
"
11	"سيف: مراد انت فين
"
12	"مراد: أنا برة فى حاجة.
"
13	"سيف: تعالى دلوقتى ماسة عاوزانا
"
14	"مراد: ماشى جاى
"
15	"أغلق معه ثم صعد لغرفة جاسمين وطرق على الباب
"
16	"فتحت جاسى الباب
"
17	"جاسى بأستغراب: سيف فى حاجة
"
18	"سيف: ماسة عاوزانا تحت يلا تعالى
"
19	"جاسى: تمام استنى هنزل معاك
"
20	"نزل سيف وجاسى للحديقة بعد مرور وقت قصير جاء مراد
"
21	"مراد: فى ايه
"
22	"سيف: مش عارف دلوقتى ماسة تنزل ونعرف
"
23	"قطع كلامهم نزول ماسة
"
24	"سيف: فى ايه يا ماسة
"
25	"ماسة: أيهم الشرقاوى الهيدخل معانا شريك
"
26	"جاسى: ماله.
"
27	"ماسة: وافق بس بشرط أن نسبته تبقى ٦٠ %
"
28	"سيف: بس كده الأدارة هتبقى من حقة
"
29	"ماسة: ما هو هيتنازل عن الأدارة وهيباشر من بعيد.
"
30	"مراد بعد تفكير: هو هيتازل عن الادارة انا من رائى نوافق أنا سمعت كتير عن أيهم الشرقاوى
"
31	"وشركاته معروفة وليها أسمها
"
32	"جاسى: أنا رائى من من رأىمراد
"
