line	text
1	انتي هتيجي معايا وهحاول اقنع صاحبة البيت اللي انا وماما مأجرين شقه فيه انها تأجرلك الاوضه اللي علي السطوح كحل مؤلت علي ما تلاقي اي ورقه تثبتي بيها شخصيتك
2	فكره حلوه اوووي، بجد شكرآ ليكي
3	العفو يا روح انا معملتش حاجه، ويلا بقي نشتغل لحسن الريسه عينها علينا.
5	روح
6	ايوه با ابله منال
7	الظرف ده بتاع التصميمات الجديده بتاعة العرض سلميه للأستاذ محمد عشان يلحق ينفذها عشان عندي ظروف وهمشي دلوقتي وهو مش موجود
8	حاضر هديهم ليه
10	روح
11	نعم
12	ممكن طلب
13	سيبي الظرف وروحي علي مكانتك يلا
14	مره واحده بس يا روح، هبص عليهم بنظره سريعه كده وخلاص، مش انا اختك الكبيره برده، نفذيلي طلبي بقي
15	ياسااااتر، ده انتي لحوحه اوي، شوفيهم.
17	هاااااراسود، اترفدنا والحمدلله
18	انا اسفه بجد، مكنتش اقصد فاطمه: تضيعي مستقبلنا وتقولي مكنتش اقصد
19	ما قولت اسفه اعملكوا ايه يعني
20	خلاص يا فاطمه، غصب عنها
21	لا ياروح هي عملت كده عشان بتغير منك ومن حب كل الناس اللي هنا ليكي
22	هي مين دي عشان اغير منها فاطمه: ايوه بتغيري منها و..
24	خلاص يا فاطمه انا هحاول اصلحهم.
25	تصلحي ايه بس ياروح، دول ماعدوش ينفعوا خالص
26	هاتيلي بس ورق وقلم وانا هتصرف.
28	عملتي ايه
30	ايه رأيك بقي
31	ايه ده، مش ممكن، ايه الروعه دي
32	احنا محدش يقدر علينا برده يا بنتي
33	بس اتعلمتي دا كله فين
34	اصلي بحب الرسم والتصميم وكنت بسلي نفسي بيهم علي طول فاطمه: ماشاءالله عليكي بجد
35	بس فيه مشكله
36	ايه تاني
37	التصاميم دي مختلفه عن اللي كانوا جايين لاني مالحقتش احفظ شكلهم
38	بس احلا منهم بكتييير
39	هنعمل ايه.
40	بصي المصمم بعتهم بالبريد وهو برا مصر اصلآ هنحط دول بدل دول ولو سألونا هنقول هي دي التصاميم اللي خدناها من الريسه
42	الاستاذ محمد بيسأل علي التصاميم اللي الريسه منال سبتهم هنا فاطمه: اه، اهي، هي دي
44	اتفضل
46	ان شاء الله خير
47	استرها يارب
49	روح
50	نعم يا ابله منال.
51	انتي فتحتي ظرف التصاميم اللي كلفتك توصليه لأستاذ محمد صمتت روح تخشي من نتيجة ما فعلته لتتدخل تلك الفتاه التي اوقعتها في تلك الكارثه قائله...
52	هي فتحته بس، دي فتحته واتفرجت علي اللي فيه، ووقعت عليه شاي وبوظته، لا وكمان عملت فيها مصممه ورسمت تصاميم بدل اللي بوظتها وحطتها في الظرف وبعتته
55	انا اسفه
56	اسفه علي ايه يا بنتي، احنا شوفنا كل اللي حصل من الكاميرات اللي هنا، اللي انتي عملتيه ده انجاز كبير
57	يعني ايه
58	التصاميم اللي انتي بوظتيها كانت مؤامره علي الشركه
59	لأ، لحظه كده يا ريسه، نقطه ومن اول السطر الله يكرمك كده.
60	الحكايه ان المصمم اللي بعتلنا التصاميم دي مش بتاعته، هو سرقها من مصمم تاني وبعتهالنا بعد ما اتفق مع الشركه اللي بتنافسنا في السوق عشان المصمم يتهمنا بالسرقه ويرفع علينا قضيه ونقع، بس لما روح عملت تصاميم تانيه انقذت الشركه، لأ مش بس كده، التصاميم بتاعتها كسرت الدنيا ومدير الشركه قرر يصرفلها يشتري منها التصاميم دي بالسعر اللي تطلبه واتعينت مصممه في الشركه وبالمرتب اللي تطلبه كمان، هو مستنيكي عشان تمضي العقد.
2	ايه رأيك بجي يا نجلا، مش جولتلك ان مختار بجي خاتم في يدي
3	تجصدي ايه يا عزه
4	اجصد اني اجدر اخليه يوافج علي جواز روح من حازم
5	بجد يا خالتي
6	استني يا ولدي، مجابل ايه يا عزه
7	مجابل كل حاجه روح بتملكها
8	كنت خابره زين انك ماتعمليش حاجه واصل لوجه الله
9	جولتي ايه يا نجلا
10	وانا ايه دخلني في الحدي تده.
11	انا خابره زين ان ابوكي لما اتبرا مني وكتبلها نصيبي عملك وصيه عليها، وروح لسه ماتمتش 21 سنه يعني تجدري تكتبيلي كل حاجه بيع وشرا
12	دي امانه يا عزه، وانتي خابره زين اني ماخونش الامانه واصل
13	علي كيفك يا خيتي.
15	ارجوك يا بابا كله الا شعري، بلاش ارجوك
16	عايشالي في جصة حب يافاجره، جيبتيلي العار يا بنت جميله، حطيتي راسي في الطين
17	يا بابا، مش كده، مفيش بيني وبين جاسر غير مشاعر بريئه وبس
