line	text
2	ماما هناء فين سمر
3	مش عارفه منزلتش يمكن نايمه لسه
4	طيب انا هروح اصحيها علشان عاوز اكلمها في موضوع مهم
5	عمااار اقعد هنا عليا هتنديها
6	لاء بجد يا ماما الموضوع مهم ومش لازم عليا تسمعوا.
7	وانا مقلتش أن عليا هتسمعو انا بقول هيا هتصحيها وخليك هنا احسن والله لأجل الفرح شهر كمان
8	لاء لاء خلاص انا قاعد ساكت اهو
9	ماشى وانا هبعت عليا تروح تناديها
12	سمر، سمر
13	ايه في ايه
14	أهدى يا سمر مفيش حاجه بس عمار بيه بعتنى ليكى علشان عاوزك.
16	سمر هتنزلى ولا اقولو انك عاوزه تنامى
17	لاء لاء انا نازله ليه بس...
18	في حاجه يا سمر
19	بصى يا عليا انا هقولك بس سر بنا ماشى
20	اوكى.
21	انا عاوزه كام فستان او طقم حلوين علشان كل اللى عندى قديم ومينفعش البسو هنه فهمانى
22	فهماكى بس ليه متقوليش لعمار بيه
23	اصل انا حاسه ان انا تقيله عليه أو حاجه زى كدا مش عارفه
24	بصى يا سمر انا مش شايفه كدا خالص وكمان البيه عمار في حياته ما كان بخيل مع اى حد مش هيكون بخيل عليكى وكمان يوم او يومين وهتكونى في بيتو ومسؤله منو مش هتفرق شهر ولا شهرين صح.
25	تفتكرى كدا يا عليا
26	مليون فالميه
27	اوكى ماشى شكرا يا عليا صدقينى مش هنسالك ده ابدا
28	العفو يا سمر انا نازله وهقول البيه انك هتنزلى ماشى
29	ماشى
32	م، مين
33	انا عليا يا سمر
34	خشى يا عليا
35	ده طقم كنت شرياه علشان لو خرجت مع خطيبى ممكن تستعريه منى دلوقتى.
36	لأ لأ شكرا انا هصرف نفسى شكرا يا عليا
37	لو سمحتى انا عارفه انو شئ محرج بس والله الطقم مش بطال وهيعجبك
38	ش، شكرا يا عليا
39	على ايه انا معملتش حاجه، المهم انا هسيبك دلوقتى تلبسى وتخدى راحتك اوكى
40	شكرا مره تانيه يا عليا
46	إنتي جميله اوي يا سمر
47	ش شكرا
48	هوا إنتي كنتى علطول تلبسى كدا
49	ل، لاء اول مره
51	سمر بجد مش قادر كادت سمر أن تسأله عن ماذا ولكنه كان اسرع منها بإلتهام شفتيها صدمت سمر بقوه وكادت أن تبعد عمار ولكنه امسك يدها الاثنين بيد واحده منه ووضعهم خلف ظهرها وظل يقبلها بحب لم تمر لحظات حتى استكانت سمر بين يديه فشعر عمار بذلك فترك يدها لم تستطع سمر المقاومه فهى حقا تحبه ولكنها لا تعترف بذلك بل تقول إنه بسبب معاملته لها ولكنها الآن تأكدت انها غارقه بحب ذلك العمار وضعت سمر يدها خلف رقبه عمار وامسكت ببعض خصلاته وتقربه منها بشده راغبه بالمذيد شعر عمار بذلك فامسك عمار بخصرها وقربها منه بقوه حتى باتا جسدا واحدا من كثرة الالتساق.
53	عمااااااار، سمر
54	ع، عمار والله مش انا
55	يا بنت ال بتلبسيها فيا
56	احم، احم انا هروح ا، اشرب.
58	عمار انتا ازاى تعمل كدا
59	انا معملتش حاجه غلط علشان تضايقى كدا دى مراتى
60	ولو انا لو كانت بنتى وانتا كاتب كتابك مش هرضى برضو وكمان دى امانه
61	حاضر يا ماما بس مفيش مشكله بتصبيره صح.
62	لاء ولا حتى تصبيره غير لما تتجوزها قدام الكل فاهم
63	حاضر بس روحى نادى على سمر علشان عاوز اكلمها واديها حاجه
64	طيب وكمان بالمره خدها وروح معاها تنقى هدوم ليها هيا مش عروسه ولا ايه
65	عروسه دى ام العرائس كلهم
66	طيب بس بطل شقاوه علشان منيمهاش معايا وقبلنى بقه لا تصبيره ولا غيرها.
67	ابدا ما هعمل شقاوه تانى بس إللهى تكسبى ويخلهوملك ويرزقك برزق الحلال ويبعد عنك ولاد الحرام اوعى تنيميها معاكى ماشى
68	خلاص يا عمار انتا هتشحت
71	سمر
73	والله مكنتش راضيه عمار هوا اللى عمل العمله السوده دى
74	ماشى يا سمر هعديها المرادى بس لو حصل كدا تانى انا هموتك إنتي وعمار وانا عينى عليكم دوما فاهمه
75	ح، حاضر مش هعملها تانى
76	طيب روحى لعمار علشان عاوزك وكمان انا قلت ليه تروحوا تنقوا حبة هدوم ليكى
77	لاء لاء مش عاوزه عندى كتير
78	سمر انا قلت كلمه يالا امشى عمار مستنيكى.
79	ش، شكرا يا ماما هناء
80	يالا يا سمر اشكريها بعدين اتأخرت والله
81	سلام يا ماما هناء
82	سلام يا حببتى ربنا يهنيكوا
84	صباح الخير يا مدام هناء
85	صباح النور يا عليا
86	محتاجه مساعده او اعمل حاجه.
87	لاء يا عليا روحى نضفى اوضه عمار بس وكفايه عليكى انهارده
88	الاوضه بس بجد
89	ايوه
90	إنتي مبسوطه صح
91	اكييد إنتي فرحتينى اوى علشان قولتى ليا اللى سمر قالته علشان محدش من البنات اليومين دول عندهم حياء ولا كرامه ومشيين ورا الفلوس مش اكتر لكن دى غير كنت دائما خايفه أن عمار يتجوز واحده تضحك عليه وتاخد فلوسو أو هوا يعجب بحد يدمرو.
92	انا اول ما شفتها حستها غير يا ماما هناء
93	وانا والله يا عليا، يالا روحى بقه نضفى الاوضه بتاعت عمار بيه وشوفى اوضه سمر هيا كمان ماشى
94	ماشى حاضر حاجه تانيه
95	لاء روحى إنتي.
97	ن، نضال مالك في ايه
98	ملكيش دعوه يهمك في حاجه إذا كنت تعبان ولا لاء
99	نضال نضال نضال استنى اسمعنى والله مش كان قصدى هوا اللى كان ورايا ليه مش عاوز تفهم
100	مين اللي كان وراكى
101	الراجل الغريب اللى كان في المستشفى انتا نسيت.
102	اااه طب خليه ينفعك وانا ورايا اجتماع ومش فاضى ليكى اوعى
104	نضال انتا بتهزر ولا ايه وكمان و، و بص انا مش مكلماك تانى علشان انا رخم لاء قصدى انتا رخمه لاء بص اسكت مش عاوزه اسمع صوتك اوووووووف
105	انا متكلمتش على فكره إنتي اللى من صبحيه ربنا عماله تتكلمى لحد ما دماغى وجعتنى.
106	اوووف انا بكرهك يا نضال علشان انتا رخم هه
107	...
108	اووف رد عليا
109	...
112	انهارده بليل الساعه ١٠ بالضبط عايز منك تكونى جاهزه علشان في اجتماع برا مع عميل أمريكى انا هاجى الساعه ١٠ لو ملقتكيش جاهزه هسيبك وامشى
116	س، سيدتى إلى اين إنتي ذاهبه و، وبتلك الملابس
117	ماذا بها ملابسى اهى لا تليق بى ام هي متسخه، ولكن اظن انها لطيفه ونظيفه أيضا
118	لا سيدتى لم اقصد ذلك ولكنها ملابس نوم وانتى خرجتى بها للتو.
119	حسنا حسنا دعك منى الان انا اريد هاتف لمخاطبه أحدهم هل يمكننى استعاره هاتفك
120	بالطبع سيدتى ولكن الآن نحن احضرنا الفطور اين نضعه
