line	text
1	"في مكان آخر عند عمار...
"
2	"عمار وهو ينزل الدرج وعلى وجهه ابتسامه مشرقه: ماما هناء فين سمر
"
3	"هناء بابتسامه: مش عارفه منزلتش يمكن نايمه لسه
"
4	"عمار بخبث: طيب انا هروح اصحيها علشان عاوز اكلمها في موضوع مهم
"
5	"هناء بهدوء وهي تعلم بنيه عمار: عمااار اقعد هنا عليا هتنديها
"
6	"عمار وهو يتصنع الجديه: لاء بجد يا ماما الموضوع مهم ومش لازم عليا تسمعوا.
"
7	"هناء بهدوء: وانا مقلتش أن عليا هتسمعو انا بقول هيا هتصحيها وخليك هنا احسن والله لأجل الفرح شهر كمان
"
8	"عمار بسرعه: لاء لاء خلاص انا قاعد ساكت اهو
"
9	"هناء بابتسامه: ماشى وانا هبعت عليا تروح تناديها
"
10	"جلس عمار علي الأريكة وهو منتظر نزول سمر
"
11	"في الأعلى...
"
12	"عليا بهدوء: سمر، سمر
"
13	"سمر بفزع: ايه في ايه
"
14	"عليا وهي تحاول تهدأتها: أهدى يا سمر مفيش حاجه بس عمار بيه بعتنى ليكى علشان عاوزك.
"
15	"سمر وهي تنظر إلى الغرفه فأخر ما تتذكره انها كانت تبكى في احضان عمار اووه يا إللهى هل نمت على كتف عمار ليله البارحه ياللاحراج
"
16	"عليا مقاطعه لتفكيرها: سمر هتنزلى ولا اقولو انك عاوزه تنامى
"
17	"سمر بسرعه: لاء لاء انا نازله ليه بس...
"
18	"عليا بإستفهام: في حاجه يا سمر
"
19	"سمر بخجل: بصى يا عليا انا هقولك بس سر بنا ماشى
"
20	"عليا بإبتسامه: اوكى.
"
21	"سمر بخجل: انا عاوزه كام فستان او طقم حلوين علشان كل اللى عندى قديم ومينفعش البسو هنه فهمانى
"
22	"عليا بإبتسامه: فهماكى بس ليه متقوليش لعمار بيه
"
23	"سمر بخجل: اصل انا حاسه ان انا تقيله عليه أو حاجه زى كدا مش عارفه
"
24	"عليا وهي تجلس على الفراش: بصى يا سمر انا مش شايفه كدا خالص وكمان البيه عمار في حياته ما كان بخيل مع اى حد مش هيكون بخيل عليكى وكمان يوم او يومين وهتكونى في بيتو ومسؤله منو مش هتفرق شهر ولا شهرين صح.
"
25	"سمر بتفكير: تفتكرى كدا يا عليا
"
26	"عليا بإبتسامه: مليون فالميه
"
27	"سمر بأبتسامه جذابه: اوكى ماشى شكرا يا عليا صدقينى مش هنسالك ده ابدا
"
28	"عليا بإبتسامه وهي تقف وتذهب: العفو يا سمر انا نازله وهقول البيه انك هتنزلى ماشى
"
29	"سمر بأبتسامه: ماشى
"
30	"أنهت سمر كلامها وهي تدلف داخل الحمام لكى تأخذ دشاً ساخنا ينعشها في هذا الصباح الباكر.
"
