line	text
1	"صلو الفجر جميعا وارتدو ملابسهم
"
2	"يوسف: اني رايح ورا هاشم وجميله واهو ونس طريق بدل مااسافرلحالي
"
3	"راويه: والله مامطمنالك ياولد عمي
"
4	"يوسف: هنخيب اياك
"
5	"ماهنفضهاش سيره بقي
"
6	"غلطه وراحت لحالها
"
7	"راويه: والله يايوسف لو اتكررت
"
8	"لو حبيت على رجلي ماهاعاودش وياك واصل انت حر
"
9	"يوسف: امشي ابت روحي سكتي ولدك وخدي بالك من وهبه
"
10	"راويه: واااه هتوصيني على ولد خوي ده ف عيوني
"
11	"يوسف: تسلم عيونك التنتين
"
12	"راويه: اباي عليك وعلى كلامك
"
13	"بيدوخني.
"
14	"يوسف: كيف مانتي مدوخاني عاد
"
15	"يلا بقي بالاذن هنتاخرو عليهم
"
16	"ماعاوزاش حاجه
"
17	"راويه: لا ياخوي عوزاك سالم
"
18	"ويسلملك طريقك ويبعد عنك ولاد الحرااااام وتتك على الحرام
"
19	"فينظر لها ويبتسم مافيش فيكي فايده واصل
"
20	"راويه: اباااي عشان بحبك وبغير عليك
"
21	"يوسف: طب اهدي عليا الله يرضي عليكي كده مارايحش ف حته وهقعد جارك
"
22	"اني ماشي بدل ماتهور
"
23	"سلام
"
24	"راويه: سلام
"
25	"ونزل يوسف قابل جميله وهاشم
"
26	"وسار وراءهم بالسياره
"
27	"وذهبو للمشفي.
"
28	"وحجزت في غرفه ليتم عمل تحاليل وفحوصات اخري ليعرفو تطور الحاله
"
29	"وبعد فتره
"
30	"يوسف: هستاذن اجيب الاكل من الناس اللي قولتلهم يعملوه
"
31	"هاشم: بس ليه تعذب حالك وتحملنا جمايل من الناس
"
32	"يوسف: لااه اني مديهم فلوس لكده بس ناس نظاف وعارفهم بس غلابه حبتين وبديهم اجره الوكل ماهيعملهوش ببلاش
"
33	"بس اني عارفكو بتارفو من الوكل السوقي قلت اجول لدول اكلهم بيتي ومخدوم تمام.
"
34	"وهشوفلك شقه قريبه ااجرهالك شهر ونجدده لو احتجناها عشان بعد الزياره تروح تريح
"
35	"هاشم: والله الود ودي ارافقها اهنه بس ده عمبر حريم وبعد الزياره ماحدش يعرف يدخل من الرجال مع انها ف غرفه لحالها لكن نظام المستشفي اكده
"
36	"يوسف: خلاص خليك على مااخلص واعاود تاني لك عشان لو احتاجو حاجه تبقي جمبها
"
37	"هاشم: ماشي ياخوي الف شكر
"
38	"يوسف: ابتشكرني على وقفتي ويا اختي جرا ف مخك شيء.
"
39	"هاشم: طب يلا عشان ماتتاخرش وتعاود قبل الظلام كمان
"
40	"يوسف: ماشي ماعاوزش مني شيء
"
41	"هاشم: عاوزك سالم ياخوي
"
42	"وذهب يوسف قام بمهامه واجرشقه
"
43	"واحضر الطعام
"
44	"ورجع كانت خلصت فحوصاتها
"
45	"وجاءها الطبيب يملي عليها التعليمات
"
46	"الطبيب: طبعا انتي دكتوره وعارفه كل التعليمات والاكل مسلوق ابعدي عن الزيوت والمواد المهدرجه لانها هي اللي بتسبب السرطانات
"
47	"هاشم: اباي ماتتحدت وياي انا
"
48	"الدكتور: وانت مالك انت انا بكلم المريضه بتاعتي.
"
49	"هاشم: واني جوزها وماحبش حد يتحدت ويا مرتي قولي واني هقولها
"
50	"الطبيب: طب ماهي قدامي اهي اقولك انت ليه يعني
"
51	"هاشم: واد يامصراوي ياملزق انت اني مش مرتاحلك عاد
"
52	"اللي اقوله تسمعه زين عاوز تقول شيء يبقي ليا اني واني هقولها
"
53	"والا ماهيحصلكش طيب وهي ضاكتوره وحافظه كلامك الماسخ ده ومامحتجاش تعرف منك شيء
"
54	"ثم فين د. سليمان مش هو اللي متابعها الراجل الكباره الزين ده.
"
55	"الطبيب: عنده عمليه ف مصر ووصاني اباشر الحاله لحد اما يرجع
"
56	"هاشم: اوباشرتها وتشكر لحد اكده ماعاوزينش خدماتك عاد وهنستنوه اهاااا
"
57	"الطبيب بعد ان طفح الكيل به
"
58	"خلاص انتو احرار ولو حصلها ايه ماحدش يستدعيني انا غلطان اني اشتغلت ف الصعيد عالم متخلفه
"
59	"هاشم: انت هتعيب ف الصعايده اياك
"
60	"اما مرتك تمرض ابقي ابقي خلي راجل غيرك يكشف عليها براحته
"
61	"رجاله ماعندهاش دم
"
62	"ومشي الطبيب متنرفز.
"
63	"جميله: ليه اكده ياهاشم ده دكتور وبيأدي عمله
"
64	"هاشم: سكري خاشمك ده
"
65	"حته واد مايص محفلط وملزق وبيتمايص ويتمرجع عامل كيف فرقع لوز ويبصلك ويهرج
"
66	"جميله: مش بيرفع من روحي المعنويه
"
67	"هاشم: وحياه...
"
68	"جميله ماتخلنيش اخدك من اهنه ونمشي واعالجك ف البيت
"
69	"جميله: خلاص خلاص سكرته اهاا اهدي بقي مابستحملش اشوفك زعلان ومضايق اكده
"
70	"هاشم: وبعدهالك عاد احنا ف مستشفي اتلمي
"
71	"وخبط يوسف
"
72	"اني حيبتلكو وكل اها سخن مامختاجش حاجه.
"
73	"جميله: بس اني ليا اكل معين
"
74	"يوسف: اني خابر وجايبلك شوربه خضار زينه هتاكلي صوابعك وراها
"
75	"يلا بقي بسمله قبل مايبرد
"
76	"وجلسو ياكلون ويتسامرون معها حتى انقضي الوقت وانتهي موعد الزياره
"
77	"جميله: هتهملوني لحالي اهنه
"
78	"يوسف: معلش ياخايتي اني يوم ويوم هاجي اكده اجبلكو اكل بيتي والباقي تسخنهولها ياهاشم تاني يوم وانت جاي
"
79	"ودلوقيت اروح اسكن هاشم ف الشقه هي جريبه من اهنه عشان ماتتعبش
"
80	"وممكن من غير سياره
"
81	"هاشم: مش عارف اجولك ايه.
"
82	"يوسف: ماتجولش حاجه انا لو اطول اجعد معاكو اهنه بس اختك قارشه ملحتي حبتين ومجنناني وياها وعشان بوي مايحسش كومان
"
83	"هاشم: ماشي يلا بينا
"
84	"ماعوزاش حاجه ياجميلتي
"
85	"جميله: عيزاكو طيبين بالسلامه
"
86	"جميله: هاشم
"
87	"هاشم: عيون هاشم
"
88	"جميله: ماتتاخرش عليا
"
89	"هاشم: من النجمه هكون اهنه
"
90	"وانطلق هاشم ويوسف ليتعرف على شقته المستاجره وتركه يوسف ورحل
"
91	"واستمر الحال هكذا
"
92	"حتي احست راويه بالقلق يساورها من سفر يوسف المتكرر
"
93	"فسالت عمها.
"
94	"ايه حكايه شغل يوسف اللي بيسافرله كل شويه ده
"
95	"نوح: سفر ايه عاد مافيش لنا شغل بعيد عن اهنه الا كل مده كبيره
"
96	"راويه بتمويه: يمكن اني عشان بيتاخر فكرته بيسافر
"
