line	text
8	ماسه يا ماسه ماااسه
11	ايه عامل دوشه ليه
13	اني هطير من الفرحه مش جادر اوصفلك فرحان كيف دلوك
14	بحب، يارب دايما يا حبيبي.
15	يارب انا وانتي يا حته من الجلب
16	بس ايه سبب السعاده دي كلها
17	خلاص دلوك نجدر نسافروا المانيه وانهادريه خلاص التاشيره وصلت وكل حاجه جهزت وبكره السفر خلاص هنعملوا العمليه وترجعي كيف لاول واحسن
18	ليه يا فهد عملت اللي في دماغك قلتلك مش هعملها مش عاوزه امسك في سراب
19	بحزن، عشان خاطري يا ماسه بترجاكي يا خيتي توافجي اني مجدرش اتحمل اكتر من اكده.
20	بابتسامه حزينه، حاضر يا فهد هسافر عشانك وهعملها واتمني ربنا يحققلك هدفك
21	ان شاء الله ربنا مهيردنيش خايب واصل ان الله مع الصابرين يا خيتي
22	بس ليا طلب
23	ايه هو اني موافج من جبل ما تجولي حاجه
24	طلبي غالي ومش هتقدر
25	جولي طلباتك اوامر لو طلبتي لبن العصفور هجيبه ليكي
26	بعد عمليتي اول حاجه هتسمعني وتفهم موضوع نيجار
27	بتعيديه تاني يا ماسه.
28	ده شرطي هتسمعني
29	موافج يا ماسه...
35	انا لازم ارجع للقاهره عشان شغلي جهزي نفسك
36	وهي تفرك يديها بتوتر...
37	اني مرجعاش وياك واصل
38	انت بتقولي ايه انتي لسه دماغك دي راكنه كنت فاكر انك عقلتي لما ظهر ان الجد عايش ومحصلش حاجه الحمد لله
40	اني مرحعاش وياك عشان جدي لاه عشان اني معوزاش اكمل حياتي معاك
41	ياه للدرجه دي حيتك معايا وحشه
42	ببكاء. ارجوك هملني اهنيه
43	وهو يتجه إلى الخارج دون عوده.
44	ماشي يا دهب بس انا هستني اليوم اللي تتصلي بيا فيه وتقولي ليا انك محتجاني...
48	معرفيش لحد ميته مهجولش لحد عنيك خايفه جوي ربنا يستر.
55	هل بمكنك تحريك قدميك
59	مبروك نجاح العمليه
60	بفرحه حقيقيه...
61	الله يبارك فيك يا وش الخير انته
62	متشكره جدا يا دكتور
64	اني فرحان جوي حاسس اني طاير فوج في السما
65	بجديه ورقه، طيبممكن تنزل علي الارض شويه انا عاوزه نتكلم جد سوا
66	بتعجب وقلق، خير يا بت ابوي فيكي حاجه مرضانه.
67	لا يا حبيبي انا كريسه بس فاكر وعدك اننا نتكلم بعد عمليتي
69	ايوي فاكره ليه
70	دلوقتي لازم تسمعني
71	وهو يكتم عصبيته فهو يتوتر كلما تذكر نيجار
72	جولي.
73	اول حاجه انا عرفت من نيجار ان عمار اتهمك بقتل جده وان الغفير شافك خارج من عند الجد وبعدها لقوه مقتول وقتها جت قالتلي عشان اقف معها قدام عمار وميقتلكش غير لما يعرف الحقيقه ويكتشف مين القاتل دافعت عنك قدامه قالتله انك مستحيل تقتل وقفت قدام ابن عمها عشانك صدقتك وكدبته هو ثاني حاجه نيجار لما باتت هناك ده كان عشان تراقب عمار.
75	برده هتمشي يا ماسه.
76	لازم امشي مش هينفع اقعد هنا بعد اللي حصل بينا
