line	text
1	"كان باقي الاسبوع مليء بالاحداث.
"
2	"حين قام فهد الغمري بتسليم سبع الليل إلى الشرطه واعترف انه هو من اطلق الرصاص علي الجد باوامر من الغول وحين ذهبوا للقبض عليه كان في حاله يرثي لها يجلس بغرفه ابنه ولحيته طويله ويضحك احيانا ويبكي احيانا وليس علي لسانه سوا كلمه ولدي اتجتل واني السبب تم نقله إلى احدي المستشفيات للامراض النفسيه لولو الصياد واصبحت نهايته ان يفقد عقله لموت ابنه ارتكب الكثير من الجرائم وكانت نهايته تلك جزاء افعاله كان يظن انه قوي لا يستطيع احد ان يمسك عليه شيءولكنه نسي رب العباد الذي لايغفل علي شيء...
"
3	"بينما خرج الجد من المشفي هو وماسه بعد مرور ايام ولكن الجد كان حزين لعوده نيجار ودهب اليه ورفض دهب الذهاب مع زوجها ونيجار وبعدها عن فهد دون سبب مقنع واخيرا عمار الذي يجلس حبيس غرفته لا يخرج سوي لاداء الصلاه فقط كل شيء تغير ولكن إلى متي سيظل الحال هكذا.
"
4	"مر ثلاثه اشهر طويله عليهم جميعا وهاهو فهد يدخل إلى شقيقته كان حزين ويتقطع من داخله لفراق نيجار ولكن الزواج أساسه الثقه وهي لم تثق فيه لم يطلقها ملما فكر بالذهاب إلى الماذون يجد ان هناك الم شديد بقلبه ويوجلها ليوم اخر باي حجه ولكن مرت ثلاث اشهر دون ان يفعلها ولن يفعلها كان يري الابتسامه لا تفارق وجه شقيقته كلما نظر لها وكانت أمامه ولكن ما لا تعلمه انه كان يسمع بكائها كل يوم بغرفتها حين تدعي انها نائمه كان يبكي بكائها وحزين عليها والغريب انه في يوم وجد صوره لعمار تحت الوسادة حينها ادرك فهد ان ماسه تحب عمار ولكن لا تستطيع مسامحته.
"
5	"ولكن اليوم وصله خبر رائع
"
6	"وهاهو يدخل المنزل علي وجه السرعه يكاد يطير فرحا من شده السعاده
"
7	"فهد بصوت عالي وهو يجري السلالم ويصعد إلى غرفه اخته
"
8	"فهد، ماسه يا ماسه ماااسه
"
9	"اخير فتح الباب ودخل
"
10	"ماسه وهي تضع كتابها إلى جانبها علي التخت
"
11	"ماسه بابتسامه، ايه عامل دوشه ليه
"
12	"فهد وهو يقترب منها ويضمها إلى صدره بقوه
"
13	"فهد، اني هطير من الفرحه مش جادر اوصفلك فرحان كيف دلوك
"
14	"ماسه، بحب، يارب دايما يا حبيبي.
"
15	"فهد، يارب انا وانتي يا حته من الجلب
"
16	"ماسه، بس ايه سبب السعاده دي كلها
"
17	"فهد، خلاص دلوك نجدر نسافروا المانيه وانهادريه خلاص التاشيره وصلت وكل حاجه جهزت وبكره السفر خلاص هنعملوا العمليه وترجعي كيف لاول واحسن
"
18	"ماسه بتوتر، ليه يا فهد عملت اللي في دماغك قلتلك مش هعملها مش عاوزه امسك في سراب
"
19	"فهد، بحزن، عشان خاطري يا ماسه بترجاكي يا خيتي توافجي اني مجدرش اتحمل اكتر من اكده.
"
20	"ماسه، بابتسامه حزينه، حاضر يا فهد هسافر عشانك وهعملها واتمني ربنا يحققلك هدفك
"
21	"فهد، ان شاء الله ربنا مهيردنيش خايب واصل ان الله مع الصابرين يا خيتي
"
22	"نظرت له ماسه بتفكير، بس ليا طلب
"
23	"فهد بفرحه، ايه هو اني موافج من جبل ما تجولي حاجه
"
24	"ماسه، طلبي غالي ومش هتقدر
"
25	"فهد. جولي طلباتك اوامر لو طلبتي لبن العصفور هجيبه ليكي
"
26	"ماسه، بعد عمليتي اول حاجه هتسمعني وتفهم موضوع نيجار
"
27	"فهد بعصبيه، بتعيديه تاني يا ماسه.
"
28	"ماسه بعناد، ده شرطي هتسمعني
"
29	"فهد، موافج يا ماسه...
"
30	"ماسه وانا كمان موافقه.
"
31	"على الجانب الآخر
"
32	"كانت دهب تجلس في غرفتها لا تخرج سوي للضروره كانت لا تهتم بنفسها نهائيا تدهورت حالتها التفسيه.
"
33	"كثيرا منذ ان ابتعدت عن سليم حتى دراستها كلما فتحت كتاب لا تري سوي صورته لا يبتعد عن تفكيرها نهائيا كل يوم صباحا ومساء تجد منه رساله كلما قرات رسالته تضع يدها علي بطنها تحسس جنينها الذي هو قطعه من سليم لم تخبر احد عن حملها ولكن تري نظرات الشك بعيون والدتها منذ يومين حزنت وبشده تتذكر اخر يوم راته به...
"
34	"فلاش باااك...
"
35	"سليم. انا لازم ارجع للقاهره عشان شغلي جهزي نفسك
"
36	"دهب، وهي تفرك يديها بتوتر...
"
37	"دهب، اني مرجعاش وياك واصل
"
38	"سليم بدهشه، انت بتقولي ايه انتي لسه دماغك دي راكنه كنت فاكر انك عقلتي لما ظهر ان الجد عايش ومحصلش حاجه الحمد لله
"
39	"دهب وهي تنظر له بحزن
"
40	"دهب، اني مرحعاش وياك عشان جدي لاه عشان اني معوزاش اكمل حياتي معاك
"
41	"سليم بحزن، ياه للدرجه دي حيتك معايا وحشه
"
42	"دهب. ببكاء. ارجوك هملني اهنيه
"
43	"سليم، وهو يتجه إلى الخارج دون عوده.
"
44	"سليم. ماشي يا دهب بس انا هستني اليوم اللي تتصلي بيا فيه وتقولي ليا انك محتجاني...
"
45	"وتركها وخرج بينما هي انفجرت في بكاء مرير
"
46	"باااااك
"
47	"وضعت دهب يدها علي بطنها وقالت
"
48	"دهب بحزن ودموع، معرفيش لحد ميته مهجولش لحد عنيك خايفه جوي ربنا يستر.
"
49	"بينما علي الجانب الاخر كانت نيجار في حاله غريبه كانت تذاكر بكل قوتها ولا تترك لحظه دون ان تذاكر فقدت الكثير من وزنعا راصبحت شاحبه كانت ترهق نفسها بالمذاكرة حتى لا تفكر بفهد وظلمه لها وعدم سواله عنها طول الفتره الماضية وكانه شيء لا يذكر ولكن الله كان معها كان يوميا تقرا ورد من القران وتصلي كل فريضه بوقتها ويوميا تذهب للجلوس مع جدها بعد العشاء تضحك معه وتضحك ولكن بداخله تبكي مثل الطفل الذي فقد امه.
"
50	"في المانيا...
"
51	"هاهي ماسه قامت بعمل العمليه واليوم سوف يكون عليهم معرفه النتيجه
"
52	"كان فهد والطبيب يقفون ينظرون إليها بكل توتر
"
53	"الطبيب بالالمانيه
"
54	"ولكن هناك من يترجم
"
55	"الطبيب، هل بمكنك تحريك قدميك
"
56	"نظرت ماسه إلى قدميها بتوتر واخيرا وجدتها تتحرك ولكن بثقل
"
57	"حينها سجد فهد شكرا لله وقام باحتضان شقيقته بكل فرح وهو يبكي
"
58	"الطبيب وهو ينظر اليهم بفرح
"
59	"الطبيب، مبروك نجاح العمليه
"
60	"فهد، بفرحه حقيقيه...
"
61	"فهد، الله يبارك فيك يا وش الخير انته
"
62	"ماسه، متشكره جدا يا دكتور
"
63	"واخيرا خرج الجميع وتركوهم وحدهم بعد ان اخبرها الطبيب انها ستقوم بعلاج طبيعي من الغد لمده اسبوعين حتى تستطيع لمشي علي قدميها
"
64	"فهد، اني فرحان جوي حاسس اني طاير فوج في السما
"
65	"ماسه، بجديه ورقه، طيبممكن تنزل علي الارض شويه انا عاوزه نتكلم جد سوا
"
66	"فهد، بتعجب وقلق، خير يا بت ابوي فيكي حاجه مرضانه.
"
67	"ماسه بحب، لا يا حبيبي انا كريسه بس فاكر وعدك اننا نتكلم بعد عمليتي
"
68	"تذكر فهد ما قالته له
"
69	"فهد، ايوي فاكره ليه
"
70	"ماسه، دلوقتي لازم تسمعني
"
71	"فهد، وهو يكتم عصبيته فهو يتوتر كلما تذكر نيجار
"
72	"فهد، جولي.
"
