line	text
1	"دخل ركن بكشماء الى ذالك المنزل الجبلى ليدخلها الى غرفة النوم ويقوم بوضعها على الفراش
"
2	"لتقول له وهي تبلل شفتيها بلسانها أنا عطشانه قوى
"
3	"أكيد بسبب المصل الى البت كامليا قالت عليه هو الى عطشنى علشان يجيلى جفاف وأموت وتاخد ميراثى لها لوحدها
"
4	"ليبتسم ركن قائلا متنسيش انا كمان هشاركها غير عمتى كريمه في الميراث.
"
5	"لتفتح عيناها قائله أهو علشان تعرف أن الى قولته صح أنك جايني الجبل علشان تتاوينى طمعانين كلكم في ميراثى حتى أنت أنت كمان هي هتموتنى بالمصل زى ما ماموتت أم ماكس بالحقن الى كانت بتديهالها بالغلط
"
6	"ليضحك ركن وهو يعلم أنها بنوبة هزيان من جراء لدغة الثعبان
"
7	"ليقول ركن ضاحكا هي كمان موتت أم ماكس دى مجرمه ولازم تتحاسب.
"
8	"لتقول كشماء أه والله دا غير أنها كانت بتدى لماكس حقن ضد الصعار بعد ما عض أم صاحبه خايفه عليه لا يتصعر بعد ما عضها بس الشهاده لله أم كريم كانت تستحق العضه
"
9	"والبت كامليا كانت واخداها حقل تجارب وهي في الكليه دى كان ناقص تبعها أعضاء بس رأفت بأبنها الحيوان كريم الى كان بياكل الأكل الفاسد الى كانت بتوديه لماكس.
"
10	"بس أيه البت سمر جرست كريم وأخدت منه شقى عمره يستاهل أصله كان بيتحرش بيا في الطالعه والنازله وينادينى؛ شكمان بس للأمانه عمره ما مد أيده أنا كنت متأكده أنه مش راجل وأنه زى ما قالت عليه سمر أنه سيكى ميكى
"
11	"ليضحك ركن قائلا قصدك
"
12	"لتكمل قائله أيوا طلع ما لوش في النسوان ولا حتى الرجاله مالوش الا في ضرب ماكس الغلبان يا عينى
"
13	"ليقول ركن وماكس دا مستحمل كريم وأمه ليه
"
14	"لترد كشماء علشان كلب وفي لصاحبه.
"
15	"لينظر ركن لها متعجبا هو ماكس دا كلب
"
16	"لترد كشماء أيوا أنت مفكره أنسان ولا أيه شكلك غبى يا راجل العصابات
"
17	"ليرد ركن قائلا فعلا أنا غبى أنى بسمعلك أنا بقول أنتى تنامى أفضل دلوقتى
"
18	"ليقوم بعدل وضعيتها للنوم ويقوم بجث جبهتها ليجد حرارتها قد أرتفعت ليقوم بفتح ذالك الأصق الطبى الخافض للحراره ويضعه على جبهتها ويقوم
"
19	"بتغطيتها
"
20	"لترفع الغطاء ترفع نفسها من على الفراش، قائله طب انتى غطيتنى دلوقتى مين الى هيصوت عليا بقى.
"
21	"ليرد ركن قائلا هجيبلك معدده متخافيش بس نامى دلوقتى
"
