line	text
4	أنا هنضف السفرة
5	وانا هروح أعمل الشاى
6	وانا هروح اغسل المواعين
10	شغف بابى قالى أن ورقك اتحول الجامعة هنا وتقدرى من بكرة تروحى لجامعة
11	بجد يا بيان شكرا قوى
12	حبيبتى ياشغف على اى بس انتى اختى
13	خدونى خدونى وسطكم
15	تعالى ياأخرة صبرى
17	إن شاء الله هنفضل مع بعض ديما اخوات وأصدقاء
18	إن شاء الله.
21	حمدالله على السلامه ياحمزة
22	الله يسلمك يا امى
23	مال وشك مخطوف كده وباين عليه التعب
24	مفيش يا امى بس النهاردة كان فى ضغط فى الشغل عشان كده جاى تعبان مش أكتر
25	براحة على نفسك يابنى فى الشغل كل حاجة الا صحتك ياحمزة
26	حاضر يا أمى متقلقيش نفسك بس عشان متتعبيش.
27	حبيبى انا لو مقلقتش عشانك انت هقلق عشان مين ده انت ولدى الوحيد ونور عينى ده انا امنيه حياتى أشوفك مبسوط وربنا يطول فى عمرى لحد ما اشوف عيالك
28	بعد الشر عليكى يا امى ربنا يخليكى ويحفظك ليه يارب
29	أنا هروح اجهز الأكل لحد ما رجب ياجى من الشغل
30	ماشى يا امى وانا هروح أغير هدومى
34	هو بابا لسه ماجاش
35	زمانه جاى دلوقتى
37	السلام عليكم
38	وعليكم السلام ورحمة الله وبركاته
39	هجيب الأكل لحد ما تغسل أيدك
46	حمزة مالك ليه مش بتاكل
47	أنا أكلت الحمدلله هروح أرتاح شويه عشان تعبان
51	بيان بحبك
53	حمزة حمزة
54	نعم يا بابا.
55	مالك ياحمزة ليه ساعة بكلمك ومش بترد
56	معلش يا بابا كنت سرحان حضرتك محتاج حاجة
57	لا ياحمزة بس انت مأكلتش حاجة وباين على شكلك تعبان فجبتلك دول كل يلا وبعدين نام وارتاح براحتك
58	شكرا يا بابا
60	باين عليه حبيتك يا بيان.
64	رجعتلك يا مصر بس مرجعتش البنت الصغيرة الضعيفة الخرجت ودمعتها على خدها رجعت وانا قوية ورجعت وهنتقم من كل واحد كان لى أيد فى موت اهلى وفى حرمانى انا وأخواتى من بعض.
66	أنتى كويسة ياجى
67	هبقى كويسة لما احقق انتقامى والقى مليكة
68	هيحصل طول ما احنا أيدينا فى ايدين بعض
69	أنتى ومليكة كل حياتى يامرح
70	وانتى كل حياتى ياجى
71	على فكرة احنا لينا نص ساعة واقفين برة المطار يلا بينا بقا
72	يلا
83	حمدلله على السلامة يا فندم
84	الله يسلمك شكرا
85	الفيلا جاهزة زى ما طلبت.
86	ايوه يا فندم احنا نضفنا الفيلا والاوض زى ما حضرتك طلبتى
87	ماشى جهزوا الأكل لحد ما ننزل
95	وحشتونى يا ماما انتى بابا ومليكة وحشتونى أوى.
104	مرح مالك ياحبيبتى ليه العياط ده
105	أنا خايفة أوى ياجيلان
106	من اى ياحبيبتى
107	خايفة افقدك وتسبينى زى ماما وبابا سبونى
