line	text
5	اسم الله عليكِ، مش تحاسبى على نفسك..
7	انا بجيت كويسة، كتر خيرك يا عمدة..
15	مين دى يا واد يا مصلحى..!؟، دى أكيد غريبة..!، مش من النچع..
16	مظبوط يا چناب العمدة..
18	بجى الجمر دى مرت الچربان دِه..!؟.
19	اه يا چناب العمدة، حظوظ، سبحانه العاطى الوهاب..
31	لساتك على عيندك و نشوفية دماغك..!؟.
32	و لا بعد ميت سنة يا عتمان..
38	انتِ ايه..!؟، مخلوجة من ايه..!؟، من صوان..
39	انا بجيت صوان من يوم ما دخلت دارك غصب
43	يبجى بتحلمى، لأنى ناوى ألين الصوان دِه و لو كان دِه اخر حاچة اعملها جبل ما أموت..
44	يبجى هموت انى و أحسرك علىّ و على حالك يا عتمان..
50	جومى انزلى للحريم و جاملى ضرتك ف ولدها البكرى..
5	فكونى، تعالوا سيبونى يا ظلمة..
8	اخرس يا جعر
20	ياااارب، انت الجوى على كل جوى يا چباااار..
24	علام..!؟.
31	سمعت باللى چرى جلت لازما اجى اشوف عتمان ناوى على ايه تانى..
45	بالك انتِ..!.
50	بس مش عتمان اللى يتعمل معاه كِده..
53	انت هتعمل ايه يا عتمان..!؟.
55	هعمل اللى كان لازما يتعمل من زمن..
62	جولى بعشجك يا عتمان، جولى..
64	لاااه، عمرى ما هنطجها و لو فيها موتى يا عتمان..
2	خلاص، معدتش جادرة يا شيخ عبعزيز..
4	معلش، تعالى على نفسك شوية عشان نبجى ف الأمان..
7	روح، مالك..!؟، انتِ حاسة بأيه..!؟.
8	روحى رايحة يا شيخ
12	روح، فوجى، انتِ بخير، متناميش، خليكى معايا، روووح..
25	يا خالة، انجدينى يا خالة ربنا ما يوجعك ف ضيجة..
27	خير يا ولدى، ايه في..!؟.
29	مرتك دى..!؟.
30	اااه، مرتى يا خالة، مرتى..
32	هي مرتك حبلى يا ولدى..!؟.
33	حبلى.!؟
35	اه يا ولدى، ربنا يعوض عليكم، شكلها كانت حبلى و ربنا ما أردش و العيل نزل..
36	على فين يا خالة..
39	لاه يا ولدى..
43	ربنا يعزك يا خالة، و انتظر ليعرف الاسم
44	وچيدة، أسمى وچيدة يا ولدى، ادخل لمرتك
46	خد، فوجها و خليها تاكل، لازما تاكل على بال ما اجيب اللازم و اچى..
47	ربنا يعزك يا خالة وجيدة، ربنا يسترك..
49	روح، انت فوجتى..!.
50	هو ايه اللى حصل يا شيخ عبعزيز..!؟.
51	ايه اللى حصل.!؟
53	ياللاه لازما تاكلى، و متتحركيش من مكانك نهائي..
54	ايه اللى حصل، انا مش حاسة بحالى يا شيخ..!؟.
56	طب بس كلى و انتِ تبجى احسن..
65	اتفضلى يا خالة وجيدة، تعبناكِ معانا..
66	مفيش تعب و لا حاچة يا ولدى..
76	خير يا خالة، مش خير برضك..!؟.
77	الحمد لله يا ولدى على عطايا ربك..
80	يعنى كانت حبلى..
85	ادخل لمرتك يا ولدى و طيب خاطرها بكلمتين..
91	تسلمى يا خالة..
93	انى معملتش غير الواجب..
6	كفاية كِده يا شيخ..
14	هو احنا هنروح على فين يا شيخ..!؟.
15	و الله ما انى عارف يا روح، اهو، بلاد الله لخلج الله، ايه رايك نطلعوا على البندر..!؟.
16	البندر..!؟، و دِه لينا ايه فيه عشان نروحه يا شيخ..!؟
17	كمان بيجولوا البنات حلوين جووى هناك يا شيخ، أخاف يخطفوك منى، اروح انا فين جنبيهم..
18	تروحى فين ايه بس..
24	عارفة يا شيخ، عارفة، بس بحب أتأكد..
25	و اتأكدتى..!؟.
26	و لا تحبى تتأكدى اكتر..!؟.
27	اتحشم يا شيخ
30	طب و هو في احلى من كِده..
33	لحسن الحمار يروح يجول..!؟.
34	على جولك محدش بجى مضمون اليومين دوول..
37	و انت ايه يا شيخ!؟.
38	هجيب منيكِ كل شهر عيل..
60	علااام، علااام..
66	وااه يا شيخ، كنت فين يا راچل دوختنى عليك..!؟
67	ليه يا علام، مش انت اللى جلت لى روح بعيد عشان هيتهمونا ف عتمان..
68	ايوه صح، دِه كان ف الأول بس..
69	يعنى ايه!؟.
71	يا واد عمى الأول انت كنت اللى عليه العين جبل ما اسمه ايه دِه بتاع الطب الشرعى يطلع و النيابة تعمل تحرياتها
73	بتجول الست شوج هي اللى جتلته!؟.
74	جتلته بعد ما جتلها مية مرة..
77	ادعوا لها، و اجروا لها الفاتحة دايما، لولاها مكناش هنعرف مصيرنا ف يد عتمان دِه كان هيبجى ايه..
78	ربنا يرحمها برحمته، و يغفر لها يا رب..
79	امين يا رب..
81	ارچعوا لنجعكم ياللاه، الحمد لله انك و مرتك بخير، بس ف الأول، تاخد ضيافتك دِه إنتوا ف نچعنا، و لا احنا مش كُرما و
84	مين جال كِده!؟، دِه انت أبو الكرم كله يا علام، ربنا يكرمك و يسعدك، احنا لو مجبلنكش النهاردة كنّا هنفضل طول عمرنا هربانين من ذنب معملنهاهوش..
85	شايفة كرم ربنا و فضله كَبِير كيف..!؟.
2	ممكن اجعد اسمع معاهم يا شيخ!؟
3	امال ايه، تنورينا..
4	وسع يا واد انت و هي منك له، لها، اجعدى يا حرمى المصون..
6	ها حفظتى يا روح، ياللاه سمعى، بارك الله فيكِ..
7	لاه، لسه محفظتش يا شيخ..
8	محفظتيش!؟، امال انا بنبح ف صوتى ف ايه من الصبح..!؟.
10	خلاص يا سيدنا الشيخ، سماح النوبة..
13	انا رايح يا روح، عايزة حاچة!؟.
14	لاااااه..
15	طب سلام عليكم..
17	چيبت لك كل ما لذ و طاب يا جمر..
18	مش عايزة حاچة، متشكرين..
19	ليه كِده طيب، و انا اللى چاى چرى، عشان اجعد معاكِ و مسبكيش لوحدك..
20	تجعد معايا و لا تكمل عليا و تعبطنى..
21	من ناحية انى عايز اعبطك، فأنا هعبطك بس بطريجتى..
22	ارچع يا شيخ عبدالعزيز على كنبتك و متتخطاش الحد دِه، كل واحد ينام على الكنبة بتاعته..
