line	text
2	قومى ياماما
3	هو انا غلطت انى كنت عايزة افرح بيكم واجوزكم، غلطت انى نفسي اشيل عيالكم قبل مااموت، غلطت لما اخترتلها راجل يقدر يحميها ويصونها ويتقى ربنا فيها، غلطت لما القوات اطمن عليكم قبل مااموت.
4	مش وقته ياماما يلا نخرج زمان جوزها عايز يطمن عليها
9	جهزى نفسك هنسافر بكرة
10	واسيب حياة مريضة كده
11	حياة طول ماحنا جنبها هتمرض اكتر لازم نمشى
12	ليه بتقول كده
14	اسمعى اللى قولته ياحاجة
17	خلى بالك منها ياادم دى أمانة عندك
18	مستعجلين ليه ياعمى مانت فدارك
19	معلش يابنى عندى شغل فمصر
25	انا عايزك يادم
26	خير ياواد عمى اجعد
27	انا عايز حجى
28	حجك فأية
29	فالارض والمال وفالسراية فكل حاجه
30	وده من ميته وانت ليك حج فيهم وحج ايه يابو حج اللى عايزه كسر حجك
31	حج ابويا فسرايا جدى
32	هو اللى هنعيده هنزيده ولاا ايه انت مبتتعبش ياواد عمى من الحديد ده.
33	ومش ههملك لحد مااخد حجى
34	حجك انت حدته وعليه خلاله وحديد فالموضوع ده تانى معايزش فاهم ولا لا
35	ده اخر حديدك يعنى
36	واعلى ما فخيلك اركبه
39	ايه اللى جومك مرتاحتيش ليه
40	انا كويسه
41	تجي تغيرى جوا
42	فين
43	هنروح الارض بتاعتنا
44	ماشي
45	تمام استنى اجبلك عباية سمراء من بتوعى
48	ياادم بيه ياادم بيه ابوس يدك والنبى
49	السبوعين خلصوا والفلوس مجتش
50	اصبر عليا والله هبيع الفاكهه وادفع على طول
52	جدامك يومين بالظبط لو الفلوس مكانتش حدايا متلومنيش
54	ابوس رجلك يابيه ولادى هيموتوا من الجوع والنبى.
55	وبعدان بجا...
57	انت ايه ياخى جايب الجبروت ده منين
59	انت ايه ياخى مش كفاية ذلك الرجل ده قد ابوك انت مبسوط وهو بيبوس رجلك معنديش قلب ولا رحمه.
60	ده حجى وفلوسي
61	كسر حقك اللى يخليك تذل راجل فسن ده ياخى
63	ادم انت كمان مديون له
