line	text
1	"نظر لها ياسين بوجع في قلبه ثم قال بإستسلام تام
"
2	"=براحتك يا عطر. اعملى اللى انتِ عايزاه..
"
3	"ابتعد من جانبها قليلا ثم دلف الى الداخل في حين بدأت عطر تبكى مرة اخري بقهر قائلة
"
4	"=لازم يفهم انى غصب عنى برضوا اعمل حاجة زي دي مش بالساهل عليا، بس دي بنتي بنتي اكيد مش هسيبها كدا..
"
5	"قالت عهد بهدوء.
"
6	"=اكيد مش هنسيبها يا عطر الفكرة كلها انى هو كان هيعمل حاجة ويرجعها بس من غير ما تسيبوا بعض. لكن خلاص مش مهم دلوقتي تعالى نتكلم مع بابا لازم يعرف، معلش يا باسل ناديله.
"
7	"دلف باسل واستدعى عمران على عجلة شديدة الذي اتي وعلم كل شيء توترت الأجواء كثيرا ولكن يونس طمأنه انه سيفعل شيء لاعادة حفيدته المفقودة، وما بين خوف وقلق هم ولكنهم عادوا الى المنزل على اللقاء في الغد ولكن بالطبع النوم لم يُحالِف احد وخصوصا ياسين وعطر..
"
8	"بينما لاول مرة تنقضي ليلة بين عاشِقان مُتمردان، غفت مهرة على كتفىَّ حسنْ في الفراش وهو يقرأ لها رواية محببة لقلبها، جذب عليها الغطاء بخفة ثم اخفق رأسها للاسفل لتنام يتأمل ملامحها بحب شديد، فهو لم يستطيع التحديق بها عندما تكون مستيقظة، مازال بين حيرة الاعتراف لها، أو الاعتراف لنفسه اولاً..
"
9	"ظل يتأمل ملامحها الى أن غفى ونام بجانبها بعد أول ليلة بينهم ولهم على الفراش..
"
10	"فى صباح اليوم التالى.
"
11	"فتحت مهرة عينيها بحب وهي تتثاوب ثم نظرت قليلا لحسن النائم وهي تبعث في ملامحه بيديها بحب مُبتسمة تحفر ملامحه في قلبها وهي تتيقن من بداية عشقها لهُ وتعلقها به، ابتعدت برفق عنه عندما بدأ ان يستيقظ ركضت كطفلة صغيرة تقول
"
12	"=رايحة الحمام علشان أنزل. نروق. نعمل اكل.
"
13	"تركته وركضت الى المرحاض بينما لاحت شبه ابتسامه على تلك الطفلة الصغيرة وافعالها الغير المتوقعة في اي لحظة..
"
14	"بينما، جاء عمران مع بناته الاثنان عطر وعهد الى المنزل يجلس مع يونس ومعهم الحاجة فتحية التي قالت لعطر بحنان
"
15	"=متزعليش يا ضنايا بنتك هترجع بأي ثمن كلنا جنبك هنا وانا زي امك موجودة..
"
16	"عانقتها بعشق شديد وحب وهي تربط على كتفها برقة، وتركت عطر نفسها تبكي بخوف وتفكير على ابنتها، وجاء فاروق يجلس معهم وكذالك باسل يتحدثون بأنهم سيأتوا برجال وسيفعلون كل شيء لأجل عودة الطفلة..
"
17	"بينما في وسط كل هذا هبط ياسين من أعلى ببرود تام ولم يتحدث مع احد راقبته عطر بعينيها الدامعه وانتظرت منه اي شيء في وقت صعب عليها لكنه لم يفعل وخرج من القصر ربطت عهد على كتفها بحب تطمئنها.
"
18	"هبطت مهرة السلالم وهي تري تجمع غريب قالت بصدمة.
"
19	"=هو فيه ايه؟!
"
20	"مر اليوم مابين توتر وقلق واطمئنان من الجانبين، حتى جاء الموعد المقرر وذهب حسن مع باسل وفاروق ومعهم رجال وأصر عمران على التواجد واصرت عطر هي الاخري بقوة ولكن امام صلابة الرجال لم تستطيع الرفض أو الاعتراض وبقت في المنزل وقلبها يشتعِل بالنار.
"
21	"توقفت سيارة الرجال في احدى المناطق المهجورة الخفيفة، قال باسل بهدوء
"
22	"=هو دا المكان اللى قاله الزفت جمال..
"
23	"نطق حسن بصرامة.
"
24	"=اخفوا يارجالة في المكان هنا واستنوا منى اشارة، روح معاهم يا حاج عمران علشان ميحصلكش حاجة وانا وباسل هنفضل هنا..
"
25	"=بس يا بنى عايز اشوف حفيدتي انا خايف عليها
"
26	"=متخافش يا عم عمران احنا هنا يلا روح.
"
27	"بالفعل ذهب معهم عمران وتبقي حسن وباسل وفاروق فقط ينتظرون قدوم ذالك جمال، فقال حسن بتنهيدة
"
28	"=محدش معاه اي حاجة نتواصل بيها معاه؟
"
29	"=للاسف يا حسن ياسين الوحيد اللى معاه الرقم.
"
30	"=واهو ياسين كمان إختفى، غبي والله.
"
31	"بينما في مكان بعيد بقليل عن تلك الوجهة، توقف ياسين بسيارته امام سيارات رجال جمال المتخفى ومعه ميرا التي تبكي بقهر شديد، قال ياسين بحنان
"
32	"=اهدي يا ميرا اهدي يا حبيبتي. اهدي متخافيش انا هنا..
"
33	"=الحقني يا عمو ياسين.
"
34	"نطق جمال بغضب
"
35	"=فين عطر مجبتهاش معاك ليه انت بتستهبل..
"
36	"=انزلي يا عطر..
"
37	"هبط احدهم متخفي في ملابسها ولكنه بنسبة كبيرة شبه عطر في المجمل والملابس اقترب من جمال ببطيء وجمال ينظر له بشك بيرفع المسدس فجأة في وجهة ويخلع الحجاب وركض ياسين بعده يضرب الرجال بمهارة واشتعلت حرب خفيفة وميرا تبكي بقهر وخوف شديد..
"
