line	text
1	"- براحتك!
"
2	"قالها بمنتهى السهولة وهو بيمشى يتخطاها وخارج. دا مكلفش حتى نفسه يصبر عليها ولو دقايق. لجل ما يفهمها ويعرف اللى بيها. لدرجادى هو علاقته بيها هشة وضعيفة. لدرجادى سهل عنده ان يتركها في اشد اوقات احتياجها ليه. ولا هي كانت عايشة في وهم انه بيحبها ويعشفها. والحقيقة المرة بدات تتكشف دلوقتى.
"
3	"مازالت لسه واقفة في قلب الصالة واكنها اتجمدت مكانها. عيونها على الباب في انتظار انه يرجع لها ياخدها في حضنه ويصالحها كالعادة. ولا حتى دى كمان بقت عهد وولى. قلبها دق بسرعة لما لمحت خيال بيقرب على الباب. اتمنت يبقى هو لكن ظنها خاب لما شافت اختها بدور هي اللى داخلت مش هو
"
4	"- مالك يا نهال؟ هو انتى منتظرة حد؟
"
5	"قربت منها مخضوضة بعد ما سألتها متعجبة من جمودها وهي واقفه وعيونها اللى غرقانة بدموع اتحجزت داخلها. في انتظار اذن الخروج.
"
6	"مسكتها من مرفق دراعها. تلفها ناحيتها وهي بتشدد في سؤالها من تانى.
"
7	"- يابنتى مالك؟ واقفة متسمرة كده ولا اكنك تمثال؟ ايه اللى حصل فاهمينى.
"
8	"تمتمت لها بصوت واطى واكنها مش مصدقة اللى بتقوله: - مشي وسابنى يا بدور. قاللى براحتك وخرج من غير حتى مايعرف ايه اللى جوايا وتاعبنى.
"
9	"قالت الاَخيرة وشفايفها كانت بترعش من الالم. سقطت على الكنبة اللى خلفها بالظبط. ودموعها بقت سيل نازل على خدودها. قعدت جمبها اختها وهي بتضمها بدرعها من كتفها تهون عليها وتهديها: - بس لو تفهميني زين يابت ابوى على اللى تاعبك. يمكن اساعدك. بس انتى تقصدى مدحت بكلامك ده صح؟ عشان انا حالاً شايفاه راكب عربيته لوحده.
"
10	"كملت نهال الجملة بحرقة: - ايوه يا بدور هو المقصود. هو انا اعرف حد غيره؟ ولا حتى في الدنيا دى كلها. شفت حد غيره؟ لكن هو شاف وحب. والظاهر كده انه مانسيش!
"
11	"مسحت بدور بأبهامها دموع نهال وهي بتسألها بحنان وحيرة في نفس الوقت: - مانسيش ايه بالظبط؟ عشان واضح كده ان المشكلة اللى بينك وبين مدحت فيها واحدة ست؟
"
12	"رفعت عيونها تنظرلها كويس وهي بتهز دماغها. تأكد المعلومة.
"
13	"- طب احكيلي يا نهال وفضفضى. طلع اللى جواكى ياخيتى.
"
14	"همت تتكلم وتقول على اللى تعبها. لكنها انتبهت للاصوات اللى قربت قوى من الباب.
"
15	"ودا كان عاصم اللى داخل البيت وهو لافف دراعه على رقبة حربى بهزار تقيل كعادتهم
"
