line	text
1	براحتك!
4	مالك يا نهال؟ هو انتى منتظرة حد؟
7	يابنتى مالك؟ واقفة متسمرة كده ولا اكنك تمثال؟ ايه اللى حصل فاهمينى.
8	- مشي وسابنى يا بدور. قاللى براحتك وخرج من غير حتى مايعرف ايه اللى جوايا وتاعبنى.
9	- بس لو تفهميني زين يابت ابوى على اللى تاعبك. يمكن اساعدك. بس انتى تقصدى مدحت بكلامك ده صح؟ عشان انا حالاً شايفاه راكب عربيته لوحده.
10	- ايوه يا بدور هو المقصود. هو انا اعرف حد غيره؟ ولا حتى في الدنيا دى كلها. شفت حد غيره؟ لكن هو شاف وحب. والظاهر كده انه مانسيش!
11	- مانسيش ايه بالظبط؟ عشان واضح كده ان المشكلة اللى بينك وبين مدحت فيها واحدة ست؟
13	طب احكيلي يا نهال وفضفضى. طلع اللى جواكى ياخيتى.
16	هاتلم نفسك وتحترم كبيرك ياض ولا لاه.
17	- فك دراعك عنى يا عاصم. انا لحد دلوك محترم فرق السن ما بينا.
18	- ياراجل. يعنى انت اللى منعك فرق الاربع سنين مابينا. مش مثلاً انى اقوى منك. واطبقك في الطول مرتين؟
19	- حوشى جوزك عن خطيبى يامحروسة انتى. وبطلوا افترى انتوا الاتنين على خلق الله.
20	واخدة بالك يا بدور. مش متحملة على خطيبها.
21	- انقذت نفسك يا عاصم. عشان دقيقة تانى. وكنت هانفجر واتعصب عليك.
22	- ايه الحكاية؟ هو انتوا تعبانين ولا حاجة؟ اصل شكلكم مايطمنش.
23	- مايطمنش ليه بس؟ مااحنا كويسين اها وزى الفل كمان. عن اذنكم معلش هاغير هدومى.
24	- في ايه.
27	روح لوحده وسابها!
29	- وفيها ايه يعنى لما ابات هنا في بيت جدى. هايحصل ايه يعنى؟
30	- فيها انك عروسة جديدة يامحروسة. وماينفعش تباتى بعيد عن بيت جوزك.
31	هو انا هبات عند حد غريب؟ دا بيت جدى.
32	- بقولك ايه يابنت الناس. انتى لما استئذنتى تروحى ليلة الذكر مع امك في بيت جدك انا ممانعتش. لكن تيجى دولك وتستهبلى فيها. اهو دا اللى امانع فيه. عليا النعمة يا نورا لو مالميتى نفسك حالاً وجيتى دلوك على طول. ليكون ليا تصرف معاكى. يعرفك بالظبط انا مين؟
33	- تقصد ايه بقى بكلامك دا استاذ معتصم؟
34	اقصد اللى اقصده. انا جولتها كلمة ومش هاتنيها تانى.
36	- في ايه يا نورا؟ هو انتى كنتى بتتخانقى ولا ايه بس مع جوزك.
37	- اووف. خليه يتفلق بقى. هو انا ناقصاه دا كمان؟
38	- يانهارك اسود يا نورا. هو انتى عايزة تتخربى على نفسك من اولها؟ وتجيبنى انا كمان السبب.
39	سبب ايه بس ياماما؟ هو انتى ايه دخلك كمان بالموضوع ده اساساً؟
40	دخلى انى جبتك معايا وخرجتك قال عشان تغيري جو. واديكى اهو بدل ماترفعى راسى. عايزة تكسفينى قدام ابوكى. وتخلى وشى منه في الارض.
41	- في ايه بس مالكم؟ هو انتوا جاين تتعركوا هنا؟ ايه اللى حصل للزعيق دا كله؟
42	- اللى حصل ياجدى. ان المحروسة جوزها بيتصل عليها عشان تروح. وهي بتدلع وتقوله عايزة ابات. هي فاكرة نفسها لساها عيلة صغيرة دى كمان ولا ايه؟
43	لا ياماما مش عيلة. بس دا عايز يتحكم فيا وبيقولى تيجى حالاً وفي اللحظة. ايييه هو انا خدامة عند جنابه؟
44	- شايف ياجدى عاميلها معايا. هاتشلنى. والنعمة هاتشلنى.
45	- نورا. امك عندها حق في كلامها. و معتصم برضوا عنده حق. مدام بيقولك روحى دلوك. يبقى تروحى دلوك يابتى. ماتجبيش لامك الكلام والحديت مع ابوكى. انتى عارفاه!
46	- حاضر ياجدى. انا هاسمع الكلام وامشى دلوقتى. بس دا عشان خاطرك انت.
47	- الحمد لله. ربنا يهديكى يابنتى. شوفلنا حد يوصلنا ياجدى الدنيا ليلت.
48	- وتروحي معاها انتى ليه كمان؟ ماتبيتى معانا.
49	ماينفعش ياجدى. انا مش عايزة احراج بينك وبين سامح لما يجى الصبح عشان ياخدنى معاه ويروحنى.
50	- ماشى يابتى اللى يريحك. انا مش هاضغط عليكى وهاتفاهم مع امك عشان ماتزعلش هي كمان. اما اروح اشوفلكم عربية توصلكم.
51	ماهى العربية هناك اهى ياجدى.
54	طب وانتى ماعرفتيش منها ايه اللى مزعلها بالظبط؟
55	مااحنا ملحقناش نتكلم ولا لحقت هي تفضفض معايا يا عاصم. زى ماانت شايف البيت زحمة وماكنش فيه وقت ننفرد مع بعض. لكن انت معرفتش من مدحت؟
56	- قول يا عاصم. على اللى قالهولك الدكتور مدحت. انا كده كده هاعرف من نهال بكرة.
57	- ومدام كده كده هاتعرفى من اختك. لزومها ايه تسأليني بقى؟
58	- ما انا مش هاقدر استنى لبكرة. قول دلوكتى وخلصنى. اها.
