line	text
1	"ب منزل نظيم
"
2	"بعد محاولات قليله فتح ذالك الملف الموجود على حاسوب حماد ليفاجئ بمحتوى ذالك الملف، كيف لهذا الوغد أن يكون بكل هذا السوء ويعض اليد التي أمتدت له
"
3	"ما بهذا الملف كفيل بدمار عائلة العراب.
"
4	"ترك نظيم الحاسوب وفتح هاتفه وقام بالأتصال على ناصر الذي قام بالرد عليه سريعا يستفسر: فتحت الملف اللى عالابتوب اللى هدى باعتته لك.
"
5	"رد نظيم: أيوا فتحته مخدش منى وقت طويل.
"
6	"رد ناصر بإستفسار: ها قولى محتوى الملف ده فيه حاجه تدين حماد؟
"
7	"رد نظيم: تدين مش بس حماد تدين عيلة العراب كمان، ساعه بالكتير وأكون عند حضرتك في المستشفى بالابتوب تشوف محتوى الملف بنفسك.
"
8	"رد ناصر: تمام في إنتظارك.
"
9	"بأحد أقسام الشرطه
"
10	"دخل قماح الى غرفة الظابط
"
11	"الذى نهض يصافحه، ثم جلس لكن قبل جلوسه أشار ل قماح بالجلوس، جلس قماح يقول بإستعلام: خير، أتصلت عليا وطلبت منى أجى لهنا للضروره.
"
12	"رد الضابط: طبعا عارف إن.
"
13	"إحنا عملنا معاينه شامله للشقه اللى كانت خاطفه فيها السيده هند إبن حضرتك، وأكتشفنا إن الشقه متسجله بإسم المالك نائل رجب السنهورى، وكمان من بعض التحريات السريعه اللى مع البواب قالنا إن كان نائل بيتردد عالشقه من فتره للتانيه، غير كان في ست كل فتره تجى له وتقعد فتره، و الست دى كانت بتبقى منقبه
"
14	"أحنا وجدنا خزنه صغيره وفتحناها وجدنا فيها مجموعة سيديهات غير جهاز لابتوب.
"
15	"رد قماح: طب وأنا مالى باللى وجدتوه بالشقه، أنا كان بلاغى عن هند إنها خاطفه إبنى؟
"
16	"رد الضابط: في حاجه وجدنها في الخزنه، كان في صوره لزوجة حضرتك، وكمان إحنا شوفنا أكتر من سى دى من السيديهات دى، ومحتواها إباحى.
"
17	"ذهل قماح قائلا: مش فاهم قصدك، بوجود صوره لزوجتى والسديهات!
"
18	"فتح الضابط ملف امامه واخرج صوره ومد يده بها ل قماح
"
19	"قائلا: أتفضل دى صورة زوجتك اللى كانت موجوده في الخزنه.
"
20	"أخذ قماح الصوره من يد الضابط ونظر لها شعر بغيره لكن قال: دى صوره عاديه حتى محجبه فيها، معرفش أزاى صورها نائل، أكيد صورها خلثه.
"
21	"رد الضابط: أكيد طبعا بس مش صورة المدام هي المهمه، السيديهات ومحتواها الفاحش.
"
22	"قال قماح بترقب: قصدك أيه، ياريت بلاش لف دوران.
"
23	"رد الضابط: السيديهات دى مصوره نائل مع واحده، إحنا إستخرجنا لها صوره لوشها من أحد الفيديوهات، هجيبلك صورتها يمكن تتعرف عليها.
"
24	"مد قماح يده يأخذ الصوره من يد الضابط بترقب، ونظر لها قائلا بذهول: زهرت!
"
25	"ب قسم شرطه آخر
"
26	"دخل حماد الى تلك الغرفه
"
27	"فك الشرطى الاصفاد من يده
"
28	"نظر حماد الى ذالك الواقف يعطيه ظهره، تنحنح حماد
"
29	"ليستدير له
"
30	"بمجرد أن وقع بصر حماد عليه أسرع إليه ألقى بنفسه بين يدي يقول بتوسل: خالى ناصر ساعدنى أنا مظلوم والله...
"
31	"لم يكمل حماد قوله حين دفعه ناصر بعيد عنه وقام بصفعه بقوه جعلته يرتد للخلف، أنفه نزف.
"
32	"تعجب حماد قائلا: بتضربنى ليه يا خالى؟
"
33	"رد ناصر بغيظ: لو بأيدى كنت ضربتك بالرصاص، بعد ما ساعدناك وأمنا لك مستقبل عمرك ما كنت تحلم بيه عضيت الايد اللى أتمدت لك بالخير، إنت خسيس وجبان وخاين كمان كنا بنآمن لك تدخل دارنا وتقعد وسطينا وأنت ألعن من الشيطان، الكلب اللى كنت آمره يخطف هدى ويجيبها لعندك أعترف عليك وهنا في القسم، واضح من ملامح وشك إنهم هنا في القسم رحبوا بيك كويس لأ ولسه كمان الابتوب بتاعك والملف اللى كان عليه يثبت كل جرايمك القذره وصل بيك الخيانه إنك كنت بتنقل ل رجب السنهورى المخدرات وسط بضاعتنا، ولا صور المنحوتات بتاعة سلسبيل اللى كنت باعتها لتاجر أثار وعاوز تبيعها له على أنها أثريه وتورط سلسبيل كمان، هدى ونظيم فتحوا الملف والابتوب قدمنا الملف للشرطه، ولا القذر اللى كنت طالب منه يجيبلك هدى بعد ما يخدرها بنفس طريقة همس، قذارتك هتضمنلك بقية عمرك في السجن، ده إن نفدت من أيد رجب اللى كان هيشرف معاك كمان بعد ما خونته هو كمان وسرقت بضاعته، أستغليت إنشغاله في موت نائل شريكك في القذاره، وفي الآخر شيلك قضيه مخدرات.
"
34	"عقل حماد غير مستوعب ما يقوله ناصر، حاول الحديث لكن صفعه ناصر قائلا: أمى كانت دايما بتمد إيديها بالخير لكم، بس الخيانه كانت في دمكم، سواء إنت ولا أختك، بس اللوم مش عليكم اللوم على اللى زرعت في قلوبكم السواد والطمع من الأول، عطيات هي السبب بطمعها وجشعها، أنا كان سهل عليا أقتلك بس أنا مش هلوث أيدى بدمك ومش ضعف منى، ده قوه هسيب القصاص ل ربنا وهو عادل، والقانون هو اللى يخلص منك حقى.
"
35	"ظل ناصر الغرفه ينظر لملامح حماد الذي يشعر بالهلع هو بين مطارق الحداد من ناحيه كل تلك الجرائم المتهم فيها بالأدله ورجب الذي ليس بعقله بعد مقتل نائل ولن يتركه قبل أن ينتقم منه على سرقة بضاعته والقبض عليه معه، بالأمس لكن خرج رجب حين أعترف حماد مرغما ان المخدرات التي عثرت عليها الشرطه بالهنجر ملك له خوف، وأخلوا سبيل رجب.
"
36	"إرتعب حماد وهو يتوقع الأسوأ، لكن لم يندم وإنفجر وبرر لنفسه أمام ناصر قائلا: إنتم السبب كنتم بتحسسونا إننا شحاتين أنكم بتعطفوا علينا وكل ده كان حق أمى اللى لهفتوه.
"
37	"نظر له ناصر قائلا: مش متفاجئ من كلامك الغبى، بس أمك الطمع عماها، أمك أخدت حقها في ميراثها من أبويا بالكامل ويزيد كمان، حسب الشرع وقسمة الحق، الحق إن أبويا مكنش يملك غير حتة أرض صغيره ودار العراب، القديمه اللى كانت صغيره، وبمجهودى انا وأخويا كبرنا كل شئ، إحنا اللى كونا وعملنا إسم وأملاك العراب، بعرقنا في الشرد والبرد كانت عطيات بتبقى نايمه متهنيه وأنا وأخويا عالسكك بين الفلاحين بنشترى منهم بالآجل أو عربون بسيط نربطهم بيه على ما نبيع محصولهم وبعدها نسدد لهم كل مستحقاتهم كنت أنا وأخويا بنشيل شكاير القمح والدره والرز على كتافنا زينا زى العمال.
"
38	"قال ناصر ذالك ووقف يبتلع ريقه وقال بوعيد: مبروك عليك شوف خدت أيه من طمعك وخيانتك، قدامك قواضى تتسجن فيها بقية عمرك، أو رجب السنهورى يخلص عليك بسبب خيانتك له، أحب أطمنك، رجب كان محضر اللى يقتلوا سلسبيل في سجن الترحيلات لو مش قماح هربها يمكن كان نجح في مؤامرته، بس ربنا كان كريم بيها وظهرت برائتها إنما إنت كل التهم لابساك وبالدلائل والبرهان.
"
39	"قال ناصر هذا.
"
40	"ثم غادر تاركا حماد يتحسر على ما وصل إليه حين أراد ما بيد غيره، وماذا فعل سابقا كى يصل لمبتغاه.
"
41	"[فلاش باك]
"
42	"بذالك الهنجر اخذ السائق همس وغادر تاركا نائل وحماد اللذان تحت تأثير المخدرات يشعران بإنتشاء
"
