line	text
4	فتحت الملف اللى عالابتوب اللى هدى باعتته لك.
5	أيوا فتحته مخدش منى وقت طويل.
6	ها قولى محتوى الملف ده فيه حاجه تدين حماد؟
7	تدين مش بس حماد تدين عيلة العراب كمان، ساعه بالكتير وأكون عند حضرتك في المستشفى بالابتوب تشوف محتوى الملف بنفسك.
8	تمام في إنتظارك.
11	خير، أتصلت عليا وطلبت منى أجى لهنا للضروره.
12	طبعا عارف إن.
15	طب وأنا مالى باللى وجدتوه بالشقه، أنا كان بلاغى عن هند إنها خاطفه إبنى؟
16	في حاجه وجدنها في الخزنه، كان في صوره لزوجة حضرتك، وكمان إحنا شوفنا أكتر من سى دى من السيديهات دى، ومحتواها إباحى.
17	مش فاهم قصدك، بوجود صوره لزوجتى والسديهات!
19	أتفضل دى صورة زوجتك اللى كانت موجوده في الخزنه.
20	دى صوره عاديه حتى محجبه فيها، معرفش أزاى صورها نائل، أكيد صورها خلثه.
21	أكيد طبعا بس مش صورة المدام هي المهمه، السيديهات ومحتواها الفاحش.
22	قصدك أيه، ياريت بلاش لف دوران.
23	السيديهات دى مصوره نائل مع واحده، إحنا إستخرجنا لها صوره لوشها من أحد الفيديوهات، هجيبلك صورتها يمكن تتعرف عليها.
24	زهرت!
30	خالى ناصر ساعدنى أنا مظلوم والله...
32	بتضربنى ليه يا خالى؟
33	لو بأيدى كنت ضربتك بالرصاص، بعد ما ساعدناك وأمنا لك مستقبل عمرك ما كنت تحلم بيه عضيت الايد اللى أتمدت لك بالخير، إنت خسيس وجبان وخاين كمان كنا بنآمن لك تدخل دارنا وتقعد وسطينا وأنت ألعن من الشيطان، الكلب اللى كنت آمره يخطف هدى ويجيبها لعندك أعترف عليك وهنا في القسم، واضح من ملامح وشك إنهم هنا في القسم رحبوا بيك كويس لأ ولسه كمان الابتوب بتاعك والملف اللى كان عليه يثبت كل جرايمك القذره وصل بيك الخيانه إنك كنت بتنقل ل رجب السنهورى المخدرات وسط بضاعتنا، ولا صور المنحوتات بتاعة سلسبيل اللى كنت باعتها لتاجر أثار وعاوز تبيعها له على أنها أثريه وتورط سلسبيل كمان، هدى ونظيم فتحوا الملف والابتوب قدمنا الملف للشرطه، ولا القذر اللى كنت طالب منه يجيبلك هدى بعد ما يخدرها بنفس طريقة همس، قذارتك هتضمنلك بقية عمرك في السجن، ده إن نفدت من أيد رجب اللى كان هيشرف معاك كمان بعد ما خونته هو كمان وسرقت بضاعته، أستغليت إنشغاله في موت نائل شريكك في القذاره، وفي الآخر شيلك قضيه مخدرات.
34	أمى كانت دايما بتمد إيديها بالخير لكم، بس الخيانه كانت في دمكم، سواء إنت ولا أختك، بس اللوم مش عليكم اللوم على اللى زرعت في قلوبكم السواد والطمع من الأول، عطيات هي السبب بطمعها وجشعها، أنا كان سهل عليا أقتلك بس أنا مش هلوث أيدى بدمك ومش ضعف منى، ده قوه هسيب القصاص ل ربنا وهو عادل، والقانون هو اللى يخلص منك حقى.
36	إنتم السبب كنتم بتحسسونا إننا شحاتين أنكم بتعطفوا علينا وكل ده كان حق أمى اللى لهفتوه.
37	مش متفاجئ من كلامك الغبى، بس أمك الطمع عماها، أمك أخدت حقها في ميراثها من أبويا بالكامل ويزيد كمان، حسب الشرع وقسمة الحق، الحق إن أبويا مكنش يملك غير حتة أرض صغيره ودار العراب، القديمه اللى كانت صغيره، وبمجهودى انا وأخويا كبرنا كل شئ، إحنا اللى كونا وعملنا إسم وأملاك العراب، بعرقنا في الشرد والبرد كانت عطيات بتبقى نايمه متهنيه وأنا وأخويا عالسكك بين الفلاحين بنشترى منهم بالآجل أو عربون بسيط نربطهم بيه على ما نبيع محصولهم وبعدها نسدد لهم كل مستحقاتهم كنت أنا وأخويا بنشيل شكاير القمح والدره والرز على كتافنا زينا زى العمال.
38	مبروك عليك شوف خدت أيه من طمعك وخيانتك، قدامك قواضى تتسجن فيها بقية عمرك، أو رجب السنهورى يخلص عليك بسبب خيانتك له، أحب أطمنك، رجب كان محضر اللى يقتلوا سلسبيل في سجن الترحيلات لو مش قماح هربها يمكن كان نجح في مؤامرته، بس ربنا كان كريم بيها وظهرت برائتها إنما إنت كل التهم لابساك وبالدلائل والبرهان.
44	عارف نيتك يا معلم من الصور دى هتبتز همس بكده ضمنت موافقتها عليك بقولك المره الجايه أنا عايز سلسبيل بنفس الطريقه، بس إنت مش هسيبك تلمسها.
45	لأ سلسبيل مش على مزاجى ومعتقدش هتعرف تجيبها بنفس الطريقه، سلسبيل من يوم ما خلصت دراسه نادر لم بتخرج كله طبعا من قماح أفندى، عامل حصار عليها، لا منو بتجوزها ولا منه سايبها تشوف نصيبها، عيونه فضحاه، بس البت سلسبيل مش على بالها خالص دى مش بتقعد في مكان هو فيه، عاوز سلسبيل مفيش قدامك غير الطريق المباشر وإنت وحظك، بس عارف مين اللى تساعدك وتسهل لك الطريق، هند أختك لو قماح ردها يبقى الطريق خلى قدامك، بعدين هطير الدماغ اللى عملتها بسيرة سلسبيل ليه.
46	أنا بستغرب إنت ليه عملت كده في همس مدخلتش مباشر ل دار العراب، دى بنت خالك.
47	همس مغرمه ب قماح بيه، وهو مش شايفها، وكارم مغرم بها وهي مش شيفاه.
48	كفايه كده لازم أروح عشان عندى شغل بكره في الشونه عشان أعرف أدس البضاعه بتاعتك وسط البضاعه اللى هتتسلم بكره، بقولك المره الحايه عمولتى هتزيد خمسين في الميه.
49	بلاش طمع ولا مقاطعه، كفايه عشىرين في الميه أنا عملت معاك الواجب النهارده، كنت هتجيب الموزه فين.
50	تشكر، يلا لو فضلنا نرغى الدماغ اللى عاملها هتروح منى، سسس
55	. لو مكنش الموبايل إتحرق وقتها كنت ساومت همس بالصور لكن الغبيه كمان مستنتش وعملت فيها البريئه وخلصت عارها بإيدها وإنتحرت، عاود حديث ناصر برأسه هو الآن أمامه كل الطرق مغلقه نهايتها الظلام الذي إختاره بيده حين تطمع.
59	تسلمى يا بتى، .
61	الحجه هدايه بخير أطمنوا كلكم بلاش الوقفه دى يلا شوفوا أشغالكم.
64	جيت أطمن على جدتى وكمان في شوية أوراق محتاج أمضتك يا بابا عليها.
65	تمام تعالى بينا عالمكتب أمضيلك عالأوراق اللى معاك دى.
67	واضح إن الجينات الوراثيه غالبه على العراب الصغير، تعالى معانا المكتب أهو تاخد خبره بدرى وتريح جدك.
68	ربنا يديك الصحه يا عمى.
69	هاروح أعملك كوباية ينسون.
70	كنت لسه هقولك إعملى لى كوباية ينسون تبل ريقى وتجرى الدم في عروقى بدل المحاليل اللى زى المايه الماسخه.
71	ربنا يديك الصحه يا جدتى، ثوانى وهرجعلك، قبل ما ناصر يغلب عمى والقاه جايبه وجاى.
74	قولى الحقيقه أيه اللى في الملف اللى معاك ده، أنا فوتت إنك جاى عشان أمضتى، بس أنا عارف إن في موضوع تانى.
75	إتفضل.
77	جايبلى ملف صور، قولى اللى عندك
