line	text
2	خير يا جاسر في ايه جدتي جرلها حاجة
3	اهدي شوية مافيش حاجه انا بس جايبلك اكل
5	شكرا انا فعلا جعانه قوي، شكرا لاهتمامك
6	انا رايح انام لو في حاجة ابقي ابعتيلي
7	حاضر
9	جاسر ممكن ثواني عاوزة اتكلم معاك.
10	خير في ايه
11	جاسر احنا لازم نهدي الحرب اللي بنا دي شوي.
17	بصي يا حور كلامك ده جميل و ده اللي كان لازمك يحصل من الاول. وصدقني انا عمري ما مديت ايدي علي واحدة,. بس غصب عني انا خرجت علي شعوري، اول مرة مسيطرش علي غضبي...
20	يلا بقي كلي و انا رايح انام شوية
24	حور انتي عارفه انك مبتحبش جو الصعيد ولا الحر.
25	بس ده فرحي يا بابا.
26	حزن الاب علي حور و مش عارفه يقولها اية أو يبرر أنه مش عاوز يقول لأمها ازاي
28	زينة البنته يلا علشان فستانك و صل و الحريم كمان في مضيفه عاوزين يدوكي دهبات بتاعتك قبل فرح.
29	مش فاهمة يعني اية بدوني دهب
30	احنا عوايدنا هنا أكده لما البنته تتجوز أهل البلد لازمة يهادو دهب للعروسة كل واحد باللي يجدر عليه...
38	نعم يا جاسىر انت بعتلي خاله هنية. عاوزة حاجة
39	اه تعالي معايا المكتب عاوزك
46	في ايه يا داليا، هما عمله الباب ليه مش علشان الناس تخبط عليه
47	، خبط و محدش رد
48	و لما محدش اتهبب رد و قالك خوشي، بتخوشي ليييييه ها افهم.
49	في ايه عاد يا واد عمي هما خدوهم بالصوت ولا ايه عاد. علشان تداري علي فضيحة بنت البندر.
50	مسك داليا من يدها بقسوة، فضيحة إليه دي مراتي يا جهلة. شكل لسانك ده حيتقطع، لو ملمتيش نفسك. انا صبري عليكي بدء يخلص.
52	هه نعم يا جاسر
53	يلا اطلعي فوق زمان مها جايه وجايبه معاها كوافيرة علشان تجهزي الفرح و انسي اللي حصل من شوية كانت لحظت ضعف مش حتتكرر
65	اهلا دكتور فادي. اهلا يا انسة و مدت أيدها تسلم علي خطيبته
66	اهلا يا حور
67	دكتورة حور اسمي دكتورة مش مسموح برفع الألقاب
69	دكتور فادي ميقصدش يا حور، ثم قال فادي. لو مش عاوز تقول دكتورة، قلها يا مدام و تقريبا دي انسب من دكتورة، مدام جاسر الانصاري قلها جاسر وهو يعتمد علي لقب مدام.
72	فادي هو في ايه حتاكل العروسة بعينك هو في اعمل احترام ليا
74	مساء الخير وانتم من مصر عاد. انتم ضيوف واد عمي جاسر ولا ضيوف بت البندر حور.
75	انا صاحب جاسر و دي منه خطيبتي
76	يا مراحب يا مراحب وطبعا عتباتو معانا اهلا وسهلا
77	اهلا بحضرتك
78	بس شكلك مش مبسوطة ليه عاد
79	بضيف اصلي بصراحة مكنتش عاوزة اجي
80	أباه ليه عاد. يا عروسة
81	اصل بصراحة مش بطيق اللي اسمها حور دي خالص مبتنزليش من زور
82	وه و انتي كمان أما كمان عاد معطقهاش وااصل.
84	هو انتي متعرفيش ان حور كانت خطيبة فادي خطيبي.
92	ممكن تخشي الحمام تغيري هدومك
93	بكسوف حاضر وقامت حور نواحي دولاب علشان تأخذ ملابسها فتحت دولاب واشدت حمره وجهها فقد كان كل الهدوم...
