line	text
1	"ابتلعت ريقها الجاف بصعوبةٍ بالغة، فجاهدت لإستحضار الكلمات التي قد تكون مخرج لها من هذا المأزق، فقالت بتلعثمٍ:
"
2	"كان في محاضرات فيتاني وكنت بجبها من صاحبتي.
"
3	"منحها نظرة قاسية، طوفتها من شعرها حتى أخمص قدميها، ليختمها بقوله الحازم:
"
4	"محاضرات أيه دي اللي الساعة١١، أنا مش قايلك أخىك برة الساعة ٨، ٨ونص!
"
5	"بترت الكلمات عن لسانها، فمررت يدها على جبهتها في محاولةٍ بائسة للتصدي له، فقالت:.
"
6	"الوقت سرقنا وإحنا بنتكلم.
"
7	"هز رأسه ساخراً وهو يستمع تلك الحجة السخيفة، فاستدار تجاه الشباب وهو يتساءل بغضبٍ يتلاشى خلف حاجز ثباته:
"
8	"ويا ترى بقا أخدتي إذن حد من رجالة البيت اللي فايقين للأمانة اللي برقبتهم؟
"
9	"كان سؤالاً ساخر لمن يقف خلفه، فخشى بدر أن تتطور الأمور للأسوء وخاصة بعد أن اشتعلت النيران بمقلتيه، فقال:
"
10	"أخدت إذني بس أنت مسألتش عشان أقولك هي فين؟
"
11	"ضيق عينيه بشكٍ، جعل الأخير ينسحب من مناطحة تلك النظرات الفتاكة، قطع آسر المسافة بينهما ليصبح مقابله، ثم أشار له بإصبعيه بتحذيرٍ صريح:
"
12	"لو طلعت بتداري عليها غلطها يا بدر صدقني ردي على التصرف ده مش هيعجبك.
"
13	"رد بثباتٍ مصطنع:
"
14	"أنت مكبر الموضوع ليه يا آسر إتاخرت بره شوية ومش هتكررها تاني عادي يعني بتحصل!
"
15	"استدار آسر تجاهها ثم قال بتعصبٍ شديد:.
"
16	"مهي مش هتتكرر تاني والا وقسماً بالله ما عادت هتعتب برة البيت ده خطوة واحدة وترجع البلد أحسنلها، حور أهي عمري ما جالي شكوة منها ولا شوفتها راجعة متأخر من بره!
"
17	"وبحزمٍ أضاف:
"
18	"من هنا ورايح مفيش دخول ولا خروج الا بأذني أنا حتى لو كنت مسافر أو مش بالبيت سامعة؟
"
19	"هزت رأسها والدموع قد تسربت على وجنتها لشعورها بالحرج الشديد أمام أبناء عمها، فولجت لغرفتها تختبئ مما حدث، ليتها تعلم أن أحياناً تلك القسوة يصطحبها خوفاً وحب حتى ولو غلفها شراسة الحديث.
"
20	"لطف يحيى الأجواء، حينما أشار على المائدة:
"
21	"أيه يا جدعان الكلام أخدكم والأكل زمانه برد.
"
22	"وجذب أحد المقاعد ليعاون ماسة على الجلوس ثم جلس مقابلها، أما حور فجلست جوارها من الناحيةٍ الأخرى لتطعمها بحنانٍ، جلس بدر مقابلهم ومن جواره جلس آسر الذي أشار لأحمد بدهشةٍ:
"
23	"ما تقعد واقف ليه؟
"
24	"قال وهم بالتحرك تجاه غرفتها:
"
25	"هشوف روجينا وراجع.
"
26	"أشار له آسر بتفهمٍ، فإن كان قد قسى عليها لابد من وجود من يمنحها العاطفة ويوضح لها سبب هذا الجفاء حتى لا تزداد الأمور سوءاً، وضع يحيى الهاتف على الطاولةٍ بضيقٍ شديد، فسأله آسر باستغرابٍ:
"
27	"في أيه يا ابني مالك؟
"
28	"قال بضجرٍ:
"
29	"عبد الرحمن قالي ساعة وهجيلك عشان نطلع المطر وبقاله أكتر من ساعتين مختفي وموبيله مقفول.
"
30	"قال بهدوءٍ:
"
31	"هتلاقيه في مكان مفيهوش شبكة، أو يمكن يكون بيطمن على والدته.
"
32	"ثم عاتبه قائلاً:.
"
33	"وبعدين أنت مكنش ينفع تطلبه في مشوار زي ده أنت مش عارف ظروف والدته وإنه مش بيتحرك من جنبها!
"
34	"تعلقت نظرات يحيى ببدر الذي تصنع إنشغاله بتناول الطعام، فقال وهو يمضغ ما بفمه:
"
35	"بمناسبة موضوع والدته، ما تحاول يا آسر تقنع الكبير إنه يسمحلها تقعد بالسرايا أنت عارف ظروف شغلنا وبيضطر يسافر كتير ويسبها ومهما كان هي بالنهاية مرات عمنا ولا أيه؟
"
36	"هز رأسه وهو يشير له:
"
37	"حاضر هكلمه.
"
38	"منحه ابتسامة صافية، فقاطعهم الجرس الذي دق مرتين متتاليتين، فأسرع بدر بفتحه ليجد ابن عمه من أمامه يخبره بضيقٍ:
"
39	"أنتوا هنا وأنا قالب الدنيا عليكم فوق وتحت.
"
40	"أشار له يحيى بالدخولٍ، قائلاً:
"
41	"حماتك بتحبك تعالى.
"
42	"ولج عبد الرحمن للداخل وهو يردد بسخريةٍ:
"
43	"مهي طول عمرها بتحبني.
"
44	"واتسعت ابتسامته حينما وجد آسر يجلس من أمامه فرفع كفيه ليصافحه بحرارةٍ مردداً:
"
45	"الدنيا بتبقى بؤس هنا من غيرك وعهد الله.
"
46	"تسللت الإبتسامة على ثغره لتمنحه وسامة لا تليق سوى به:
"
47	"اركن بس جنب أخواتك وبعدين نشوف حكاية البؤس دي.
"
48	"إنصاع له وجلس جوار بدر، ليقابل حدة نبرة يحيى:
"
49	"أنت يالا مش قولتلي ساعة وهكون عندك الساعة بقت ١١والطايرة هتوصل ١٢ونص، هتحرك أمته!
"
50	"أجابه بعدما جذب الطبق وأحد الملاعق ليبدأ بتناول طعامه:.
"
51	"الا معاه ربنا ميقلقش يا عمهم، أحنا وحوش الأسفلت ساعة زمن وهتكون قدام المطار واقف وماسك يافتة عريضة مكتوب عليها ويلكم تو إيجبت.
"
52	"تعالت الضحكات الرجولية فيما بينهما، ليشير لهم آسر بصرامةٍ مصطنعة:
"
53	"لا كلام على طعام يا سادة، إنجزوا عشان تلحقوا مشواركم.
"
54	"وضعت حور قطع الدجاج المشوي مقابل كلا منهما، فأشار لها عبد الرحمن بتلذذ:
"
55	"أنا مجيش هنا وأكل حاجة من أيدك الا وتبقى خطيرة يا حور، بجد تسلم أيدك.
"
56	"ابتسمت وهي تضع له المزيد:
"
57	"الف هنا.
"
58	"رد عليه بدر بضجرٍ:
"
59	"إمروعوها علينا بقا معتش هتعملنا وكل خالص.
"
60	"لوت شفتيها بغضبٍ، فلكزه آسر ثم قال بإعجابٍ:
"
61	"الأكل بيتكلم عن نفسه، إتشملل إنت ياخويا وهاتلنا طباخة فيف ستار!
"
62	"تعالت ضحكات حور بشماتةٍ، أما يحيى و عبد الرحمن تعلقت نظراتهم الحزينة به ليلاحظ كلاً منهما تهجم معالمه الحاقدة على تذكره لما يخصها، دقائق مبسطة وانتهى عبد الرحمن من طعامه فأشار ليحيى بتتبعه ليغادروا سوياً للمطار.
"
63	"طرق أحمد الباب مرة تلو الأخرى قبل أن يدلف للداخل، وجدها تجلس على الفراش أمام الشرفة التي تحده، الصمت والحزن يغلفها معاً، بحث بعينيه عن أحد المقاعد ومن ثم جذبه ليجلس جوارها، تحلى بالصمت قليلاً ثم قطعه قائلاً بصوته الرخيم:
"
64	"آسر خايف عليكي، متزعليش منه أنتِ المفروض تاخدي بالك من مواعدك بعد كده إحنا هنا مش في بلدنا يا روجينا فواجب علينا نأخد بالنا من تصرفاتنا خصوصاً لو أنتوا البنات!
"
65	"تجمع غضب العالم بحدقتيها فالتفتت إليه ثم قالت بإندفاعٍ:
"
66	"لو جاي تبررله اللي عمله فوفر نصايحك يا أحمد لإني مش شايفاها غير تسلط هو على طول مستقصدني.
"
67	"منحها نظرة مطولة، قبل أن يفيض به الصمت فقال بتريثٍ:
"
68	"أنتي ليه شايفة الناس كلها كده يا روجينا؟
"
69	"ابتسمت وهي تجيبه ساخرة:.
"
70	"هما فين الناس دول، هما مش شايفين غير حور وتصرفاتها المثالية حتى أنت كل ما بتتكلم دا عملت كذا وكذا معرفش مدام معجب بيها أوي كده مخطبتهاش وخلصت ليه.
"
71	"احتدت نظراتها الغاضبة، ليجيبها بحدةٍ وإنفعال:
"
72	"و آسر و يحيى معجبين بيها برضه!، هي اللي بتجبر الكل يحترمها ويخدوها مثال أما أنتي فصدقيني رصيدك قرب يخلص عند الكل بسبب طريقتك وأسلوبك ده.
"
73	"ونهض عن المقعد ثم كاد بالخروج، فاستوقفته حينما نادته بصوتٍ باكي:
"
74	"أحمد.
"
75	"التفت تجاهها، فاستطردت بدموعٍ غلبت صوتها الباكي:
"
76	"أنا مش وحشة كده على فكرة.
"
77	"قرص أرنبة أنفه وهو يحاول التحكم في انفعالاته، ثم دنا منها من جديد، ليجلس على الفراش مرعياً مسافة أمانة بينهما، ليردد بابتسامةٍ أشرقت وجهه الرجولي:
"
78	"عارف، أنتِ جواكِ طيبة وبراءة صعب حد يكتشفها بسبب لسانك ده.
"
79	"ابتسمت رغم الدموع التي تتساقط من عينيها، فاستكمل بحنانٍ:.
"
80	"محدش بيكرهك يا روجينا، بيكروهوا تصرفاتك وهنا الفرق إنك بايدك تغيري نفسك وتكوني أحسن من حور نفسها.
"
81	"أومأت برأسها بتفهمٍ، فمنحها ابتسامة صافية، ثم أشار لها قائلاً بمزحٍ:
"
82	"طب يلا نلحق العشا، لحسن كان في طاجن بامية باللحمة لو طلعت لقيته اتنسف هتعملي غيره.
"
83	"ضحكت وهي تعقد حجابها جيداً لتخرج معه، فما أن رآها آسر حتى أشار لها بالجلوس لجواره، ليضع الطعام لجوارها وهو يهمس لها:.
"
84	"متزعليش مني أنتي عارفة أني عصبي بس حنين.
"
85	"منحته نظرة مشككة فتعالت ضحكاته، ليجذب السكين الصغير المجاور اليها، ثم أشار بتحذيرٍ:
"
86	"شايفة غير كده؟
"
87	"ضحكت روجينا وهي تشير له بالنفي، فشاركها الابتسامة لتتناول طعامها بفرحةٍ وسعادة.
"
88	"وصل عبد الرحمن بزمنٍ قياسي، فولجوا للداخل بانتظارهم، مرت الدقائق سريعاً إلى أن وصلت الطائرة الخاصة بهم، نهض يحيى ليقف باستقبالهم، وما أن لمحهم حتى لوح بيديه ليتمكنوا من إيجاده، انتبه عبد الرحمن لإشارة يحيى فعلم بأنهم باتوا أمامه، فأنضم له، وقف مشدوهاً للحظةٍ بتلك الفاتنة التي تدفع العربة بصعوبةٍ تجاهه، ليتها ترفع عينيها عنها ليتمكن من رؤية لونها الساحر، نعم يعلم بأن بنات خال آسر فاتنات؛ ولكن ليس لهذا الحد، والأجمل من كل ذلك الحجاب الذي ترتديه، رفعت تالين عينيها السوداء لتتطلع تجاههما ويليتها ما فعلت، أصابته بسهامٍ عشق النظرة الأولى القاتل، فسلبت نبضات قلبه ببطءٍ، وكأنه يرى غائب يعرفه منذ زمن بعيد!
"
89	"ابتسمت وخفق قلبه مع تلك البسمة، وكأنها تمنحه الحياة، وقفت تتبادل الحديث مع يحيى إلى أن أشار بيديه تجاهه، قائلاً:
"
90	"ده عبد الرحمن ابن خالي فؤاد الله يرحمه.
"
91	"تلقائياً انتقلت نظراتها تجاهه، فقالت بابتسامتها الرقيقة:
"
92	"أزي حضرتك يا أستاذ عبد الرحمن؟
"
93	"ما الذي سيتمناه أكثر من ذلك، ابتسامتها ومنادته بصوتها الرقيق، اتسعت ابتسامته وهو يتأملها شارداً، فأخفضت عينيها عنه في حرجٍ، أسرع يحيى إليه فهزه وهو يناديه بذهولٍ:.
"
94	"عبد الرحمن!
"
95	"انتصب بوقفته وهو يجييه بعد استعادته لإتزانه:
"
96	"أيوه.
"
97	"ضحك يحيى ساخراً:
"
98	"أيوه أيه يا عم أنت سرحت في أيه، تالين بتكلمك وأنت في دنيا تانية!
"
99	"تحولت نظراته إليها وهو يردد بحرجٍ:
"
100	"أنا بخير الحمد لله، حمدلله على سلامتك.
"
101	"أجابته بابتسامةٍ صغيرة:
"
102	"الله يسلمك.
"
103	"تساءل يحيى باستغرابٍ:
"
104	"هو أنتي جيتي لوحدك ولا أيه؟
"
105	"أشارت له بالنفي وعينيها تبحثان عن شقيقتها الصغرى من خلفها:
"
106	"لا رؤى كانت ورايا!
"
107	"ظهرت تلك الفتاة من أمامهما، شعرها الأصفر يتدلى على كتفيها كعباد الشمس الساطع، عينيها الزرقاء رغم جمالهما يكسوها طبقة لامعة من الدمعٍ الخارق، كانت ترتدي بنطال أسود اللون طويل وقميص وردي، دنت لتصبح قريبة منهما فأشار لهم يحيى تجاه باب الخروج:
"
108	"اتفضلوا، العربية بره.
"
109	"كادت تالين بأن تدفع العربة من جديدٍ، فجذبها عبد الرحمن منها وهو يشير لها بابتسامةٍ هادئة:
"
110	"عنك..
"
