line	text
1	في ايه؟
2	انتي بتعملي ايه يا غبية؟
3	هقتلها و ارتاح يا اما..
5	تعالي معاايا بس..
7	ايه يا اما امي؟
8	انتي لما تقتليها الكل هيشك فيكي..
9	مش مهم المهم اخلص منها، دي خدت مني جاسر..
10	اسمعيني بس، عندي حل تاني يخلينا نخلص منها..
11	ايه هو؟
12	جاسر لو عرف انها بتخونه طبعا هو راجل و صعيدي هيطلقها فورا...
13	و دي نعملها ازاي؟
14	الدور و الباقي بقي على اخوكي لما يرجع، و ممكن نخليه يتجوز ديما و يأخد فلوسها..
15	موافقة..
16	هنستني لما علاء يرجع...
17	ماشي، و اخيرا هخلص منك يا ديما...
19	صحوا ديما البت زمانها جاية..
20	تمام...
21	جهزتوا اكل الرجالة؟
22	اه يا ستي..
23	مالك يا تهاني؟
24	مفيش حاجة...
25	طيب، ام سعاد قربت تيجي يلا...
26	طب يلا البسوا يا بنات...
27	هطلع البس...
28	و انا..
29	هصحي ديما و البس..
31	يا بت بت بت بت..
32	خير؟
33	يلا نسيتي الفرح و اللبس و البت اللي انتي هتظبطيها..
34	طب ما انتي بتعرفي تحطي مكياچ ظبطي البت انتي..
35	لا انتي يلا..
37	ينعل ابو اللي يتجوز ايه ده مكتوب عليا منامش حرام..
41	مالك في ايه؟
42	جاسر جاسر يا ابني..
43	احم في ايه؟
44	مالك؟
45	مفيش...
46	طيب عن اذنك..
47	انتي هتنزلي كدة؟
48	اه وحش و لا ايه؟
49	و المسخرة اللي في وشك دي ايه؟
50	ده روچ و كحل بس، و كمان الفستان طويل اهو و واسع ملكش حجة، و كمان اصلا اصلا كله هيبقي ستات يعني مفهاش راجل صعيدي و لا حاجة..
55	بسم الله ما شاء الله ايه يا بنتي جميلة اوي..
56	شكرا يا طنط..
57	ده انتي العروسة مش سعاد و الله...
58	يعني يا ريت تراعوا احراجي..
59	خلاص خلاص، قمر اوي..
60	انا جيت..
61	يا قلبي، يلا اطلعي علشان اظبطلك وشك و الميكب، فين الفستان؟
62	اهو..
63	ماشي طلعيه..
65	مبروك يا سعاد..
66	الله يبارك فيك يا بيه..
68	مش قولتلك..
69	قولت ايه؟
70	مفيش..
71	لا قول..
72	انا جاهزة يا جدعان..
74	ايه ده محدش عبرني..
76	ايه يا مزة كدة متعبرنيش..
77	اسفة يا روحي مخدتش بالي..
78	انتي هتظبطي العروسة؟
79	اه في مانع..
80	لا طبعا..
82	هتبدأي بأيه؟
83	خشي خدي دوش يفوقك كدة و البسي الفستان..
84	حاضر..
86	يلا انا متحمسة..
87	دي هتحط بدرة و بس..
88	ممكن يا سارة تسيبيني اشوف شغلي..
89	دنيا هاتي ادوات المكياج بتاعتي..
90	اشطا يا جميل..
91	انتي عندك كل كمية المكياج دي؟
92	اه..
93	دي بتجيب احسن الماركات..
94	دي بتدهن وشها دهان كدة..
95	اسكتوا بقي عايزة اشوف شغلي..
97	تمام كدة..
98	مين دي؟هي دي البت سعاد؟
99	دي جميلة اوي..
100	طبعا هي ديما اي حد و لا ايه؟
101	طب هتنزلوا امتي؟
102	لما ماما فتحية تقول..
105	الف مبروك يا ابو سعاد..
106	و الله مش عارف من غيرك كنت عملت ايه يا كبيرنا...
107	مبروك الف مبروك..
108	الله يبارك فيك يا محروس بيه..
109	ده ايه اللي جابه ده؟
110	معرفش بس انا عايز اقتله في ايدي حالا...
111	اهلا يا جاسر، ازيك يا خالد؟
112	كنت بخير قبل ما تيجي..
114	احم اعمل ايه؟
115	يا ابني انت لازق في الحلة..
116	افندم؟!و الله تصدقوا اني غلطان، قولت اساعدكوا و سايب شغلي و جاي هنا...
117	حد قالك تيجي؟
118	انا حازم، ممكن نتعرف من اول و جديد و نحسن علاقتنا على الاقل لغاية ما امشي...
119	طيب و انا خالد...
120	و انا جاسر..
121	هنعمل ايه بقي؟
122	هنهتم بالرجالة بس...
123	روح شوف اللي هناك دول يا حازم..
124	تمام..
125	جاسر..
126	نعم يا عمي..
127	هو العريس اتأخر ليه؟
128	هو مش جاي و لا ايه؟
129	هتبقي فضيحة لابو العروسة و فضيحة لابوك يا جاسر اتصرف...
130	متقلقش هنتصرف احنا..
131	ربنا يستر...
132	خليك انت هنا، هروح انا و الواد حازم..
133	ماشي..
134	حازم تعالي معاايا..
135	فين؟
136	هنجيب العريس..
138	ايه؟
139	مش رايحين نجيب العريس انزل..
141	مين؟
142	انا جاسر...
143	عايز مين؟
144	عبده موجود..
145	اه..
146	طب ابعتيه ليا..
147	ماشي..
148	عايز ايه يا جاسر؟
149	ايه لعب العيال بتاعك ده انت اهبل لسة مجتش..
150	من الاخر مش عايز اتجوز..
151	ليه متكونش راجل و لا حاجة؟
152	مش كدة البت اكيد وحشة..
153	و حتى لو وحشة فيها ايه من امتي يعني، اعقل كدة و انجز...
154	الجمال جمال داخلي مش بره و بس..
155	انتوا شايفين كدة؟
156	في غير كدة يلا يا عريس..
161	اتفضل..
162	يلا يا بنات..
163	مين دي؟
164	هو انا كنت وحشة اوي للدرجة دي؟
165	لا كنتي احلي..
166	طب يلا يا سعاد يلا..
167	طب يلا بقي...
