line	text
1	"سارة(بخضة): في ايه؟
"
2	"عبير(بهمس): انتي بتعملي ايه يا غبية؟
"
3	"سارة(بهمس و شر): هقتلها و ارتاح يا اما..
"
4	"و بعدين لقوا ديما بتتقلب في السرير...
"
5	"عبير(بهمس): تعالي معاايا بس..
"
6	"عبير خدت سارة معاها، و ديما كانت نايمة بسلام..
"
7	"سارة: ايه يا اما امي؟
"
8	"عبير: انتي لما تقتليها الكل هيشك فيكي..
"
9	"سارة: مش مهم المهم اخلص منها، دي خدت مني جاسر..
"
10	"عبير: اسمعيني بس، عندي حل تاني يخلينا نخلص منها..
"
11	"سارة: ايه هو؟
"
12	"عبير: جاسر لو عرف انها بتخونه طبعا هو راجل و صعيدي هيطلقها فورا...
"
13	"سارة: و دي نعملها ازاي؟
"
14	"عبير: الدور و الباقي بقي على اخوكي لما يرجع، و ممكن نخليه يتجوز ديما و يأخد فلوسها..
"
15	"سارة(بابتسامة شر): موافقة..
"
16	"عبير: هنستني لما علاء يرجع...
"
17	"سارة: ماشي، و اخيرا هخلص منك يا ديما...
"
18	"عند الباقي...
"
19	"فتحية: صحوا ديما البت زمانها جاية..
"
20	"دنيا: تمام...
"
21	"اسماء: جهزتوا اكل الرجالة؟
"
22	"تهاني(بتوتر): اه يا ستي..
"
23	"جملات: مالك يا تهاني؟
"
24	"تهاني: مفيش حاجة...
"
25	"اسماء: طيب، ام سعاد قربت تيجي يلا...
"
26	"جملات: طب يلا البسوا يا بنات...
"
27	"دعاء: هطلع البس...
"
28	"فيروز: و انا..
"
29	"دنيا: هصحي ديما و البس..
"
30	"كل واحدة راحت تلبس هدومها...
"
31	"دنيا: يا بت بت بت بت..
"
32	"ديما: خير؟
"
33	"دنيا: يلا نسيتي الفرح و اللبس و البت اللي انتي هتظبطيها..
"
34	"ديما: طب ما انتي بتعرفي تحطي مكياچ ظبطي البت انتي..
"
35	"دنيا: لا انتي يلا..
"
36	"دنيا سابت ديما و مشيت، و ديما قامت بزهق..
"
37	"ديما: ينعل ابو اللي يتجوز ايه ده مكتوب عليا منامش حرام..
"
38	"ديما قامت خدت دوش و خرجت دخلت اوضة الملابس...
"
39	"ديما لبست فستان طويل باللون الكحلي الغامق و فيه في النص نقوش باللون الكحلي الفاتح و كان بحمالة عريضة و منفوش بسيط من تحت و بديل و طرف او حيز الفستان من تحت باللون الكحلي الفاتح و رفعت شعرها لكحكة فوق و نزلت كام خصلة و لبست صندل باللون الاحمر و روچ باللون الاحمر الغامق و حطت كحل محدد عنيها و لبست سلسلة رقيقة بتلمع و حلقين بيلمعوا و دبلة جاسر اللي هي مكنتش واخدة بالها منها و نسياها...
"
40	"-ديما اول ما خرجت من اوضة الملابس لقت جاسر لسة بيدخل من باب الاوضة و اول ما شافها فضل باصص ليها و مصدوم من كتلة الجمال اللي قدامه..
"
41	"ديما: مالك في ايه؟
"
42	"ديما: جاسر جاسر يا ابني..
"
43	"جاسر: احم في ايه؟
"
44	"ديما: مالك؟
"
45	"جاسر: مفيش...
"
46	"ديما: طيب عن اذنك..
"
47	"جاسر: انتي هتنزلي كدة؟
"
48	"ديما: اه وحش و لا ايه؟
"
49	"جاسر: و المسخرة اللي في وشك دي ايه؟
"
50	"ديما: ده روچ و كحل بس، و كمان الفستان طويل اهو و واسع ملكش حجة، و كمان اصلا اصلا كله هيبقي ستات يعني مفهاش راجل صعيدي و لا حاجة..
"
51	"ديما سابت جاسر و نزلت، و جاسر كان لسة مصدوم من جمالها..
"
52	"جاسر دخل خد دوش و خرج دخل اوضة الملابس..
"
53	"جاسر لبس عباية باللون الاسود و جذمة سوداء و ساعته و حط البرفيوم بتاعه و لبس ساعته
"
54	"جاسر نزل بعد ما خلص..
"
55	"فتحية: بسم الله ما شاء الله ايه يا بنتي جميلة اوي..
"
56	"ديما(باحراج): شكرا يا طنط..
"
57	"فتحية: ده انتي العروسة مش سعاد و الله...
"
58	"ديما(باحراج): يعني يا ريت تراعوا احراجي..
"
59	"اسماء: خلاص خلاص، قمر اوي..
"
60	"سعاد: انا جيت..
"
61	"ديما: يا قلبي، يلا اطلعي علشان اظبطلك وشك و الميكب، فين الفستان؟
"
62	"بنت: اهو..
"
63	"ديما: ماشي طلعيه..
"
64	"ديما و سعاد بيطلعوا لقوا جاسر نازل..
"
65	"جاسر: مبروك يا سعاد..
"
66	"سعاد: الله يبارك فيك يا بيه..
"
67	"ديما و هي ماشية اتكعبلت بفستانها و جاسر مسكها..
"
68	"جاسر: مش قولتلك..
"
69	"ديما: قولت ايه؟
"
70	"جاسر: مفيش..
"
71	"ديما: لا قول..
"
72	"دعاء: انا جاهزة يا جدعان..
"
73	"ديما سابت جاسر و طلعت هي و سعاد..
"
74	"دعاء: ايه ده محدش عبرني..
"
75	"دعاء راحت ورا ديما و سعاد..
"
76	"دعاء: ايه يا مزة كدة متعبرنيش..
"
77	"ديما: اسفة يا روحي مخدتش بالي..
"
78	"بنت: انتي هتظبطي العروسة؟
"
79	"ديما: اه في مانع..
"
80	"بنت: لا طبعا..
"
81	"فيروز و دنيا و سارة جم و دخلوا و قعدوا...
"
82	"دنيا: هتبدأي بأيه؟
"
83	"ديما: خشي خدي دوش يفوقك كدة و البسي الفستان..
"
84	"سعاد: حاضر..
"
85	"سعاد دخلت و خدت دوش و لبست الفستان و خرجت...
"
86	"فيروز: يلا انا متحمسة..
"
87	"سارة: دي هتحط بدرة و بس..
"
88	"ديما: ممكن يا سارة تسيبيني اشوف شغلي..
"
89	"ديما: دنيا هاتي ادوات المكياج بتاعتي..
"
90	"دنيا: اشطا يا جميل..
"
91	"دعاء: انتي عندك كل كمية المكياج دي؟
"
92	"ديما: اه..
"
93	"دنيا: دي بتجيب احسن الماركات..
"
94	"سارة: دي بتدهن وشها دهان كدة..
"
95	"ديما: اسكتوا بقي عايزة اشوف شغلي..
"
96	"ديما بدأت تحط الميكب للبنت و البنت كانت مبسوطة اوي..
"
97	"ديما: تمام كدة..
"
98	"دعاء: مين دي؟هي دي البت سعاد؟
"
99	"فيروز: دي جميلة اوي..
"
100	"دنيا: طبعا هي ديما اي حد و لا ايه؟
"
101	"ديما: طب هتنزلوا امتي؟
"
102	"سارة: لما ماما فتحية تقول..
"
103	"ديما و دنيا و فيروز و دعاء ضحكوا عليها و سارة متعصبة...
"
104	"-عند الرجالة...
"
105	"حسن: الف مبروك يا ابو سعاد..
"
106	"ابو سعاد: و الله مش عارف من غيرك كنت عملت ايه يا كبيرنا...
"
107	"محروس: مبروك الف مبروك..
"
108	"ابو سعاد: الله يبارك فيك يا محروس بيه..
"
109	"خالد(بهمس): ده ايه اللي جابه ده؟
"
110	"جاسر(بهمس): معرفش بس انا عايز اقتله في ايدي حالا...
"
111	"مازن: اهلا يا جاسر، ازيك يا خالد؟
"
112	"خالد: كنت بخير قبل ما تيجي..
"
113	"جاسر ضحك لخالد و سابوا مازن و مشيوا...
"
114	"حازم: احم اعمل ايه؟
"
115	"خالد: يا ابني انت لازق في الحلة..
"
116	"حازم: افندم؟!و الله تصدقوا اني غلطان، قولت اساعدكوا و سايب شغلي و جاي هنا...
"
117	"جاسر: حد قالك تيجي؟
"
118	"حازم(خد نفس عميق): انا حازم، ممكن نتعرف من اول و جديد و نحسن علاقتنا على الاقل لغاية ما امشي...
"
119	"خالد: طيب و انا خالد...
"
120	"جاسر: و انا جاسر..
"
121	"حازم: هنعمل ايه بقي؟
"
122	"جاسر: هنهتم بالرجالة بس...
"
123	"خالد: روح شوف اللي هناك دول يا حازم..
"
124	"حازم: تمام..
"
125	"على: جاسر..
"
126	"جاسر: نعم يا عمي..
"
127	"على: هو العريس اتأخر ليه؟
"
128	"جاسر: هو مش جاي و لا ايه؟
"
129	"على: هتبقي فضيحة لابو العروسة و فضيحة لابوك يا جاسر اتصرف...
"
130	"خالد: متقلقش هنتصرف احنا..
"
131	"على: ربنا يستر...
"
132	"جاسر: خليك انت هنا، هروح انا و الواد حازم..
"
133	"خالد: ماشي..
"
134	"جاسر: حازم تعالي معاايا..
"
135	"حازم: فين؟
"
136	"جاسر: هنجيب العريس..
"
