line	text
1	"مهجة بصدمة تنظر لليندا: انتي ازاي تعملي جاجة زي دي انتي مش عارفة خطر اللي انتي عملتي دا ايه الله يسامحك
"
2	"باسل: متقلقيش ياما بوي هو اللي طلب اكدي
"
3	"مهجة: ابوك هياءذيني احنا هنمشي
"
4	"سليم: لا يا مهجة لا اوعي تمشي اني مصدقت انك جيتي كيف عايزة تمشي اكدي اني ساكت من وقت ما جيتي
"
5	"ابو ليندا: وانت عايز ايه منها يعني.
"
6	"سليم: جايبها انهاردة عشان استسمحها قدام كل اللي واقفين دول ولادي ومرت ولدي حتى مرتي سامحيني يا مهجة ظلمتك اكتير قوي وعذبتك قوي ياريت تسامخيني عشان لو مسمحتنيش هفضل متعذب باقي حياتي خليني اقبل ربنا واني شايلة الحمل دا من علي كتافي نفسي اكفر عن الذنب دا.
"
7	"مهجة بدموع: ودا حسيت بي فجاءة كدا من يوم وليلة حسيت بي بعض بعدي عن ابني 15 سنه واكتر ولا بتعمل كدا دلوقتي لما عرفت ان ابني عرف مكان وقولت خلاص هيقرب ليه فالحقو قبل متبعدو عني زي مانا بعدتو عنها
"
8	"سليم: - لا محصلش ولا كنت اعرف انه شافك ولا انك مرت ابو ليندا عرفت كل دا بعد ما قولتلو واساليهم اتنينن قدامك اهمت.
"
9	"باسل قرب من والدته: اماه بوي طلب السماح بلا انتي ترفضي بوي مريدش اذاءي ليكي او لي بوي فاق متخسريش انتي انك تبقي قريبة منينا صلحك مع بوي هيقربك لينا اكتر بدون خوف
"
10	"زوجة سليم: ولدك عندي حق يا ام باسل الصلح خير
"
11	"نظرت لها مهجة باستغراب: انتي اللي بتقولي كدا ازاي
"
12	"زوجة سليم: مستغربة ليه يا مهجة
"
13	"مهجة: اولا انك شوفتي زمان كل حاجة بعينك كنتي اقرب واحدة لي ثانيا لانك حاليا مراتة مش معقول عايزاني قربلو.
"
14	"زوجة سليم: - شوفت زمان وشايفة دلوقتي انه اتغير قوي قوي انتي عارفة انتي صحبتي مهقولكيش حاجة تاءذيكي واصل
"
