line	text
4	حضرتك خابر ان ميادة مرتي من زمان جوي مش دلوك وخابر اني لو رايد اتمم چوازي منيها جبل اكده مكنش حد هيجدر يمنعني بس چيت على نفسي لما حسيت ان وچودها چنب مني هيأذيها هملتها تسافر وتبعد بس دلوك لاه اني تعبت ومبجاش جلبي يتحمل بعاد تاني والحل اللي جولتلي عليه مناسب عالجليل دلوك.
5	تمام انا شايف ان ميادة مش هترفض بس الأصول نكلم والدتها واخوها الكبير الأول ولو وافقوا نجهز اللازم ونفرح بيكم هنا...
6	يعني ايه، ولو چاد وخالة نوارة موافجوش..؟ ايه الحل؟
7	هنشوف يانوح بس اعتقد انهم مش هيرفضوا حتى لو في اعتراض فمصلحة ميادة هتبقى أولوية بالنسبة ليهم
8	اتمني، وعالعموم انا هنتظر ردهم وبعد اكده هكلم امي وخالي فهد هو التاني ويبجى عنديهم خبر.
17	يعني امشي؟
18	لأ
19	طيب ايه مش هتاخدي الورد بتاعك؟
20	لأ.
21	وبعدين كله لأ كده؛ يعني لو قولتلك بتكرهيني هتقولي لأ برده
37	خالي فهد چارك ولا لاه؟
43	ملكش صالح بحد ونوارة من غير كلام فاهمة وخابرة كلامك زين.
45	حاضر يا خال..
57	انا خايفة نكون اتسرعنا، خايفة عليها يا يزيد؟
58	الخوف منفعناش بحاجة خلينا نديها فرصه تعيش يا سهيلة حرام البنت عمرها بيضيع عالفاضي
60	وانا يا ست سهيلة، مش من حقي اقضي يومين عسل انا كمان
61	انت من حقك فرحة الدنيا كلها، من حقك عمري كله
67	بزيداكي يانوارة حرام عليكي، جال يتحشم جال، الواد فاض بيه، اني لو مطرحه هخطفها واخبيها عن الناس
68	اني كل اللي يهمني انها مبسوطة جوي
69	وهو كمان مبسوط، ربنا يعوض عليهم
70	وعليك ياأبو چاد
71	الست نوارة النهاردة بتتكلم بجلب جامد جوي
72	بكيفها، ولا تحب انادملك رباب تاخدك بعيد عننا
73	اخوك وين يا چاد؟
74	بيذاكر يامه، عنده امتحان جريب.
75	خابرة ياجلبي، بس جوله ياچي يجعد معانا
76	اندهله وهات مرتك ياچاد تلاجيها لسه منماتش
77	لاه صاحية بتحضر العشا
78	لاه اني معاود عمتك لحالها في الدار
79	اتعشي وروح يا ابوچاد
80	لاه، اني فرحتي النهاردة مشبعاني جوي، يلا تصبحوا بالخير
85	خايفة مني ياجلبي؟
86	ارجوك يانوح خليني امشي، انا مش هقدر، انا حاسة روحي بتطلع
89	افهمني يا نوح، انا بخاف من اي حاجة لونها أبيض، بحس ان اللون ده لازم يتلوث لازم يتغرق بالدم، يمكن انا مش طبيعية بس..
99	الحجني يا حماد شكلي هولد دلوك
100	وااه تولدي كيف وانتي في السابع؟
101	مخبراش، الحجني وخدني على المستشفي.
