line	text
3	صباح الخير شباب
4	صباح النور برنسيسة
5	جاهزين
6	ايوة
7	فين هاري
8	الباشا هيحصلنا على المطار
9	تمام يالا شباب
11	شمس حبيبتي
12	شموسة
13	شمسي
15	حمدلله على السلامة حاتم
16	الله يسلمك يا شموسة
17	يالا حبيبتي نروح
18	لا احنا هنسافر على الصعيد يالا
23	شمس هما يعرفو اننا هنوصل
24	اكيد زمان البلد كلها في انتظاركم
25	انا هروح البيت ولما استريح هنبقي نيجي
26	ايه ده هو انا مش هروح لبابي
27	لا حبيبتي الاصول بتقول تروحي بيتك ولما تستريحو احنا هنيجي زيارة
28	شمس امني نفسكم بسرعة
29	اوعو تنزلو من العربية حتى لو بموت
30	بلاش تنزلي شمس
31	بلاش تخاف.
36	ووووووووه الكبيرة بنفسها قدامي يا فرحتي
37	شفت كيف الكبيرة اتنزلت ووقفت قدام واحد ذيك
38	واحد ذي مقبولة منك يا كبيرة بس حبايبك كتير اوي
39	ارجوك زين محدش هينزل ديه الأوامر
40	يعني ايه
41	محدش ينزل وسكتو
42	مش قولتلك حبايبك كتير
43	واعدائي اكتر صح
44	صح بس انا اللي غلطان اني سبتك زمان.
45	يا راجل حد قالك تسبني 7 سنين وانا مستنية اليوم ده واخيرا جيه
46	المطلوب مني وقتها اقتل امك و اخوكي مكنش يعرف انك هتبقي بالقوة ديه
47	انا مش بس قوية لا انا هبقي ملك الموت ليكم
48	والله لقتلك يا بت المنشاوي.
49	عمرك مهتنول الشرف ده انا طول عمرى قوية بدعي الناس ورضي اهلي عليا وعمر ربنا مهيرضي يهني و يكسرني انى انقتل على ايد واحد ذيك وقولتها من 7 سنين وهقولها تاني هحسر الارض و البحر و السما على موتك وده وعد شمس المنشاوي كبيرة الصعيد كله
50	هنشوف يا بت المنشاوي.
53	حضرتك كويسة يا كبيرة
54	ابعت للاسعاف بسرعة مش شايف الرجالة
55	اوامرك يا كبيرة
57	انتى كويسة شمس
58	شمس حبيبتي ردي علينا
60	شمس شمس فوقي
61	شمس
62	هاااااا ايه حبيبي انا كويسة متقلقش
63	متاكده.
64	شمس حصلك حاجة
65	لا يا روحي انا كويسة متقلقيش
66	الدم ده منك ولا منهم
67	منهم ممكن تروحو العربية علشان انا خايفة عليكم
68	الاسعاف على وصول يا كبيرة
69	ماشي
70	احم من فضلك لازم تيجي معانا المدرية
71	تعرف تخفي من وشي غوررررررررر
72	تحت امرك يا كبيرة
74	شمس انتي زينة يا قلبي
75	كويسة يا جدي
76	انتم كويسين يا ولاد
77	الحمد لله يا جدي
78	مين عمل كده يا كبيرة
79	هنشوف هنشوف
80	هو مين ده
81	نفس الشخص اللي قتلك امي
82	وسبتية عايش
83	الصبر يا جدي الصبر المجهول بيحفر قبرة بايدة وانا من هرحم حد
84	يا كبيرة الاسعاف خدو الرجالة ولما حضرتك تستريحي اتفضلي تيجي المدرية
85	لما يجي مزاجي.
86	براحتك يا كبيرة أو ممكن اجي انا لحد عندك
87	هنشوف
90	هنعمل ايه يا قصي
91	ولا حاجة انا طلبت من السكرتيرة تتصل على شركة SH. Z. H وهنروح نتفق معاهم
92	تفتكر هيوافقو
93	طبعا لازم يوافقو
94	يلعن ابو شكلك و غرورك يا شيخ
95	روح يا قصي ربنا يرزقك بواحدة تطلع عليك القديم و الجديد
96	محدش يقدر
98	قصي بيه
99	المعاد بكرا الساعة كام.
100	لا حضرتك المدراء مسافرين وهيرجعو بعد اسبوع وانا خت ميعاد يوم السبت الساعة 11 الصبح
101	لسه هفضل اسبوع
102	والله العظيم انا مليش ذنب
103	روحي يا بنتي شوفي شغلك
104	امر حضرتك
110	انتى زينة يا قلبي
111	زينة يا شمسي
112	خيتي انتى زينة
113	الحمد لله بدر
114	على فكرة احنا اللي كنا مسافرين مش هي
115	وانت زعلان ليه انا ابقي منكم
116	بابي حبيبي وحشتيني اوي
117	وانتى كمان اتوحشتك اكتر يا قلب ابوكي.
118	منور يا حمايا العزيز ممكن مراتي
119	ملكش حد عندنا
120	لا انا ممكن اقتل شمس بس نيرو متبعدش عني
121	شمس مين يا ابن الشاذلي
122	انتى يا بت المنشاوي
123	لوحدك ولا محتاج مساعدة
124	احم احم يالا يا جماعة نرجع البيت علشان نستريح
125	اقعد يا واد هناكل الاول وبعد كده ابقو امشو
126	اقعد يا راجل خفت اياك.
127	لازم اخاف يا جماعة ديه شمس المنشاوي سمعتها سابقة الكل
132	يا كبيرة في ناس عوزينك برا
133	مين دول
134	من الشرطة
136	انتم مين
137	احم انا اسف يا كبيرة المقدم عاوز حضرتك
138	هو فين
139	حالا يا كبيرة بس هو بيعمل مكالمة تليفون
141	اسف جدا بس كانت مكالمة شغل
142	خير يا باشا
143	حضرتك شمس المنشاوي
145	انا هي شمس المنشاوي
146	انتي
147	انت تعرفها
148	ااااااا
149	حضرتة لعبت قدامه رماية
150	صح تسمحيلي اقدم نفسي انا عمرو الدمنهوري مقدم شرطة
151	تحت امرك يا عمرو بيه
152	حضرتك مطلوبة للتحقيق
153	لوحدك ولا معاك حد.
154	لوحدي طبعا
156	نورت الصعيد الحبه الصغيرين دول عمرو الدمنهوري
157	اذاي ده حصل
158	اي شخص بيدخل في مشاكل عيلة المنشاوي بيسكن قبره معاك لبكرا الصبح وبعدها مش مرحب بيك في الصعيد كله
159	انتى بتقولي ايه
160	اهدي يا عمرو بيه علشان صحتك وياريت تنفذ الأوامر
161	انتى مين وذاي عملتي كده.
162	انا شمس المنشاوي كبيرة عيلة المنشاوي والصعيد كله اسال عليا يا سيادة المقدم وهما يعرفوك مين انا
163	يعني ينفع اوصل النهاردة ومشي بكرا الصبح المفروض استريح شوية يعني اسبوع وسمحيلي افضل هنا
164	اسبوع ومالو منور وهتنزل في ضيافة عيلة المنشاوي
165	شكرا يا شمس هانم
166	الكبيرة شمس المنشاوي
167	نعم.
168	اسمي الكبيرة شمس المنشاوي مرعي مرعي
