line	text
1	ممكن اعرف ايه السبب
2	عشان ببساطة يا بابا مبحبوش
3	زياد شاب مكافح ورجل قد المسئولية وهيحبك وولد عمك كمان هيحافظ عليكي
4	كل دا ميسواش يا بابا قصاد اني مبحبوش افهمني انت عارف يعني ايه حب
5	خابر وخابر زين كمان بس اني معايزكيش توجعي قلبك ومعايزكيش تتعلقي في حبال دايبة
6	حبال ايه اللي دايبة يا بابا.
7	فكراني مش حاسس بيكي فكرانث مخبرش انك بتحبي رعد وهو مش بيفكر فيكي ولا شايفك غير انك بس خيتو
8	لا انا مبحبش حد ولا رعد ولا غيره انا عايزة اركز في مستقبلي وبس
9	متضحكيش عليا يا بتي اني فاهم كل حاجة و عشان اكدي هسيبك تفكري زين ومش هخلي زياد يستعجل هقولة فرحة بتفكر
10	بس انا مش هفكر انا خلاص فكرت وقررت مش عايزة زياد مبحبوش
13	قلب اخوك وحشتني اوي ايه يا جدع كل دي غيبة
14	حياتي تسلملي يارب غصب عني والله يا رعد انت عارف نظام شغلنا مش بعيد عليك
15	اه متقوليش دي حاجة صعبة بس سبحان الله انا عامل زي السمك لو بعد عن شغلي دا اموت دا انا مخنوق عشان مفيش اي مهمات الايام دي.
16	اه سمعت انك مانتخ الايام دي في البت ايه مش ناوي تتجوز يا بني بقي عايزين نفرح بيك
17	اه نويت
18	حلو اوي انا كمان نويت خلاص يالا عشان نعمل انا وانت فرحنا مع بعض
19	بجد مين دي وامتي كدا تخبئ علي اخوك تصدق انك قليل الاصل
20	والله لسه الموضوع طازة يا بني حتى لسه مش عارف راءيها ايه هتوافق ولا لا.
21	حد يقدر يرفضك برضو مين الهبلة اللي ممكن تعمل كدا
22	فرحه بنت عمك زين بحبها اوي يا رعد بس هيا مش حاسة بيا نهائي
23	فرحة
24	ايوا يا بني فرحة واهو كلمت عمك زين وطلع يكلمها يارب توافق يا زين دي امنية حياتي بجد الحاجة الوحيدة اللي بحلم بيها طول عمري انها تكون ليا
25	انت بتحبها من زمان علي كدا
26	من يوم ما عرفت الدنيا مشوفتش غيرها.
27	ربنا يتمملك علي خير يا خويا وهيا مش هتلاقي احسن منك اصلا
28	حبيبي ربنا يخليك ليا وابقي كلمها كدا هيا بتعزك
29	حاضر يالا بقي هطلع انام انا
30	طيب قولي هتخطب مين انت كمان
31	بعدين بعدين
33	هو كل شوية حد هيدخلي يكلمني في الموضوع دا قولت مش هتجوز لو اخر واحد في الدنيا مش هتجوزه وانتي عارفة ليه يا همسة.
34	عارفة بس اللي في بالك ولا سال فيكي ثم بمرح تعرفي انا لوله بعشق اخوكي اللي مبيحسش دا هو كمان كنت حبيت زياد دا دا مز يا بت هههه والف من يتمنا
35	علي نفسة ميهمنيش جمالة
