line	text
1	"يالا خلصي و اجلعي الفستان دي، خلينا نخلص ليلتنا
"
2	"نظرت له حور و قالت:
"
3	"وقح
"
4	"لا لسانك دا يتلم مش عاصي الجبالي اللي حرمه تكلمه أكده و انا سيبتك تتدلعي بكيفي فننجزي بقا
"
5	"نظرت له بضيق و كراهية و فركت أصابعها بتوتر و بدأت في خلع فستانها ببطء شديد فهي كانت تشعر بالخجل منه، و ابتلعت ريقها و أخذت ترفرف بأهدابها الكثيفة و سارت البرودة في جسدها لتصبح مثل قطعة الثلج.
"
6	"ما تخلصي عاد و لا انتي فكراني هجولك خلي جوازنا على الورق زي الروايات و المسلسلات الهندي مليش في الكلام دي عاد
"
7	"قام عاصي بخلع ملابسه على الفور و كانت هي تراقبه بدهشة و لكن لم تستطيع أبعاد نظرها عنه فصدره العالي و خصره المرسومة و عضلاته القوية جعلتها تفقد عقلها لوهله، انتبه إليها عاصي و قال:
"
8	"هتاكليني بعينكي الحلوة دي
"
9	"اصطبغ وجهها بالحمرة و اشاحت بنظرها و تنفست بصعوبة.
"
10	"اكملت حور ما تبقى و بقيت بملابسها الداخلية و اشتعل وجهها خجلا من نظراته إليها و كان جسدها ينتفض
"
11	"و قالت بحزم:
"
12	"هنفضل أكده يعني؟
"
13	"اقترب منها و عندما وضع يده على خصرها، اترجف جسدها و تراجعت خطوة
"
14	"الخجل مطلوب برضو بس مش انهاردة يعني فكيها
"
15	"نظرت إليه بغضب و ضيق و قالت:
"
16	"مش فاهمة انت اتجوزتني ليه؟
"
17	"مر سبابته على شفتيها ليفرقهم و قرب وجه منها، و أنحني ليقبل شفتيها فهو انتظر تلك اللحظة التي يلتهمهم بها فقد تتطوق كثيرا لذلك، ابتعد عنها قليلا فهو يراعي شعورها بأنها اول مرة يقبلها رجل و خجلها منه
"
18	"و بالنسبة لها فاحمر وجهها بشده و اصحبت مثل حبة البندورة
"
19	"مرر يده على ظهرها، ليفتح حمالة الصدر خاصتها و بعد ذلك ازحها عنها برفق، تسارعت انفاسها و زادت ضربات قلبها، متوترة من الخطوة القادمة.
"
20	"أبتعد عنها قليلا و مرر يده عليها ليلمس ثديها برقة، تصاعدت الدماء إلى وجهها، ابتسم عاصي على خجلها منه و قال:
"
21	"سيبك من الخجل دي عاد، دا لسه الموضوع يطول شرحه
"
22	"ابتلعت حور ريقها و قالت:
"
23	"ما كفاية اكدة
"
24	"دي البداية يا حوريتي
"
25	"حملها بين ذراعيه فجأة و اتجه إلى الفراش، اوصدت هي عيناها لشعورها بالخجل منه و ظل صدرها يعلو و يهبط وضعها عليه برفق و قبل شفتيها بنعومة و قال:
"
26	"متخافيش
"
27	"نظرت إليه و قالت:
"
28	"هخاف من ايه عاد؟
"
29	"بكيفك انا غلطان يا ستي
"
30	"دفن وجه بعنقها و قبل عظمة الترقوة خاصتها بنعومة و رقة و لكنه كان يشعر بتخشبها و قال هامسا لها:
"
31	"ما تسيبي نفسك يا حور
"
32	"نظرت بضيق إليه و قالت بنبرة يشوبها الجمود لا يا عاصي انا مستحيل اسيبلك نفسي
"
33	"طيب يا حور بكيفك؟، بس لو حسيتي بحاجة ابجي قوليلي لاني مشتاق اوي
"
34	"ملكش صالح بيا
"
35	"دا انتي غم بس بحبك.
"
36	"كانت حبيبه جالسة تنهي مذاكرتها و بعد ذلك خطر ببالها أن تحدث بلال فهو حاول الاتصال بيها
"
