3	"وقح
"
8	"هتاكليني بعينكي الحلوة دي
"
12	"هنفضل أكده يعني؟
"
16	"مش فاهمة انت اتجوزتني ليه؟
"
21	"سيبك من الخجل دي عاد، دا لسه الموضوع يطول شرحه
"
23	"ما كفاية اكدة
"
26	"متخافيش
"
28	"هخاف من ايه عاد؟
"
31	"ما تسيبي نفسك يا حور
"
40	"عايز اشوفك حالا و اختك خلاص مبقتش في البيت
"
42	"لا طبعا مينفعش ممكن ابويا يصحي دوك
"
46	"هتسيبي اختك تتحكم فيكي و بعدين ما هي اتجوزت عاصي اهو.
"
48	"هموت و اعرف ازاي رضيت به؟
"
50	"هي عيناها منه من زمان و راحت تتخطب لشبل عشان تكيده و اهي بالآخر اتجوزته
"
54	"و آخره يا بلال
"
58	"عاصي
"
62	"منك لله يا عاصي.
"
66	"ملكش صالح بيا عاد
"
68	"مالك بس يا حور؟
"
71	"ليه ليمون انا و بعدين طبيعي يعني امبارح ليله دخلتنا
"
73	"طلعت شبل
"
75	"اها يا حور خلاص، تعالى افطري
"
80	"اجعدي كُلي
"
82	"مرتاح اكدة
"
85	"بعد بجا
"
87	"ايه الحلاوة دي؟
"
89	"خليني...
"
91	"عاصي
"
93	"مكسوفة
"
95	"لا بس خليني اقوم مينفعش اكدة
"
97	"خدود عايزة الاكل
"
99	"هو في عروسة تلبس بيجامة دا ايه الهم دي
"
101	"ايه مش عاجبك؟
"
103	"انت هتعمل ايه؟
"
106	"بعد يدك عني و الا هزعلك والله
"
108	"مش اكدة يا حوريتي.
"
110	"انت قليل الحيا
"
113	"كفاية بجي، و خليني اقوم عشان اروح لأبويا
"
115	"ابوكي ايه يا حور دا يوم الصباحية لو خرجتي الناس هيقولوا علينا إيه؟
"
117	"عاصي بعد بجا
"
120	"كداب يا عاصي
"
122	"قلبي مدقش لغيرك والله
"
126	"حاسه اني في سبب ورا الجوازه دي
"
132	"اعملك شاي
"
137	"ليه اتجوزت كتير يا عاصي؟
"
140	"من حقي اعرف انا هشوف ايه معاكم، حسبتك تعبان فقولت عشان كدا بس النتيجة طلعت غلط، فمعنى كدا كان في سبب تاني مش معقول كلهم كانوا وحشين ريحني يا عاصي
"
142	"حور انا همشي
"
144	"اتجوزتني غصب و هددتني بأختي، و يوم كتب كتابي خدت خطيبي و رمته في السجن ليه كل دا عشان بتحبني يعني؟!
"
147	"بحبك يا حوري
"
149	"مستحيل احبك يا عاصي...
"
152	"دا على أساس انك كنت هتسيبني، و بعدين انا مش عيله و طفله هقولك خلي جوازنا على ورق و انا عارفه انك...
"
7	"انتي لسه جايه؟
"
10	"مالك يا حور
"
15	"دا ملهوش علاقه بحبي ليكي
"
17	"كفاية كدب بقا كفاية حب ايه و انت مش عايز تخلف مني بتحرمني من حاجه حتى من غير ما تقولي
"
20	"لو معندكش سبب واضح طلقني
"
22	"مستحيل أطلقك يا حور
"
25	"عادي يا حور عادي مكنتش عايز اخلف بس لو انتي عايزة عادي براحتك
"
27	"مش مصدقة يا عاصي، مش انت اللي هتخاف تقولي انك مش عايز تخلف، اكيد عندك سبب تاني
"
30	"عاصي بلاش تخذليني المرة دي كمان
"
33	"ارجوك يا عاصي جاوبني
"
35	"جوابي الوحيد اني بحبك يا حور
"
37	"مش قادرة اصدقك يا عاصي
"
39	"ما تيجي نسافر يا حور، ننزل القاهرة و نعيش هناك و وقتها مش هيكون في حاجه
"
41	"و دا ليه يا عاصي؟ إيه ممكن يحصل هنا
"
44	"و اهلك مالهم بينا
"
46	"مفيش، بس الأفضل اننا نمشي من هنا...
"
48	"مش هتاكلي
"
50	"مش عايزة اطفح و ياريت محدش يدخلي
"
52	"على فكرة اللي انتي بتعملي دا مش مناسب خالص فحولي تحسيبها بعقلك
"
55	"عمي منصور بيفكر يجوزك اخويا وليد.
"
57	"نعم انا مستحيل اتجوز الحيوان دا
"
60	"ينفع تساعديني امشي
"
62	"مستحيل تعرفي تمشي من هنا يا أمنية، عمي مش هسيبك...
"
64	"نعم يا بلال
"
67	"عادي يا بلال و بعدين انت كنت فين و انا محتاجك
"
69	"حبيبه عاصي و اختك ميعرفوش اننا لسه بنتكلم و بعدين انا كنت هموت من القلق عليكي
"
71	"انت كداب يا بلال و بعدين شوفلك واحدة غيري تتسلي بيها
"
74	"ونبي لو حد شافك هنعمل إيه؟
"
79	"اسف
"
83	"و عاصي الجبالي بيتغصب على إيه و نبي بلاش تضحك عليا
"
85	"مش مهم ايه حاجه يا حور و اعرفي انك الحاجه الوحيدة اللي اتمنيت الوصول ليها
"
87	"انا مش واخده منع حمل و مش عايز تخلف متقربش مني
"
91	"مفيش ست تقبل بحاجه زي كدا يا عاصي، و الموضوع دا بيكون باتفاق الطرفين
"
95	"انتي شايفه كدا؟
"
98	"و انتي من اهلي.
"
103	"وحشتني اوي
"
105	"ايه اللي انت عملته دا انت مجنون؟
"
107	"هو انتي لسانك طويل ليه؟
"
109	"هو انا مش بوحشك يا حبيبه؟
"
112	"فين الاوضه اللي انتي قاعدة فيها
"
115	"مينفعش أكده يا بلال ابعد بقا
"
118	"اقسم بالله يا بلال لو ما بعدت لأصوت...
"
120	"صوتي لو هتقدري تواجهي اختك و تعرفها انك لسه على علاقه بيا
"
122	"انت عايز ايه يا بلال؟
"
124	"هكون عايز ايه غيرك
"
126	"مينفعش يا بلال من فضلك ابعد عني
"
128	"و انا عايزك تقربي مني اوي
"
130	"بلال ابعد عني و اطلع برا انا مش النوع دا فاهم
"
133	"هشش لو اختك شافتك معايا مش بعيد تقتلك
"
135	"انت...
"
137	"ما قولتلك اني معجب بيكي و مش هسيبك بالسهولة دي و خلاص انتي بقيتي هنا يعني الحوار سهل
"
139	"انت حيوان و حقير
"
142	"يمكن بس انا حبيتك بجد.
"
1	"هو مش انتي ضكتورة برضو و لا إيه؟
"
3	"اها خير انت مريض؟
"
8	"اتفضل على سرير الكشف
"
10	"هتشتكي من ايه؟
"
13	"اللهم طولك يا روح.
"
15	"زي الفل مفيش حاجه واصل
"
17	"جلبي نبضاته مش منتظمة يا ضكتورة
"
19	"ما تلم نفسك عاد بجي، و اتفضل أعدل خلاجتك و امشي
"
22	"مش هخليكي تتجوزي
"
24	"واضح انك مخبول أو عقلك ضارب، بص بجي انا و شبل مخطوبين و هنتجوز غصبن عنك.
"
26	"انتي عسل قوي يا حور بس تعرفي نفسي في ايه؟
"
28	"نفسك في ايه عاد؟
"
30	"نفسي ادوق طعم الشفاف دي
"
32	"انت عديم الرباية
"
37	"اتفضل بدل ما اصوت و ألم الخلق عليك يا عديم الأخلاق
"
42	"بتحلم
"
45	"اتلم بجي مش اكدة، و بعدين كل الحريم اللي اجوزتها دي مملتش عينك
"
48	"مش هتجوليلي تصبح على خير يا جلبي
"
50	"مش صوح انك تمشي ورايا اكدة
"
52	"جاي على بالي اني ابوسك قوي
"
56	"أكده يابا جاعد مستنيني
"
59	"ربنا يخليك ليا يا ضي عينا، حبيبه نامت
"
62	"طب كفاية سهر اكدة و ادخل نام
"
65	"زميلتي في الكلية، اتاخرت انهاردة؟
"
70	"سوري بس اختي جات
"
72	"و اختك هتتحكم فيكي ولا إيه؟
"
76	"هقفل معاك بجي و نكمل على الواتس
"
79	"منمتيش ليه؟
"
82	"قولي يا ست عايزة ايه؟
"
85	"تفتكري واحد زي عاصي الجبالي هيتجوز واحدة زيي ليه؟، انا بنت غفير كان شاغل عندهم
"
87	"ايوه بس هو أتقدم ليكي و بعدين إيه المانع
"
91	"عاصي كداب يا حبيبه و كان عايز يتسلى بيا و لما ملقاش سكة قال يتجوزني مع انه كان لسه متجوز و مطلق
"
98	"يا بنتي ليه اكدة جولتلك متنزلش من البيت في الوقت دي
"
105	"ملكش صالح بيا عاد؟
"
108	"بجد و لا عايز تتضحك عليا؟
"
110	"لا والله بس ميصحش تقفي هنا كتير، امشي جنبي و متخافيش
"
112	"شكرا
"
115	"حور
"
118	"عن أذنك
"
120	"مش اكدة يا ولد خالي
"
123	"حته بسكوتة عايزة الاكل
"
127	"انا عايزة انام بجي
"
131	"يبقى هنفضل طول عمرنا في الفقر دا يا حور
"
135	"نعمه الحمد الله
"
140	"فرحان جدا انك وافقتي
"
143	"عايز اقولك على حاجه بس متفهمنيش غلط
"
145	"اتفضل
"
147	"انا معجب بيكي و عايز نرتبط
"
149	"نرتبط كيف يعني؟ انا مليش في الكلام دي
"
151	"اكيد يا حبيبه بس انا كنت صريح معاكي و لو مش عايزة عادى اعتبرني مقولتش حاجه...
"
153	"انا ماشي عن أذنك...
"
3	"انا لازم انزل البلد دلوقتي ابويا مات
"
6	"لا يا حبيبتي انا هروح، هتخليكي هنا و لا اوصلك على البيت
"
15	"سيبه يا عاصي خلي ياخد جزاءته على اللي عمله
"
18	"شبل حد الفلوس اللي كانت في الخزن و دا معناها اننا معندناش سيولة عشان نمشي المصنع و غير الاتفاقات اللي مضى عليها و خد عربونها
"
20	"اقسم بالله لأقتله لو شوفته
"
22	"مش عايز اسمع كلام ملهوش لأزمة، دلوقتي خلاص ابوك مات و الليلة خلصت، بالنسبة ليك يا عمي كل الأراضي من حقك خدها و ليك حرية التصرف فيها، و البيت دا هيفضل لينا كلنا و المصنع نفس الكلام و انا اللي المسؤول عن تمويله
"
24	"و هتسيب اللي قتل ابوك
"
26	"كما تدين تدان يا مديحة هانم، جوزك من فترة راح عشان يقول لأبوه حور كلام زي السم و الراجل مات و نفس الكلام حصل معاه بس ابنه بقا كان سرقه و الله اعلم لما كلمه قاله إيه؟
"
28	"كلامك زين
"
30	"يبقي كل واحد يشوف هيعمل ايه؟ و انا همشي
"
32	"هتمشي و تسيبنا يا ابني
"
36	"لا مفيش سفر يا عاصي
"
38	"يا حبيبتي انا و تاليا كنا نازلين شهر و اديني اخرتها معايا بسبب الظروف اللي حصلت
"
42	"لا يا عاصي مفيش سفر
"
49	"طب و حبيبه؟
"
52	"عريس مين دا؟
"
55	"ما لسه بدري
"
58	"خير يا حبيبي ابوك مش فاضي و على طول في الشغل
"
60	"كله عشانه والله
"
63	"خلي بلال يقتلني بقا
"
65	"بصراحة انا بحب عاصي اكتر.
"
68	"طب اعمل ايه انا قولت لعاصي و هو طلب من اختك انها تقولك و اعملي نفسك متفاجئة
"
70	"انت قولت لعاصي اننا كنا بنتكلم و كدا و لا؟
"
73	"أن شاء الله هتوافق.
"
76	"اتوحشتك قوي يا ولدي
"
78	"و انت كمان يا امي
"
80	"عقبالك يا بنتي عايزة اشوف ولاد ابني
"
82	"بظبط اربع شهور و هتلاقي وصل
"
84	"يجي بالسلامة
"
87	"طلعنا ليه؟
"
90	"بس بقا يا عاصي
"
92	"ارتاحي شوية و بعدين انزلي
"
94	"والله انا كويسه يا عاصي و جايه عشان احضر سبوع عاصي الصغير
"
97	"بحبك اوي يا عاصي و بحمد ربنا إنك عملت كل حاجه عشان نتجوز لاني عمري ما كنت هبقي سعيدة مع حد غيرك
"
99	"و انا بموت فيكي يا حوريتي.
"
101	"حاضر
"
103	"كفاية رومانسية بقا
"
107	"بتتكلموا في ايه؟
"
109	"حبيبة بتستعجلنا
"
111	"عقبال سليم و حورية يا حوريتي
"
113	"يارب يا حبيبي يعدوا الأربع شهور دول بسرعة
"
3	"والله لوريها
"
5	"ابنها و مات قبل ما تشوفه و كمان تصدم في جوزها
"
7	"اجفل خشمك، و خليني ساكت عاد
"
15	"هو فين؟ و ازاي حصله كدا
"
18	"و هو حالته كويسه و لا؟
"
21	"كله بسببها، ست الضكتورة.
"
23	"روح انت يا خال بلاش تتعب نفسك
"
25	"هو هيجوم ميته؟
"
30	"و انا هفضل مع اخويا
"
