line	text
1	"طرقات على باب الشقة جعلتها تندفع هاتفة: طيب جاية. حااااضر.
"
2	"كانت تعتقد أنه أحد إخوتها لكن ما انفرج الباب حتى تطلعت نحو الطارق لتشهق في صدمة مغلقة الباب من جديد. لا تصدق ما رأته عيناها.
"
3	"عاد الطرق من جديد لتفتح الباب في هوادة متطلعة نحوه هاتفة في تعجب: أنت ايه اللي جابك هنا!؟
"
4	"هتف منتصر مؤكدا في هدوء: جاي ازور سيادة العميد. عندك مانع. روحي بلغيه. ولا انتوا بتقابلوا ضيوفكم ع السلم!
"
5	"هتفت بدور: انت بتهزر! ابلغ مين!؟ لا مليش دعوة. أنا هدخل. وانت رن تاني وأي حد يفتح لك ويبلغه غيري. قال بلغيه. مليش فيه.
"
6	"أمسك ضحكاته هاتفا: يا جبانة.
"
7	"وما أن هم باستطراد الحديث حتى هتفت تسبيح من الداخل: مين يا بدور!؟
"
8	"اضطربت واندفعت للداخل وما هي إلا برهة وكانت تسبيح تستقبله في حفاوة توصله حتى غرفة الصالون. واستأذنت لتخبر حازم. الذي تطلع نحوها متعجبا: معقول! يمكن جاي وعنده جديد.
"
9	"هم بالخروج من الغرفة لتستوقفه تسبيح هاتفة بنبرة أم أدركت ما بقلب ابنتها تجاه منتصر: حازم! مينفعش تتساهل شوية.
"
10	"تنهد حازم مؤكدا: في حاجات مينفعش يبقى فيها تنازلات يا تسبيح. ربنا يسهل وبكون جاي بالخير.
"
11	"اندفع حازم نحو الصالون وما أن ابصره منتصر حتى انتفض محييا في احترام. جلسا قبالة بعضهما.
"
12	"ليهتف به حازم مشيرا لعلب الحلوى المتعددة التي كان قد وضعها جانبا ما أن دخل الغرفة: مكنش في داعي تكلف نفسك يا منتصر. أنت داخل بيتك.
"
13	"ابتسم منتصر وهتف متفائلا: وده العشم برضو يا فندم. أنا جاي اجدد طلبي بخصوص الآنسة بدور.
"
14	"ابتسم حازم هاتفا: اكيد وصلك من المرة الأولى إن دي حاجة تسعدنا. أنت ظابط محترم وأخلاقك عالية. وأنا معنديش أي اعتراض عليك. بس يا ترى. الشرط اللي قاله عمي عاصم فالبلد هيتحقق!؟
"
15	"تنحنح منتصر هاتفا: أنا جاي عشان اثبت رغبتي الحقيقة. حاولت اقنع أهلي كتير بس للأسف مفيش أمل. وكنت متعشم إن حضرتك تتغاضى عن الشرط ده.
"
16	"هتف به حازم مستنكرا: عايزني اجوزك بنتي وانت جايلي بطولك يا حضرة الظابط!؟
"
17	"نكس منتصر رأسه مستشعرا الهزيمة ليستطرد حازم بنبرة حانية: مجيتك دي كبيرة قوي عندي. لكن حط نفسك مكاني كأب. هل هاترضى تجوز بنتك لواحد جايلك بطوله! إجابتك هاتبقى كفاية عشان ننهي النقاش.
"
18	"تنهد منتصر ونهض في انهزام مستأذنا. وما أن رحل حتى طلت بدور من حجرتها وقد سمعت الحوار كله عن طريق الشرفة المشتركة بين حجرتها وحجرة الصالون.
"
19	"تطلعت نحو حازم وتسبيح وانفجرت باكية في وجع وأخيرا عادت لحجرتها تغلق عليها بابها من جديد.
"
20	"دخل حازم حجرته تتبعه تسبيح باكية وهتفت متحسرة: بدور بتحبه يا حازم.
"
21	"أكد حازم وهو يضع رأسه بين كفيه: عارف. وهو كمان بيحبها وعايزها بجد. بس أنا فأيدي إيه أعمله!
"
22	"تنهد وهتف مستطردا في حنق: أنا لو عليا أجوزههم. بس فيه حاجات كتير تمنع. أولهم خوفي عليها.
"
23	"جلست تسبيح تربت على كتفه تحاول تهدئته: طب اهدى يا حازم. اهدى عشان خاطري. للسكر عندك يعلى. وهم لو ليهم نصيب في بعض ربنا هايقسم بالنصيب.
"
24	"وملست على رأسه تشاكسه: ولا أنت شكلك نسيت حكايتنا!؟
"
25	"ابتسم في شجن مؤكدا: حرام عليكِ. هي دي حاجة تتنسي برضو!
"
26	"ابتسمت بدورها ليتنهد أمرا: قومي شوفي بدور. طيبي بخاطرها. وأنا هقوم ألبس ونازل المديرية. كانوا طالبني من ساعة وأنا أتأخرت عليهم.
"
27	"ربتت على كتفه من جديد واندفعت نحو غرفة بدور تحاول أن تشاركها وجيعتها التي تدرك تماما أن ما من شىء يمكن أن يداويها.
"
28	"وصل لنجع الصالح أخيرا في سلام. وعرج على بيت عمته هداية وما أن خطت قدماه عتبات الدار حتى ارتفعت الزغاريد من هنا وهناك.
"
29	"تعجب هاتفا في مزاح: إيه في! كل الفرحة دي عشان شوفتي!؟
"
30	"قهقه عبدالله الذي اندفع محتضنا يونس في سعادة لمرآه بينما هتفت به عمته هداية: حمد الله بالسلامة يا يونس. والله اتوحشناك يا غالي.
"
31	"قبل يونس هامتها تقديرا وهتف مقدما الصور الفوتوغرافية: أها الأمانة يا عمتي. عشان أنا عارف كنتِ هتزعلي لو مچبتهمش المرة دي.
"
32	"تطلعت هداية لصور الأحباب الراحلين وقد دمعت عيناها في حنين وشوق. وهتفت بعبدالله أمرة: تعالى يا واد يا عبدالله علجهم فالصالون.
"
33	"هتف عبدالله مبتزا إياها: ساندوتشين چبنة وكباية شاي. عشان أعرف اعلجعم بمزاچ.
"
34	"قهقه يونس وهتفت هداية في حنق: يا واد هو أنا بجلك عدي البحر بيهم. دول مسامرين فالحيطة. جوم لأمسمر دماغك.
"
35	"قهقه يونس من جديد وعبدالله يشاكسها: من غير السندوتشات والله ما أنا جايم. اعتبريها أچرة التعليج.
"
36	"هتفت هداية حانقة: والله ما حد عايز يتعلج من ودانه إلا أنت يا بعيد.
"
37	"هتف يونس لعمته: هاتي يا عمتي الشاكوش والمسامير وأنا اعلجعملك.
"
38	"هتف عبدالله مازحا: بجي كده يا يونس. جطاع أرزاج بصحيح.
"
39	"تطلعت هداية نحو ولدها في ضيق وعادت بعد برهة تحمل بعض المسامير ومطرقة.
"
40	"ناولتهم ليونس الذي تبعها للصالون لتشير له على المواضع المناسبة لتعليقهم.
"
41	"بدأ يونس في دق أول مسمار إلا أنه تذكر الزغاريد التي سمعها ما أن دخل الدار فهتف متسائلا: مجلتيش يا عمتي. كانت ليه الزغاريد!؟ سمية چالها عريس!؟
"
42	"أكدت هداية في فرحة: لاه يا حبيبي. احنا رايحين نخطبوا لمؤمن النهاردة ع المغرب باذن الله.
"
43	"هتف يونس وقد أوشك على تثبيت المسار الأول: الف مليون مبروك. نويتوا على بت مين!؟
"
44	"هتف هداية في فرحة: سهام بت باسل التهامي.
"
45	"سمع يونس الاسم ودون أن يدرك سقطت الطرقة الأخيرة على أحد أصابعه ما جعله ينتقض مسقطا المطرقة من كفه.
"
46	"هتفت هداية في لوعة: اسم الله عليك يا ولدي. أنت بخير!؟
"
47	"أكد يونس ما أن تدارك الأمر: اه بخير يا عمتي. معلش مكنتش مركز.
"
48	"انحنى ملتقطا المطرقة من جديد ليعاود عمله لتهتف به عمته: بكفياك يا ولدي. أنا ابجى اخلي مؤمن يعلجهم. أنت برضك چاي تعبان من السفر.
"
49	"هتف يونس وهو يعلق الصورة الأولى على مسمارها في حرص: والله أبدا. ما حد معلجهم غيري. يجى العريس عايزاه فاضيلك يعلج تصاوير.
"
50	"قهقهت هداية هاتفة: عجبالك يا يونس. ربنا يرزجك ببت الحلال اللي تريح جلبك.
"
51	"هتف يونس مؤمنا. والعجيب أن ما من صورة زاحمت مخيلته اللحظة إلا صورة سماحة التي كان يهرب من مطاردتها له طوال طريق العودة لنجع الصالح.
"
52	"طرقات على باب حجرته جعلته يتنبه. وما أن طلت زوجة عمه ايمان من خلف الباب حتى انتفض مذعورا: إيه في يا مرت عمي!؟ زهرة بخير!
"
53	"هتفت إيمان تطمئنه: ايوه يا عاصم. كله تمام.
"
54	"تنهد في راحة لكنه تنبه لفضح مشاعره بهذا الشكل لكن فتشاغل عنها إلا أن إيمان استطردت كأن شيئا لم يكن هاتفة: بجولك يا عاصم. تعالى اجعد مع زهرة عجبال ما اخطف رچلي للسرايا اچيب شوية حاچات وأرچع.
"
