line	text
5	دكتور، حد يجيب دكتور بسرعة.
6	رايح فين يا يزن، لتكون سمعت كلام الممحون اللي إسمية قاسم ورايح تچيب دكتور لچلوعة أبوها دي كمان؟
7	متخافش على بت ورد جوي إكدة، دلوك چدتك رسمية هتكسر لها بصلة وتدعك لها بيها مناخيرها وتجوم كيف الجردة.
8	تعال نطلعوا فوج على شجتنا لجل ما نتحدت ويا بعض ونتصافوا، وصدجني يا حبيبي، هعيشك ليلة كيف الملوك، عكون لك چاريتك المطيعة اللي عتوريك الهنا بألوانة.
10	تعرفي يا ليلي، أني كل يوم بجلد حالي وبلومها على إنها عطتك فرصة وكانت دايما توصيني بالصبر عليك، إنت إية، شيطان معندوش جلب، واكمل بسؤال ساخر: إلا جوليلي يا ليلي؟
15	فوجي يا صفا، فتحي عنيكي يا نبض جلبي، جومي علشان خاطري
16	بعد يدك عن بتي لأجطعها لك وإنجلع من إهنيه.
17	مهتحركش من مكاني غير لما تفتح عنيها وأطمن إنها بخير
18	البصلة يا ستي الحاچة
19	إية اللي هتعملية ده يا چدة.
20	هاتي أي برفن من عنديك يا مريم، بسرعة.
22	إنت هتاچي معاي إكدة؟
23	كدة اللي هو إزاي يعني مش فاهمة؟
24	أجصد لبس البيت الضيج دي، عتاچي معاي بية إكدة؟
25	أولا ياريت تتحرك حالا لأن مفيش عندنا وقت علشان نضيعة في الكلام الفاضي ده.
26	ثانيا بقا، هو سعادتك كنت عاوزني أقعد ألبس وأتمكيچ وإنت بتقولي الدكتورة حصل لها إغماء مفاجئ؟
27	ثالثا بقا وده الأهم يا حضرة، إنت مالك بلبسي يا باشمهندس؟
28	عتفتحي لي تحجيج عشان كلمة جولتها إياك!
30	وده مين اللي أمة داعية علية وهيقف قدامي وكمان يتكلم عني، وبعدين إنت لية محسسني إني نازلة ببچامة ولا كاش، انا لابسة ترنج محترم وواسع ومغطي كل جسمي، والناس في القاهرة بتخرج بية عادي.
31	طب على الأجل دخلي شعرك ولفي حجابك زين، وأكمل متهكما: ولا دي كمان بتعملوها عنديكم في القاهرة عادي؟
34	بتي لو چرا لها حاچة مهيخلصكش من يدي غير الموت يا قاسم.
35	إهدي اومال يا زيدان، دلوك الدكتورة عتطلع وتطمنا عليها وتبجا زينة
36	هو يزن مجابش الدكتور ياسر لية، ومين المهشكة اللي چاية من بيتها بالترنچ دي كمان؟
