line	text
1	"خديجه بخو ف لما سمعت صوت حازم بينده عليها
"
2	": ح، حازم
"
3	"علي بغضب
"
4	": كل حاجه حازم حازم بتحبي فيه اي هااا
"
5	"خديجه بخوف
"
6	": حازم لو سمعك هيقت. لك
"
7	"في اللحظه دي دخل حازم وبص ليهم بشك واستغراب
"
8	": اي اللي جايبك المطبخ
"
9	"خديجه ردت مكان على بسرعه
"
10	": ه. هو كان جاي يطلب مني قهوه لان مريم طلعت وباقي الخدم نامت
"
11	"حازم بهدوء: اطلعي فوق
"
12	"خديجه بخو ف: حازم. ان
"
13	"حازم بحدة: قولت فوق.
"
14	"خديجه طلعت وحازم فضل واقف بهدوء لحد ما هي مشيت وفاجأة بوكس في وش على وقعه على الارض
"
15	"وحازم مسكه من رقبته وخنقه في الحيطه اللي وراه وقال من بين سنانه بعصبية
"
16	": اي مكان فيه مراتي ملمحكش فيها فاهم
"
17	"علي كان بيبصله وعينيه احمرت من قلت الهوا
"
18	"حازم بغضب
"
19	": انا سايبك تعط براحتك بس مراتي خط احمر امحيك من على وش الارض لو فكرت تقربلها، وسابه ومشي.
"
20	"زين قاعد ومرجع راسه على الكنبه بتعب
"
21	"مريم جات وهي شايله صنية وعليها مايه حطتها قدامه
"
22	"زين وهو مازال على وضعه بس باصصلها
"
23	": غطي صدرك اللي فرحانه بيه دا
"
24	"مريم بصتله بصدمه وبعدين حطت ايديها لقت جزء من رقبتها باينه عدلت الطرحه كويس وغطت رقبتها
"
25	"مريم وهي بتفرك في ايديها
"
26	": احضرلك العشاء
"
27	"حازم كان طالع من المطبخ بكل غضب على فوق
"
28	"زين: اي يا كبير مش هتاكل
"
29	"حازم بضيق: مش جعان يا زين كل انت.
"
30	"زين بص لمريم: دا بيت فقري وربنا يلا نطلع.
"
31	"علي كان في اوضته عمال يكسر في كل حاجه
"
32	": بكرهكككك وربنا ما هرحمك
"
33	"وفاجأه حس بإيد على كتفه لف وكانت بيلا والدموع ماليه عينيها
"
34	"علي مكانش مركز واترمي في حضنها
"
35	"بيلا بدموع: انت كويس
"
36	"علي بدموع وضعف: لا مش كويس ولله بحبها. بحبها اكتر منه حتى انا مش عارف هي بتحبه على اي
"
37	"بيلا بدموع: ط. طب هي مين
"
38	"علي: انا قولتلها اني بحبها النهارده وهي مقالتش حاجه لا. لا هي مش بتكرهني هي اصلا مغصوبه على الجواز منه...
"
39	"رفع عينيه لبيلا وقال بضعف
"
40	": ونبي قوليلها اني بحبها يمكن تسمع منك
"
41	"بيلا وهي بتمسح دموعه
"
42	": حاضر هقولها بس انت اهدي
"
43	"علي راح في النوم وهو حاطت راسه على كتفها
"
44	": والله لو قرب منها هقتله زي ما قتلت اخوه ولو فكر يجوزها لزين هقتله هو كمان مهخليش حد فيهم بس تكون ليا.
"
45	"زين طلع من الحمام لابس بنطلون بس اتجه للسرير وسند بضهره عليه ومسك الفون
"
46	"مريم كانت واقفه قدام الدولاب بهدوء بتطبق الهدوم
"
47	"بعد ما مريم خلصت اتجت للسرير وخدت مفرش زين بصله بطرف عينه، وتجه لكنبه تنام عليه فاجأه حست بحد بيشيلها وكان زين لسه هتتكلم
"
48	"زين بهدوء: هشششش
"
49	"زين خدها ونيمها على السرير في حضنه وحط راسها على صدره
"
50	"زين وهو بيملس على شعرها: متزعليش
"
51	"مريم رفعت راسها بهدوء بصتله( بمعني على اي ).
"
52	"زين اتنهد: علشان مديت ايدي عليكي وزعقت فيكي
"
53	"مريم رجعت حطت راسها على صدره تاني وسكتت
"
54	"زين اتنهد ورفع وشها من على صدره ومسكه بايديه الاتنين
"
55	"وفضل يتامل فيها كتير وهي بتبصله
"
56	"زين قرب منها وباسها
"
57	"زين وهو متغيب تماما: اسف.
"
58	"وفاء بصدمة: هتعملي اي يا مجنونه
"
59	"هدي وهي بتقطع سلك كهرباء ببوقها وبتحطه في المايه: جهزتي انتي الورق بس
"
60	"وفاء: ايوه
"
61	"هدي: والحرس وكل حاجه
"
62	"وفاء: كله تمام بس فهميني
"
63	"هدي بعد ما خلصت: قولي لابنك يجهز نفسه علشان يبقا كبير البلد.
"
64	"حازم دخل زي الاعصار الاوضه ومسك خديجه من دراعه وبكل غضب وغيره
"
65	": كان بيقولك اي
"
66	"خديجه بدموع وبوجع
"
67	": ما انا قولتلك تحت
"
68	"حازم بعصبية: خديجه اتعدلي
"
69	"خديجه بدموع: حازم انت بتوجعي
"
70	"حازم بغضب وغيره عميه: انطقي
"
71	"خديجه عيطت وصوت شهقاتها طلع وقالت: ك. كان بيقلي انه بي...
"
72	"فاجأة خديجه انهارت في العياط حازم اتنهد وخدها في حضنه وهو بيطبط عليها
"
73	"حازم بعد وشها عن حضنه وهي بتمسح دموعها و هي بتشهق
"
74	"حازم بهدوء: خديجه انا مش بشك فيكي بس انا راجل دمه حامي ولما شوفته واقف معاكي وانتي وشك اصفر كنت مستعد اموته انتي مشوفتيش عملت فيه اي تحت. اتنهد وكمل، بطلي عياط بقا. وحضنها تاني خديجه كانت في حضنه وهي ماسكه في جلابيته وبتشقهق.
"
75	"خديجه: ه. هو كان سكران وقال كلام مش مفهوم وانا خوفت منه
"
76	"خديجه حاولت تخبي الحقيقه علشان لو حازم عرف احتمال يكون فيها موت علي
"
77	"حازم: خلاص محصلش حاجه بس بلاش تقعدي تحت لوقت متاخر ولا تستنيني تحت تاني تقدري تقعدي هنا واول ما تسمعي العربيه تنزلي زي ما مريم عملت كدا
"
78	"خديجه: حاضر...
"
79	"الباب خبط حازم بعد عن خديجه وحمحم
"
80	": اتفضل
"
81	"دخلت هدي وهي باصه في الارض بمسكنه
"
82	"هدي بتمثيل: حازم بيه ممكن اتكلم معاك شويه.
"
83	"حازم: خلاص روحي انتي يا هدي وانا جاي وراكي
"
84	"هدي طلعت وحازم بص لخديجه اللي كانت بتبص لهدي بضيق
"
85	"حازم: شويه وجاي استنيني متنميش.
"
86	"حازم دخل الاوضه اللي فيها هدي وقعد على الكرسي
"
87	": خير يا هدي
"
88	"هدي بحزن مصتنع
"
89	": حازم بيه هو الصراحه كتر خيرك لحد هنا عملت الواجب وزياده وحاسه اني عملالك مشاكل مع مراتك وانا مش مهتمه بحقي كفايه انك سترت عليا، كل دا وهي باصه لتحت بإحترام، ودي ورقة طلاق انا ماضيه عليها يعنى مفضلش غير حضرتك وانا ان شاءلله بكره هلم شنطة هدومي وهمشي...
"
90	"حازم خد منها الورق بهدوء وقراه وبص فيه وكان كله سليم حازم حط الورق على جنب
"
91	": خليه انا همضي عليه وبعته للمحكمه في اي وقت
"
92	"هدي بتوتر: طب ليه التاخير
"
93	"حازم بصلها بشك هو كان شاكك فيها من الاول انها تبع وفاء بس الكشف الطبي اثبت ان هي مغت. صبه فعلا وهو حب يشوف اخره
"
94	"حازم مسك الورق وراجع عليها تاني وفي الاخر وقع
"
95	"هدي: احم عارفه ان مليش الحق بس يعنى عارفه انك لحد دلوقتي مستحمتش ف حضرتلك الحمام.
"
96	"حازم بهدوء: ماشي يا هدي...
"
97	"حازم دخل الحمام وهدي مسكت الورق وهي بتنطط من الفرحه صورت الورقه وبعتته لحد...
"
98	"وكتبت: اعملي تزوير لتوقعي دا، شويه و
"
99	"هدي: و 1. 2. 3...
"
100	"كان حازم طالع من الحمام بينشف شعره هدي بصتله بصدمه
"
101	"حازم: هحولك مبلغ حلو على بيتكم وبلاش تروحي المصنع تاني يا هدي
"
102	"هدي بصدمه: هااا. اه. اه اكيد. بعد اذنك هروح الحمام
"
103	"هدي دخلت الحمام وهي بتنزل السلك من على الدش علشان تشوف سبب العطل.
"
104	"هدي وهي بتمسك السلك: ازي ازاي مشتغل، اااااااااه
"
