line	text
1	"يقال أن الأيام وحدها قادرة على صنع المعجزات، وكذلك كان حال ذلك الغريب عن أهل منزله، فيومًا عن أخر تقبل الجميع وجوده بسرايا الدهاشنة، حتى بات له وجود ملموس مع الجميع، فقد حرص فهد على أن يجمعه بالشباب جميعًا، فكان يختصه بفعل أي شيء بصحبتهما بهدف المساعدة، واليوم كان عائدًا بصحبتهم على الجرار بعدما انتهوا من العمل بأحد الأراضي التابعة للعائلة، فاستلقى آيان على المقطورة الخلفية بإنهاكٍ واضح على معالمه، فاستدار بدر برأسه للخلف ليتأمل حالته بنظراتٍ ساخرة لم يمررها كذلك دون أن يجاكره بكلماته اللازعة:.
"
2	"شكلك مكنتش واخد على الشقى يابن المغازي..
"
3	"سلطت نظرات الشباب بأكملهما عليه، فقال آسر بتحذيرٍ:
"
4	"وبعدين يا بدر، أنت مش هتهدى اللعب بقى، عندك استعداد تناغش فيه ال24ساعة مبتزهقش يا جدع ولا أيه!
"
5	"ضحك يحيى ثم قال وهو يمسك بذراع آيان ليتمدد جواره:
"
6	"والله يا بدر كلنا هلكنا من الشغل مش آيان لوحده، فلو أنت حاسس ان لسه جواك طاقة ونشاط روحنا وارجع كمل أنت..
"
7	"تعالت ضحكات الشباب وخاصة حينما حدجه بدر بنظرةٍ محتقنة، فأضاف عبد الرحمن وهو يقضم قطعة من القصب الشهي:
"
8	"متحبكهاش يا واد عمي، فكها وخلي خلقك استرتش.
"
9	"تعالت الضحكات الرجولية فيما بينهما، فقال أحمد هو الاخير:
"
10	"ده الواد اليومين اللي قضاهم معانا بالغيط خس النص يا عين أمه، وكل ده عشان يرضي الكبير وفي الأخر تزود حمله بحديثك الماسخ..
"
11	"إتكأ أيان على معصمه ثم نهض ليستقيم بجلسته ليباغتهما بقوله الساخر:.
"
12	"انتوا هتشحتوا عليا ولا أيه!
"
13	"ضحك يحيى مطولًا، ثم قال بصعوبةٍ بالحديث:
"
14	"ده جزاتنا اننا بنحنن قلب بدر عليك..
"
15	"أجابه بتريثٍ:
"
16	"أنا أخدت عليه كده ولو إتغير هحس ان في حاجة مش تمام..
"
17	"عاد ليتطلع لهما مجددًا، فصاح به أحمد بغضبٍ:
"
18	"ولا بص قدامك وانت بتسوق بدل ما نروح في خبر كان، لو العصبية واكلة قلبك تعالى اقعد ورا وأنا أسوق، عايزين نربي العيال اللي لسه جاية دي الله يحرقك..
"
19	"أوقف بدر الجرار مرة واحدة، فانكفئ الجميع على وجوههم، ثم صعد للخلف ليجلس جوارهما، مشيرًا بيديه بعصبيةٍ بالغة:
"
20	"أنا غلطان إني بريحكم، اطلع سوق يابو لسان طويل...
"
21	"ووزع نظراته القاتمة بينهما جميعًا ثم قال بضيقٍ:
"
22	"خلاص بقيتوا كلكم من حزب ابن المغازي، أكل بعقلكم حلاوة الفترة اللي قاعدها معاكم في الغيط!
"
23	"ابتسم أيان ساخرًا، ثم قال باستنكارًا:.
"
24	"ياريتني أفهم العقول يا بدر، على الأقل كنت قدرت أفهم دماغ فهد، وأعرف أيه اللي بيفكر فيه.
"
25	"لكزه آسر بقوةٍ، ثم قال بعينين ملتهبة:
"
26	"قولتلك عود لسانك يقول الكبير، مش هطيق أسمعك بتقلل منه وأنت بتناديه باسمه كده..
"
27	"قال بنفس الابتسامة:
"
28	"بحاول بس أنا أخدت على كده..
"
29	"أتاهم صوت أحمد من الأمام يخبرهما:
"
30	"وصلنا يا رجالة..
"
31	"دخل الجرار للجراج الخاص بالسرايا، فصفه أحمد بعنايةٍ ثم هبط ليلحق بالشباب للداخل، فوجدوا فهد يقف على الدرج الصغير المؤدي للباب الداخلي في انتظارهما، فحانت منه نظرة متفحصة تجاه آيان الذي يوشك على الصعود لغرفته، فأشار له بعصاه، ليهم بالاقتراب منه قائلًا بأستغرابٍ:
"
32	"في حاجة يا فهد؟
"
33	"ابتسم وهو يتطلع لهيئته المشعثة، وملابسه التي يملأها الوسخ، ثم قال بثباتٍ:
"
34	"غير خلجاتك وانزل عشان تأكل معانا..
"
35	"أومأ برأسه في طاعة:
"
36	"أوكي.
"
37	"ثم استدار ليغادر فأوقفه صوت الكبير حينما اخبره:
"
38	"عندك ضيوف فوق، متتأخرش كتير..
"
39	"استدار تجاهه ثم تساءل بذهولٍ:
"
40	"ضيوف مين دول؟
"
41	"رفع فهد عينيه تجاه شرفة غرفته، فتطلع آيان لما يتطلع إليه، فوجد خالته في انتظاره، فصعد على الفور للأعلى، وما أن ولج للداخل حتى ألقت نظرة متفحصة على حاله، والذهول ينال منها، كانت تحاول تستوعب أن من يقف أمامها هو نفسه ابنها المغرور التي حرصت على زرع به كبرياء لا يتنازل لأحدًا قط، فتحرر لسانها أخيرًا وهي تشير له بصدمةٍ:.
"
42	"أيه اللي أنت عامله في نفسك ده يا ولدي، ده أني مصدقتش عمك لما قالي إنك اهنه في بيت فهد ومشغلك كيف الخدامين، ازاي تسمحله يعمل فيك اكده؟
"
43	"لاح على وجهه الرجولي ابتسامة ساخطة، واتبعها صوته المستهزأ من حديثها:
"
44	"عملت اللي حسيته صح لأول مرة في حياتي..
"
45	"رفعت حاجبيها باستنكارٍ:
"
46	"الصوح إنك تخليه يزلك ويكسرك!
"
47	"في ذلك الوقت، كان بدر يؤدي مهامه المكلف به من قبل عمه كل يومًا، حتى بات يكره ذاته، وكأن فهد يعلم بمدى كره بدر اليه لذا كانت مهام استدعائه لتناول الغداء من نصيب بدر، فكاد بطرق باب الغرفة ولكنه توقف حينما استمع لصوتها الذي يخبره بأن عمه يتعمد أن يكسره ويزله، فترقب سماع ما سيقول آيان، وبالفعل أتاه صوته يجيبها:.
"
48	"بالعكس أنا اللي زلته وكسرته وبالرغم من كل ده ومعاه الف فرصة يعمل فيا زي ما عملت فيه بس معملش لانه أصيل واتربى وربى عياله بنفس الطريقة اللي اتربى فيها، انا مشوفتش أي اهانة منه ولا من عياله بالعكس كلهم بيحاولوا يحتوني، كلهم عندهم شفقة عليا من التربية اللي أنت ربتيهالي والكره اللي زرعتيه في قلبي..
"
49	"جحظت عينيها في صدمةٍ، ليتبعها قولها المشتت:.
"
50	"مالها التربية اللي ربتهالك، ربيتك عزيز وغالي وتعرف كيف تاخد تارك من اللي ظلموك..
"
51	"ابتسم وهو يجيبها بسخطٍ:
"
52	"من الحريم!، انتي معلمتنيش ازاي أكون راجل حتى وأنا بأخد حقي، انتي خلتيني أستحقر نفسي في كل خطوة كنت بخطيها، وفي الاخر مطلعش فهد ولا عيلته اللي ورا اللي حصل لأمي..
"
53	"عارضته بصوته الصارم الذي مازال يحمل الكراهية تجاه نسل الدهاشنة:
"
54	"بس برضك اللي عمل اكده من عيلتهم ونسلهم، انت مغلطتش يا ولدي..
"
55	"ضحك بهستريةٍ، وسرعان ما ثبتت انفعالاته فتحولت عينيه لسواد كاد بابتلاع من تقف أمامه، فداهمته نبرته الخشنة:
"
56	"أنتي أيه، قلبك ده مخلوق من القسوة والحقد، حتى بعد ما آسر ابنه انقذ بنتك من اللي كان هيحصلها على إيد الكلب ده!
"
57	"توترت معالمها، وهي تجيبه بغلظةٍ:
"
58	"وشكرته هو وأبوه مرتين بس ده ميمنعش ان التار اللي بينا لسه مآآ...
"
59	"قاطعها صوته الصارم الذي انطلق ليصمم آذنها:.
"
60	"انتهت، العداوة اللي بينا انتهت ومش هسمحلك تزرعي الكره تاني بين العيلتين ولو قادرة وريني هتعمليها ازاي وأنا موجود، متنسيش اني الكبير على المغازية كلها، وأي حد هيتجرأ ويأذي حد من عيلة فهد أو نسل الدهاشنة كلها أنا اللي هنسفه من على وش الدنيا حتى لو كان أنتي...
"
61	"ثم استدار ليخرج من خزانته ما سيرتديه قائلًا دون التطلع لها:
"
62	"لو خلصتي كلامك اتفضلي..
"
63	"كزت على أسنانها بغيظٍ، فجذبت حقيبتها ثم أسرعت بالخروج، فما أن فتحت الباب حتى وجدت بدر يقف أمامها ويرمقها بنظرةٍ استحقار، استكملت طريقها للخارج بينما ولج بدر للداخل ليمنحه نظرة متفحصة وهو يرتدي قميصه الأسود والحزن يعتلي معالمه، فلم يشعر بوجوده بالبداية وحينما استدار ليجذب المنشفة وجده أمامه، فأشار ببديه قائلًا:
"
64	"عمي عايزك..
"
65	"أومأ برأسه ثم قال:
"
66	"جاي وراك يا بدر.
"
67	"هز رأسه بتفهمٍ وغادر في هدوءٍ استعجب له آيان، ففي عادته كان يلقي على مسمعه كلمات لازعة، والآن يغادر في صمتٍ غير مقبول لآيان الذي تطلع للفراغ بدهشةٍ، ثم جذب المشط ليمشط شعره بعنايةٍ، واتبعه للخارج، فما أن هبط للأسفل حتى وجد معشوقة قلبه، تخطو خطواتها الثقيلة بمفردها كحال كل يوم، تتدرب بأمرٍ من الطبيب، فتخطو مسافات معينة بمفردها حتى وإن كان خطاها بطيء، ولكنها كانت تحقق استجابة للعقار والعلاج الطبيعي، استندت روجينا على الشجرة القريبة منها حينما ألمتها قدميها بعد أن اجتازت المسافة المطلوبة، فرغبت بالمشي أكثر لعل عقدة قدميها تنحل قريبًا، تود العودة لحالها السابق، فأطبقت بجفن عينيها في توترٍ عظيم حينما تذكرت ما حدث بالصباح الباكر، بعد أن تأكد ظنونها حول ما بها، شعرت بالخوف من القادم ولما تحمله من سرًا تظنه غير محبب لها في ذلك الوقت، فمازالت تجاهد لتخطي ما خاضته معه، وتحاول فتح صفحة جديدة بينهما، فتحت عينيها في صدمةٍ حينما شعرت بيد تحملها عن الأرض، فاستندت تلقائيًا بيدها على صدره القاسي، التقت عينيها بعينيه الرمادية، لتمنحها نظرة دفن عشقها بينهما، ثم تحرك بها ليضعها على المقعد القريب وهو يعاتبها قائلًا:.
"
68	"مش الدكتور قايلك لما تتعبي تريحي على طول، بتعاندي كلامه ولا بتعاندي نفسك يا روجينا؟
"
69	"ارتسمت على وجهها ابتسامة صغيرة وعينيها صافنة بتأمله، حتى آذنيها لم تستمع لما يقول، غمرتها شعور فرحة لوجوده لجوارها حينما تحتاج لمساعدة، لا تنكر أن بالرغم من الجرح التي مازالت تحتفظ به الا انها سعيدة كونه لجوارها بأي وقت، دون أن تخشى أن يراه أحدًا لجوارها، نعم يحملها ويصعد بها لغرفته بالسر أحيانًا، ولكنها أحبت احترامه لها ولعدم رغبتها بأن يقترب منها بعد تلك الليلة التي جمعتهما بغرفته بعدما اتي إلى هنا، كل ما يفعله يجعلها قادرة على تخطي ما تجابه من ذكرياتٍ مؤلمة، تعجب آيان من صمتها، فبدت له شاردة، فوضع يديه على خدها وهو يناديها بلهفةٍ:.
"
70	"روجينا!
"
71	"رمشت بعينيها عدة مرات، فشعر بأنها لا ترغب بأن يلامس وجهها، فكاد بابعدها عنها، ولكنه تفاجئ بها تضم يدها على يديه وتتطلع له بعينين باكيتين، فسألها بخوفٍ:
"
72	"مالك، فيكي أيه؟
"
73	"قالت بترددٍ لما ستخبره به:.
"
74	"لما كنت حامل، كنت حزينه انك هتكون اب لابني بس مكنتش قادرة أكره وجوده ولا أتمنى إنه يموت بالطريقة دي، وحتى بعد ما ربنا اخده مني محطتش السبب ده في دماغي، حزني عليه كان أقوى من كل حاجة واتمنيت انه يكون لسه موجود جوايا لاني مكنش ليا غيره..
"
75	"أدمعت عينيها، فاسند جبهته على جبهتها وهو يردد بألمٍ:
"
76	"لزمته أيه الكلام ده دلوقتي يا روجينا!
"
77	"فتحت عينيها وهي تطالعه من هذا القرب الخطير لقلبها، فلعقت شفتيها وهي تخبره بارتباكٍ:
"
78	"أنا حامل يا آيان.
"
79	"اتسعت نظراته إليها، فابتعد عنها وهو يوزع نظراته الحائرة بينها تارة وبين بطنها تارة أخرى، وكأن نظراته ستكتشف الأمر!، وأخيرًا بعد افاقته من فترة صدمته ردد بتلعثمٍ:
"
80	"حامل! بس آآ..
"
81	"ثم مرر يديه بين شعره الغزير، فعاد ليبتسم وهو يردد بفرحةٍ:
"
82	"بجد؟
"
83	"أومأت برأسها بتأكيدٍ، فضمها إليه بشدةٍ أوقعتها دون قصد من على مقعدها فأصبحت بين ذراعيه، تشبثت به بحبٍ لم تستطيع مقاومته بعد ذلك، فهمس لها بسعادةٍ:
"
84	"عقلي مش قادر يستوعب ان ربنا عوضنا بالسرعة دي..
"
85	"ثم أبعدها عنه وهو يتساءل بجديةٍ:
"
86	"فهد عرف؟
"
87	"تسلل الخجل لمعالمها، فقالت بتوترٍ:
"
88	"لا مقولتش لحد ومش هقول، أنت عايز تفضحني قدامهم اني كنت بجيلك فوق في اوضتك..
"
89	"حدجها بنظرة مطولة ثم انفجر ضاحكًا وهو يردد من بين ضحكاته:.
"
90	"خايفة المرادي من ايه، أنتي ماشية معايا يا عبيطة أنا جوزك وأكيد يعني مش هفضل هنا المدة دي كلها وأنا عاقل ومحترم يعني وأكيد أبوكي فاهم ده!
"
91	"لكزته بغضبٍ، فتعالت ضحكاته قائلًا وهو يحاول تقيد يدها:
"
92	"طب أفهم بس أنا قولت أيه غلط!
"
93	"ردت عليه بشراسةٍ:
"
94	"أنت كل اقوالك وافعالك غلط، اوعى تفتح بوقك بكلمة أنا مش هيجيلي عين أحط عيني في عين حد خصوصًا البنات..
"
95	"كبت ضحكاته وهو يخبرها:.
"
96	"أنتي ليه محسساني انك اشتريتي حاجة وبتقوليلي هدريها، ده حمل يا ماما يعني بعد كام يوم كرشك هيكبر وهنتفضح كده كده!
"
97	"كزت على أسنانها بغيظٍ من ضحكاته التي لا تبالي بما تمر به، فكورت يدها وهي تضربه بقوةٍ على صدره، قيد آيان حركتها بحرافيةٍ، ثم كتف ذراعيها خلف ظهرها، ودني منها وعينيه لا ترى سوى رعشة شفتيها المشتاقة لقربه، احتضن بيده وجهها ومن ثم مرر أصابعه على شفتيها المرتجفة فزداها شوقًا ورغبة به، اقترب هائمًا، ولكن سرعان ما أفاق على صوتًا رجولي منزعجًا:.
"
98	"أنت يا عم روميو، معلش هنقطع رومانسياتك الجميلة دي وعايزين حضرتك تتفضل معانا جوه والا كلنا هنطلع ورا بعض ننادي لحضرتك بأمر من الكبير!
"
99	"التفتوا سويًا تجاه الصوت ليجدوا آسر يقف من أمامهما مربعًا يديه أمام صدره ببرودٍ، ابتلعت ريقها بتوترٍ شديد فقالت وهي تدفعه بعيدًا عنها حتى سقط أرضًا:
"
100	"والله ما أنا ده هو..
"
101	"ثم حاولت النهوض عنه فأختل توازنها، وسقطت من فوقه مجددًا، كبت آسر ضحكاته ثم حرك ذراعيه الأيمن لينتشلها بعيدًا عنها بسهولة وتمكن، ثم غمز بعينيه لآيان الذي يحاول النهوض:
"
102	"محتاج مساعدة عشان تقوم أنت كمان..
"
103	"قال وهو ينفض ملابسه:
"
104	"لا أنا تمام..
"
105	"أشار له وهو يساند شقيقته، ويتجه بها للداخل:
"
106	"طب يالا ياخويا.
"
107	"مرر يديه على أرنفة أنفه ليخفي ابتسامته الهادئة، ثم ولج معه للداخل، فعاون آسر، روجينا على الجلوس على المقعد المجاور لزوجته، وعاد ليجلس جوار أبيه الذي تطلع لآيان ثم سأله بذهولٍ:
"
108	"إتاخرت كدليه!
"
109	"حك ذقنه النابتة وهو يجيبه بحرجٍ:
"
110	"كنت بغير هدومي..
"
111	"أشار بيديه على الطعام ثم قال:
"
112	"طب يالا الوكل هيبرد.
"
