line	text
2	شكلك مكنتش واخد على الشقى يابن المغازي..
4	وبعدين يا بدر، أنت مش هتهدى اللعب بقى، عندك استعداد تناغش فيه ال24ساعة مبتزهقش يا جدع ولا أيه!
6	والله يا بدر كلنا هلكنا من الشغل مش آيان لوحده، فلو أنت حاسس ان لسه جواك طاقة ونشاط روحنا وارجع كمل أنت..
8	متحبكهاش يا واد عمي، فكها وخلي خلقك استرتش.
10	ده الواد اليومين اللي قضاهم معانا بالغيط خس النص يا عين أمه، وكل ده عشان يرضي الكبير وفي الأخر تزود حمله بحديثك الماسخ..
12	انتوا هتشحتوا عليا ولا أيه!
14	ده جزاتنا اننا بنحنن قلب بدر عليك..
16	أنا أخدت عليه كده ولو إتغير هحس ان في حاجة مش تمام..
18	ولا بص قدامك وانت بتسوق بدل ما نروح في خبر كان، لو العصبية واكلة قلبك تعالى اقعد ورا وأنا أسوق، عايزين نربي العيال اللي لسه جاية دي الله يحرقك..
20	أنا غلطان إني بريحكم، اطلع سوق يابو لسان طويل...
22	خلاص بقيتوا كلكم من حزب ابن المغازي، أكل بعقلكم حلاوة الفترة اللي قاعدها معاكم في الغيط!
24	ياريتني أفهم العقول يا بدر، على الأقل كنت قدرت أفهم دماغ فهد، وأعرف أيه اللي بيفكر فيه.
26	قولتلك عود لسانك يقول الكبير، مش هطيق أسمعك بتقلل منه وأنت بتناديه باسمه كده..
28	بحاول بس أنا أخدت على كده..
30	وصلنا يا رجالة..
32	في حاجة يا فهد؟
34	غير خلجاتك وانزل عشان تأكل معانا..
36	أوكي.
38	عندك ضيوف فوق، متتأخرش كتير..
40	ضيوف مين دول؟
42	أيه اللي أنت عامله في نفسك ده يا ولدي، ده أني مصدقتش عمك لما قالي إنك اهنه في بيت فهد ومشغلك كيف الخدامين، ازاي تسمحله يعمل فيك اكده؟
44	عملت اللي حسيته صح لأول مرة في حياتي..
46	الصوح إنك تخليه يزلك ويكسرك!
