line	text
4	دا شكل مشروع الحضرتك عملاه
5	يا فندم والله المشروع دا بذلت فيه أقسى جهدى و انا ليه اكتر من شهر مش بنام وبشتغل عليه
6	أنتى كمان بتغلطى فى كلامى
7	العفو يا فندم بس
8	أنتى مطرودة تنزلى الحسابات تخدى اجر عملك معانه ومش عايز أشوف وشك تانى
9	برة
41	مامى
48	روح مامى عملتوا H. w
49	أيوه يا مامى
50	قلب مامى
52	روح العب يا حبيبى
55	كنتى بتعيطى يا لينا
58	أهدى يا قلبى
59	لينا احنا مش اتفقنا أنك هتبقى قوية
60	مش قادرة مش قادرة.
2	مش ناويه دى تاجى ولا أيه
4	احممم حضرتك الاستاذ أدم
5	ايوه
6	أنا أيه
7	أنتى بقى ست ايه ليه جيتى ما كنتى بايتى فى المطار
8	أنا اتأخرت عشان كنت بخلص ورق
9	وبعدين انت ازاى تزعق فيه كدا
10	أنتى متعليش صوتك ويلا قدامى أركبى
15	يلا يا مريم يابتى كلى
16	باكل والله اهو
17	فين بتاكلى انتى لازم تخلصى الأكل دا كله
18	لازم كله
19	ايوه كله عشان انتى مش شخص واحد انتو شخصين
20	بس
21	مفيش بس يلا كلى عشان مش هسيبك غير لما تخلصى الأ كل
22	حاضر.
25	أنا بحبك أوى يا أدهم معقول بطلت تحبنى لا مستحيل انا هعمل أى حاجة
29	ماما ممكن سؤال
30	أكيد يابتى قولى
31	أمته عيد ميلاد أدهم
33	ماما انتى كويسة.
34	أنا كويسة يابتى أدهم انهردة عيد ميلاده بس من ساعة الحصل وهو رافض يحتفل بعيد ميلاده
36	هو ايه الحصل مش فاهمة
37	يوم عيد ميلاد أدهم هو نفس يوم ولادة ريم ونفس اليوم الماتت فيه المرحومة مراته.
42	هو انتو عملين حفلة ولا ايه
43	جاد ازيك يا ولدى
44	أنا كويس
46	بوكل مرتك مريم بقيت رفيعة ومش بتاكل
47	أنا شبعت مش عاوزة اكل تانى
48	اشربى كوباية العصير دى وخلاص
49	مش عاوزة والله مهقدر أشرب
51	جاد انت بتضحك عليه
52	طيب ايه رأيك بقى انى هشربها
55	بت المجنونة
56	مش كان مفروض تضحك عليها كدا
57	أنا هروح اشوفها
58	براحة عليها يا ولدى هى حامل وقت تلقيها بتضحك وقت بتبكى
59	حاضر يا أمى.
63	خلاص متبكيش أنا أسف
66	أنتى مجنونة
68	خلاص والنبى متبكيش
71	جاد مش تنام جمبى
72	نعم
73	بقولك مش عايزاك تنام جمبى
74	وهنام فين بقى يا ست مريم
75	مليش دعوة.
76	مريم سبينى أنام شوية والنبى
78	أنتى بتبكى ليه دلوقتى
79	مش عايزاك تنام جمبى
80	حاضر يا مريم لما أشوف اخرتها معاكى
86	أهدى يا قلبى. أنا أسف
87	اان ا ب ح ب ك متس ب نيش
89	أنا مستحيل أسيبك.
91	روحى اغسلى وشك
93	كل سنة وانت طيبة
94	وانتى طيبة يا روحى
97	طعمها حلو قوى
98	بجد عجبتك
99	أكيد هتعجبنى ايه حاجة من ايدك هتعجبنى
104	الله بجد شكله جميل اوى شكرا
105	لينا أنتى هى الوحيدة القدرة تملك قلبى.
110	طيب بتبكى ليه دلوقتى
111	خايفة تسيبنى أنا مقدرش أعيش من غيرك
112	أنا مستحيل أسيبك أبدا
114	أدهم تعال نقعد فى الشرفة
115	ماشى يلا.
117	ماما قالتلى أنك مش بتحب تحتفل بعيد ميلادك مش أضيقت عشان احتفلنا
118	أنا كنت بضايق بس بعدين اكتشفت أن تفكيرى كله غلط انهردة مفروض أكون مبسوط وفرحان عشان فى اليوم دا جاتلى ريم مش أكون مضايق
119	ايه رأيك نعمل عيد ميلاد لريم
120	موافق بس بعد كام يوم
121	ok
123	أكيد أدم وايه جوا تعالى ننزل
124	يلا بينا
127	وحشتينى يا نانى وحشتينى اوى
128	وانتى أكتر ياكلب البحر
129	بطلى تنادينى بكلب البحر
130	لا مش هبطل
133	استنى والله لهمسكك
136	تعالى اعرفك
137	دا عمو عبد الرحيم ودى ماما نعمة ودا أدهم ودا أدم أكيد عرفاه
139	اجبلك تاكلى يابتى
140	لا يا طنط أنا جعانة نوم
141	طيب تعالى يا هبلة أوريكى غرفتك
142	يلا يا نانى
143	طيب يا كلب البحر يلا قدامى
150	٥٨
151	جاد جاد
152	مريم انتى كويسة فيكى حاجة
153	أنا كويسة بس
