line	text
1	"بعد مرور خمس سنوات
"
2	"فى القاهرة
"
3	"فى شركة أدهم
"
4	"أدهم بغضب: دا شكل مشروع الحضرتك عملاه
"
5	"الموظفة: يا فندم والله المشروع دا بذلت فيه أقسى جهدى و انا ليه اكتر من شهر مش بنام وبشتغل عليه
"
6	"أدهم بغضب: أنتى كمان بتغلطى فى كلامى
"
7	"الموظفة: العفو يا فندم بس
"
8	"أدهم بغضب : أنتى مطرودة تنزلى الحسابات تخدى اجر عملك معانه ومش عايز أشوف وشك تانى
"
9	"وبصوت جهورى: برة
"
10	"أرتعبت الموظفة من صوته وخرجت من المكتب وهى تتساقط دموعها.
"
11	"بعد خروجها خرج أدهم من الشركة.
"
12	"بعد خروج أدهم من الشركة ذهب لشقته الخاصة دخل الغرفة قام بتغير ثيابه ثم قام بالوقوف أمام المرآة فهو تغير من خمس سنوات ترك الصعيد وانتقل للقاهرة فأصبح قاسى أكثر من زى قبل وغاضب دائما ظل ينظر لجدران الغرفة فالغرفة مليئة بصور ل لينا
"
13	"نزلت دموعه رغما عنه فاليوم هو نفس اليوم الذى ذهبت وتركته فيه مدللته نعم فهى مدللته
"
14	"فقد ترك الصعيد لعلى وعسى أن ينسى اى ذكرى معها ولكن ابدا فهى معشوقته فقام بملئ.
"
15	"غرفته بصور لها لتكون دائما معه حتى وإذا كان بمجرد صور
"
16	"فهو يتذكر يوم زفاف أدم وايه
"
17	"فلاش باك
"
18	"بعد أنتهاء العرس
"
19	"كان لا أحد يلاحظ اختفاء لينا الا أدهم الذى كان يبحث عنها ولم يجدها فصعد للغرفة لعلى يجدها ولكن لما يجدها كان سوف يخرج ولكن
"
20	"رأى ورقة مطوية فقام بقرأت ما فيها وكانت الصدمة جاليه على وجه.
"
21	"نزل سريعا وأخذ يبحس عنها وأمر الحراس بالبحث عنها بعدما قال للعائلة وأخذوا يبحثون عنها كثيرا ولكن لم يجدوها
"
22	"وذهب للمطار ولكن لم يجد اسمها من بين الذاهبين لأمريكا
"
23	"فكان خلال الخمس سنوات دائم البحث عنها
"
24	"ولكن لم يجدها
"
25	"نهاية الفلاش باك
"
26	"قام بتجفيف دموعة وتسطح على الفراش وصورة لينا لا تفارق مخيلته.
"
27	"فى قصر الجارحى
"
28	"حيث القصر يعمه الحزن
"
29	"وريم التى تأثرة بذهاب لينا فهى كانت تعتبر
"
30	"لينا أما لها يليها ذهاب أدهم فأصبحت منطوية وأصبحت قليلة الكلام
"
31	"فمن قريب عرفت العائلة بخبر حمل ايه فهى كل مرة تحمل وتجهض الطفل فهذا الخبر
"
32	"جعل الجميع ينسى الحزن لبعض الوقت ولكن كان الحزن فى القلوب أقوى
"
33	"وكانوا يدعون أن يستمر هذا الحمل.
"
34	"بينما فى قصر الشرقاوى
"
35	"كان الجميع حزين بسبب ذهاب لينا وحالة الحاج إبراهيم تدهورت كثيرا فهذه حفيدته التى تمنى أن يلتقى بها من زمن وعندما جاءت لما تجعلةيشبع من وجودها وذهبت سريعا
"
36	"بينما جاد ومريم فقد رزقوا بفتى وفتاة.
"
37	"بينما خارج مصر
"
38	"فى حديقة جميلة
"
39	"كانت تجلس لينا وتمسك صورة لأدهم وتبكى
"
40	"فسمعت صوت فتاتها وهى تنادى عليها
"
41	"الفتاة: مامى
"
42	"قامت لينا بتجفيف دموعها سريعا وخبأت الصورة
"
43	"ونظرة أمامها
"
44	"ورأت جو وميساء وكان جو يمسك طفل من ناحية ومن الناحية الأخرى طفل آخر
"
45	"وكانت ميساء تمسك هى الأخرى طفل
"
46	"وتجرى أمامهم طفلة
"
47	"قامت الطفلة بأحتضان لينا والطفلين اللذين كان يمسكهم جو قاموا بالأفلات منه وركضوا تجاه لينا وقاموا بأحتضانها.
"
48	"لينا: روح مامى عملتوا H. w
"
49	"الأطفال فى صوت واحد: أيوه يا مامى
"
50	"لينا: قلب مامى
"
51	"قاموا الأطفال بتقبيل لينا وذهبوا للعب
"
52	"ميساء لطفلها: روح العب يا حبيبى
"
53	"بعد ذهاب الطفل
"
54	"ميساء وهى ترى أثر الدموع فى عين لينا
"
55	"ميساء: كنتى بتعيطى يا لينا
"
56	"لينا وكأن ما صدقت وفتحت فى البكاء
"
57	"اخزتها ميساء فى أحضانها
"
58	"ميساء: أهدى يا قلبى
"
59	"جو ( يوسف ): لينا احنا مش اتفقنا أنك هتبقى قوية
"
60	"لينا ببكاء: مش قادرة مش قادرة.
"
61	"تمت
"
1	"ذهب أدم للقاهرة بعد وصوله للمطار ظل منتظر أيه بعد مرور ساعة
"
2	"أدم فى نفسه: مش ناويه دى تاجى ولا أيه
"
3	"قطع كلامه
"
4	": احممم حضرتك الاستاذ أدم
"
5	"أدم: ايوه
"
6	": أنا أيه
"
7	"أدم بغضب: أنتى بقى ست ايه ليه جيتى ما كنتى بايتى فى المطار
"
8	"ايه: أنا اتأخرت عشان كنت بخلص ورق
"
9	"ايه بغضب: وبعدين انت ازاى تزعق فيه كدا
"
10	"أدم: أنتى متعليش صوتك ويلا قدامى أركبى
"
11	"ركب أدم السيارة وجلست ايه بغضب بجواره
"
12	"وأنطلقوا فى طريق البلد.
"
13	"فى قصر الشرقاوى
"
14	"كانت مريم جالسة وأمامها الكثير من الطعام سندوتشات وحلويات وطعام كتير وعصاير
"
15	"الحاجة روح: يلا يا مريم يابتى كلى
"
16	"مريم وفمها ممتلئ بالطعام: باكل والله اهو
"
17	"الحاجة روح: فين بتاكلى انتى لازم تخلصى الأكل دا كله
"
18	"مريم: لازم كله
"
19	"الحاجة روح: ايوه كله عشان انتى مش شخص واحد انتو شخصين
"
20	"مريم: بس
"
21	"الحاجة روح: مفيش بس يلا كلى عشان مش هسيبك غير لما تخلصى الأ كل
"
22	"مريم بقلة حيلة: حاضر.
"
23	"بينما فى غرفة لينا
"
24	"كانت لينا واقفة فى شرفة الغرفة ومعالم الحزن على وجهها
"
25	"لينا فى نفسها: أنا بحبك أوى يا أدهم معقول بطلت تحبنى لا مستحيل انا هعمل أى حاجة
"
26	"علشان علقتنا تستمر
"
27	"نزلت لينا لأسفل
"
28	"كانت الحاجة نعمة جالسة أمام التلفاز
"
29	"لينا: ماما ممكن سؤال
"
30	"الحاجة نعمة: أكيد يابتى قولى
"
31	"لينا: أمته عيد ميلاد أدهم
"
32	"لاحظت لينا تحول ملامح الحاجة نعمة للحزن
"
33	"لينا: ماما انتى كويسة.
"
34	"الحاجة نعمة: أنا كويسة يابتى أدهم انهردة عيد ميلاده بس من ساعة الحصل وهو رافض يحتفل بعيد ميلاده
"
35	"أو أن حد ياعيده حتى
"
36	"لينا بتسؤل: هو ايه الحصل مش فاهمة
"
37	"الحاجة نعمة: يوم عيد ميلاد أدهم هو نفس يوم ولادة ريم ونفس اليوم الماتت فيه المرحومة مراته.
"
38	"بينما فى قصر الشرقاوى
"
39	"عاد جاد من العمل تفاجأ
"
40	"كانت مريم جالسة وحولها الطعام فى كل مكان
"
41	"والحاجة روح بجانبها وحاملة كوب عصير
"
42	"جاد: هو انتو عملين حفلة ولا ايه
"
43	"الحاجة روح: جاد ازيك يا ولدى
"
44	"جاد: أنا كويس
"
45	"جاد انتو ايه العملينوا
"
46	"الحاجة روح: بوكل مرتك مريم بقيت رفيعة ومش بتاكل
"
47	"مريم: أنا شبعت مش عاوزة اكل تانى
"
48	"الحاجة روح: اشربى كوباية العصير دى وخلاص
"
49	"مريم: مش عاوزة والله مهقدر أشرب
"
50	"كان جاد يضحك على تزمرها.
"
51	"مريم ببكاء: جاد انت بتضحك عليه
"
52	"مريم: طيب ايه رأيك بقى انى هشربها
"
53	"مسكت مريم كوباية العصير وشربتها كلها
"
54	"بعد ذلك صعدت لغرفتها
"
55	"جاد بتفاجأ: بت المجنونة
"
56	"الحاجة روح: مش كان مفروض تضحك عليها كدا
"
57	"جاد: أنا هروح اشوفها
"
58	"الحاجة روح: براحة عليها يا ولدى هى حامل وقت تلقيها بتضحك وقت بتبكى
"
59	"جاد: حاضر يا أمى.
"
60	"صعد جاد للغرفة
"
61	"كانت مريم قاعدة على السرير وبتعيط
"
62	"ذهب جاد وأخذها فى أحضانه
"
63	"جاد: خلاص متبكيش أنا أسف
"
64	"خرجت مريم من بين احضانه
"
65	"وظلت تنظر له بعد ذلك ظلت تضحك
"
66	"جاد: أنتى مجنونة
"
67	"كانت مريم سوف تعود للبكاء
"
68	"جاد: خلاص والنبى متبكيش
"
69	"ذهبت مريم للتخت وكانت سوف تنام
"
70	"ولكن جاد جاء وتسطح بجانبها
"
71	"مريم: جاد مش تنام جمبى
"
72	"جاد: نعم
"
73	"مريم: بقولك مش عايزاك تنام جمبى
"
74	"جاد: وهنام فين بقى يا ست مريم
"
75	"مريم: مليش دعوة.
"
76	"جاد: مريم سبينى أنام شوية والنبى
"
77	"كان جاد سوف ينام ولكن سمع صوت شهقات مصحوبة ببكاء
"
78	"جاد: أنتى بتبكى ليه دلوقتى
"
79	"مريم: مش عايزاك تنام جمبى
"
80	"جاد بقلة حيلة: حاضر يا مريم لما أشوف اخرتها معاكى
"
81	"قام جاد من على السرير وذهب وتسطح على الأريكة بينما مريم نامت على السرير.
"
82	"فى قصر الجارحى
"
83	"جاء أدهم من العمل وذهب تجاه غرفته كانت
"
84	"الغرفة مزينة بطريقة جميلة وفى المنتصف فى كيكة عيد ميلاد و مكتوب عليها ( كل عام وانت بخير) تفاجأ أدهم بالغرفة
"
85	"وكانت لينا جالسة على السرير وعندما دخل الغرفة وقفت عندما رأها أدهم ذهب وأحتضنها بقوة عندما احتضن أدهم فتحت فى بكاء مرير
"
86	"أدهم: أهدى يا قلبى. أنا أسف
"
87	"لينا ببكاء: اان ا ب ح ب ك متس ب نيش
"
88	"( أنا بحبك متسبنيش )
"
89	"أدهم: أنا مستحيل أسيبك.
"
90	"أخرج أدهم لينا من أحضانه
"
91	"أدهم: روحى اغسلى وشك
"
92	"ذهبت لينا وغسلت وشهها وخرجت
"
93	"لينا: كل سنة وانت طيبة
"
94	"أدهم: وانتى طيبة يا روحى
"
95	"مسك أدهم أيد لينا ومسك السكينة وقطعوا الكيكة مع بعض وبعد الانتهاء قطعت لينا الكيكة وأعطت لأدهم طبق
"
96	"اكل أدهم من الكيكة
"
97	"أدهم : طعمها حلو قوى
"
98	"لينا: بجد عجبتك
"
99	"أدهم: أكيد هتعجبنى ايه حاجة من ايدك هتعجبنى
"
100	"أبتسمت له لينا بخجل
"
101	"ظل أدهم يضحك على خجلها.
"
102	"مسك أدهم أيد لينا وأجلسها امام المرأة وأخرج من جيبه علبة جميلة وفتحها كان بها عقد رقيق وجميل على شكل مفتاح من الألماس ألبسها أدهم اياه
"
103	"مسك أدهم أيد لينا وأجلسها امام المرأة وأخرج من جيبه علبة جميلة وفتحها كان بها عقد رقيق وجميل على شكل مفتاح من الألماس ألبسها أدهم اياه
"
104	"لينا: الله بجد شكله جميل اوى شكرا
"
105	"أدهم: لينا أنتى هى الوحيدة القدرة تملك قلبى.
"
106	"ودخلت وتربعتى على عرش قلبى انا عارف انى زعلتك لما كلمتك بالطريقة دى بس دا من غيرة
"
107	"عليكى أنا بتمنى أنك مش تقلعى العقد ابدا
"
108	"لأن دا مفتاح قلبى المفيش حد يقدر يمتلكه غيرك
"
109	"كانت لينا تستمع له وهى تبكى
"
110	"أدهم: طيب بتبكى ليه دلوقتى
"
111	"لينا: خايفة تسيبنى أنا مقدرش أعيش من غيرك
"
112	"أدهم: أنا مستحيل أسيبك أبدا
"
113	"مسح أدهم دموع لينا فبتسمت له ولكن بداخلها تشعر أنه سوف يحدث شئ يفرقهم
"
114	"لينا: أدهم تعال نقعد فى الشرفة
"
115	"أدهم: ماشى يلا.
"
116	"جلس أدهم ولينا فى الشرفة
"
117	"لينا: ماما قالتلى أنك مش بتحب تحتفل بعيد ميلادك مش أضيقت عشان احتفلنا
"
118	"أدهم: أنا كنت بضايق بس بعدين اكتشفت أن تفكيرى كله غلط انهردة مفروض أكون مبسوط وفرحان عشان فى اليوم دا جاتلى ريم مش أكون مضايق
"
119	"لينا: ايه رأيك نعمل عيد ميلاد لريم
"
120	"أدهم: موافق بس بعد كام يوم
"
121	"لينا: ok
"
122	"بعدين سمعوا صوت السيارة
"
123	"لينا: أكيد أدم وايه جوا تعالى ننزل
"
124	"ادهم: يلا بينا
"
125	"نزل أدهم ولينا كان أدم وايه وصلوا.
"
126	"ايه ولينا اول ما شافوا بعض جريوا وحضنوا بعض
"
127	"ايه: وحشتينى يا نانى وحشتينى اوى
"
128	"لينا: وانتى أكتر ياكلب البحر
"
129	"ايه بغضب: بطلى تنادينى بكلب البحر
"
130	"لينا : لا مش هبطل
"
131	"جريت لينا وايه وراها
"
132	"وكان الجميع يضحك عليهم
"
133	"ايه: استنى والله لهمسكك
"
134	"بعدين لاحظوا أن الكل بيضحك عليهم فبصوا
"
135	"لبعض وقعدوا يضحكوا جامد
"
136	"لينا بضحك: تعالى اعرفك
"
137	"لينا: دا عمو عبد الرحيم ودى ماما نعمة ودا أدهم ودا أدم أكيد عرفاه
"
138	"سلمت ايه عليهم.
"
139	"الحاجة نعمة: اجبلك تاكلى يابتى
"
140	"ايه: لا يا طنط أنا جعانة نوم
"
141	"لينا: طيب تعالى يا هبلة أوريكى غرفتك
"
142	"إيه: يلا يا نانى
"
143	"لينا: طيب يا كلب البحر يلا قدامى
"
144	"أوصلت لينا ايه لغرفتها
"
145	"بعدين ذهبت لغرفتها كان أدهم فى الغرفة
"
146	"ذهبت لينا وغيرة ثيابها وتسطحت على التخت
"
147	"ذهب أدهم بجانبها وأخذها بين احضانه وذهبوا فى النوم.
"
148	"فى قصر الشرقاوى
"
149	"فى غرفة جاد ومريم
"
150	"الساعة ١: ٥٨
"
151	"مريم: جاد جاد
"
152	"جاد بنعاس: مريم انتى كويسة فيكى حاجة
"
153	"مريم: أنا كويسة بس
"
154	"جاد: بس ايه عاوزة ايه
"
155	"مريم ببرائة: عايزة شوكولاته
"
156	"جاد: شوكولاتة ايه دلوقتى انتى عارفة الساعة
"
157	"كام
"
158	"مريم ببكاء: مليش دعوة أنا عايزة شوكولاته دلوقتى حالا
"
159	"جاد: حاضر يا مريم أنا بحس ربنا بيعاقبنى على حاجة
"
160	"خرج جاد خارج الغرفة وهو يتمتم بكلمات غير مفهومة
"
161	"بعد مرور اقل من ساعة عاد جاد ومعه.
"
162	"بوكس شوكولاته
"
163	"جاد: مريم انتى نمتى دى نامت
"
164	"دثرها جاد جيدا وقام بوضع الشوكولاته فى الثلاجة
"
165	"ثم ذهب وتسطح بجانبها واخذها بين احضانه.
"
1	"ذهب أدهم لغرفتة ولكن عندما فتح الباب أنصدم مما رأى كانت ريم واقفة على شرفة
"
2	"غرفة لينا و لينا واقفة جنبها وشيلاها ( يعنى الهيشوفهم هيفتكر أن لينا بتحاول توقع ريم )
"
3	"ذهب أدهم بسرعة تجاه ريم وسحبها من لينا
"
