line	text
1	"وتنقضي الأيام والسنوات رغما عنا فمن يرجوها أن تتمهل وتنتظره تخادعه وتعطيه وعودا كاذبه إلى أن يصدقها ويغمض عينيه يود التقاط انفاسه ليفتح عينيه ثانية وقبل أن يدرك حقيقة ما حدث يجد أيامه قد ولت وأتي اليه عهد جديد لا يعلم من أين أتى، نظل نتعجب ونتساءل كيف ومتي وأين أيامنا التي نطمح إلى عيشها، لم خدعتنا هكذا؟، لقد انتهي العمر بين سوف ويا ليت، انتهى ولن يعود.
"
2	"استيقظت نوارة من غفوتها تتلفت حولها علها تستمتع إلى صوت جاد أو سلمان لكنها لم تجد شيئا، هرولت خارج غرفتها باحثه عنهما ولم تر سوى والدتها نظرت اليها قائلة بلهفة: چاد وسلمان فين يامه؟
"
3	"بهية بتلعثم: انتي صحيتي ليه دلوك..؟ مش جولتي هتعنسي يابتي؟
"
4	"نوارة بشك: العيال راحوا فين يامه، فهد خدهم اياك؟
"
5	"بهية: يابتي أبوهم وحجه يشوفهم ويشوفوه.
"
6	"لم تستمع نوارة إلى باقي حديث والدتها بل اتجهت إلى بيت فهد ذاك البيت الذي يحوي بين جدرانه أجمل وأقسى الذكريات
"
7	"هتفت بصوتها:
"
8	"فههههد، فههههههههههد فهد يا سياف..
"
9	"خرج اليها فهد وفي اعقابه شهيرة وجميلة التي فزعت إثر سماعها لصياح نوارة..
"
10	"اقتربت جميلة قائلة:
"
11	"مالك يابتي كفالله الشر!
"
12	"نوارة: وهو في شر شوفته اكتر من اكده..!
"
13	"فهد: نوارة، اجفلي خاشمك ديه ووطي صوتك، آني معملتش چريمة آني خدت ولادي أشوفهم ساعة وكنت هرچعهم.
"
14	"نوارة: بعينك يا فهد، فاهم بعينك تاخد ولادي، مفكرني هآمن على عيالي مرة تانية مع واحد جاتل زيك ولا أختك الحرباية اللي واجفة ديه!؟
"
15	"ورحمة بتي اللي دمها هيفضل بيني وبينك ليوم الدين لو حوصل وخدت العيال تاني لكون رايحة المركز ومجدمة بلاغ فيكم كلياتكم، آني اللي منعني أبلغ عن موت بتي هو سلمان، عز عليا سيرة أهله تبجى لبانه في خشم أهل النچع واللي ما يشتري يتفرچ عليكم والحكومة داخل الدار تدور على ابن شهيرة الكلب..
"
16	"شهيرة: وااه، بتهددينا يابت بهية، عشنا وشفنا
"
17	"امسكتها نوارة بعنف من ملابسها تجرها اليها لحظات وأوقعتها أرضا تحت قدميها.
"
18	"كانت نوارة نظراتها مختلفة، قاسية حاقدة، كارهه لوجودهم ورؤيتهم
"
19	"داست بقدمها فوق رأس شهيرة تحت نظرات جميلة الرافضة لما يحدث وذهول فهد من تغير نوارة..
"
20	"جثت نوارة أمام شهيرة ثم رفعت وجهها اليها قائلة:
"
21	"مفروض اليوم اللي كسرتي فيه يد ميادة كنت أكسرلك رجبتك واريح الناس من شرك، خابرة وجتها مكانش بناتي هيحصلهم حاچة، بس آني كنت ضعيفة، خفت ازعل أمك.
"
22	"وأبوكي وسلمان يغضب على. بس اها أخوكي هملني وهمل الدنيا وارتاح، وأبوكي وأمك مجدروش يحموني آني وبناتي، يبجى تكتمي ومسمعش حسك واصل. فاااهمة..!؟
"
23	"لما اكون هتكلم مع چوزي سبع الرچال ديه متتحدتيش إنتي ولا تتحشري بيناتنا والا هجصلك لسانك
"
24	"نظرت شهيرة إلى والدتها فاقتربت منهما قائلة:
"
25	"بزياداكي إكده يانوارة، هتضربي عمتك جدامنا.
"
26	"نوارة: عمي الدبب ياخدها ونخلصوا، آني إتحملتها كتير بسي خلاص إكده چابت آخرها معاي، ودلوك هات ولادي يا فهد وصدجني لو جربت منيهم تاني هندمك عالجديم جبل الچديد ياواد السياف.
"
27	"أخذت نوارة طفليها وتحركت خارجا ولم يعقب أحدا على ما حدث لكنها عادت مرة أخري ناظرة إلى فهد قائلة بتحدي:
"
28	"أرض بناتي اللي أبوك اللي يرحمه كتبهالهم ومصنع الطوب محدش فيكم يجربلهم بعد إكده آني هتولى مالي ومال عيالي من يوم ورايح.
"
29	"فهد: يعني إيه؟
"
30	"رايدة تجفي وسط الرچالة تزرعي وتجلعي اياك.
"
31	"نوارة: ملكش صالح يافهد وإبعد عني احسنلك آني أحب ما على جلبي اطلج منك وارتاح من شوفتك بس آني خيرتك بين الطلاج وبين إنك تبعد عني وإنت اخترت، خليك راچل مرة ونفذ كلمتك ولو عالأرض فمتچيش حاچة چنب الجروشات والأراضي اللي سابها سلمان، شجى عمره اللي جعد سنين متغرب لاچل يچمعه وفي الآخر ملحجش يتهنى بيه.
"
32	"بواحدة من المصحات العلاجية لمساعدة المرضى على تخطى الادمان وتبعاته كان حماد مقيدا بفراشه الطبي يتأوه بتعب، بندم، بحسرة على ما فاته، يتلذذ بألآمه ويرى بها جزءا من عقابه الذي يستحقه، يرفض أن يأخذ ما يقدمه الطبيب من مسكنات للألم ولا يتحدث سوى بكلمات معدودة
"
33	"أنا السبب، جاتل، سامحيني!
"
34	"ولكن هل يكفي الندم، أم إنه عندما يتعلق بأرواح أهلكناها بأفعالنا لا يفيد ندما على ما فات، هل تقبل توبة التائب أم أن رد الحقوق إلى أصحابها شرطا لقبول التوبة، هل بعدما ضاع الجميع من أجل أحقاد ورعونة وطيش قد ينال الفاعل فرصة ثانية...
"
