line	text
3	مش جولتلك تنادي عليا أساعدك
5	هتساعدنى أزاى، ضهرك موجعكش من الشيل
7	أنا أتوجع منك ياجالان ياريت كل الوجع والتعب زى تعبك مكنتش حست بأى وجع طول حياتى.
9	يا صقر أنت اللى شايل هموم ومبتبطلش تفكر في المشاكل وأنا بقلق لما بشوفك بتكلم عوض في الخفي.
11	متجلجيش ياجلب صجر مفيش حاجة من الكلام دا خالص
13	أنا عارفة أنك بتعمل حاجة بس أنا خايفة عليك المفروض قبل ما تعمل حاجة تفكر فيا أنا وابنك وأن مالناش غيرك.
14	سلامتك من الخوف ياقلبي صدجينى مفيش الكلام دا خالص وأنا معنديش حاجة اهم منكم ولا عاوز غيرك
16	طب أحلف أحلف أن مفيش حاجة
18	شوفت بقي أن في حاجة أهو بتعملها
20	حجك لازم أجيبه ياحبيبتى لازم أجيب حجك.
22	أنا مش عاوزة حقوق أنا هاوزك أنت بس
24	وأنا مش هتنازل عن حجك وأوعدك مش هأذي نفسي...
27	أنا هسخنلك الأكل
28	ماشي
30	خلاص بقي ياحبيب مامى، طب أنت جعان
32	سخنتلك الشوربة و...
34	هششششش هتصحيه
37	أنت مش هتعجل أنا هجطع الخلف بسببك
38	سلامتك ياقلبي
40	فريدة، فريدة أستنى بس عاوزك في موضوع
41	خير عاوز ايه.
43	عاوزك في كلمة سر...
46	صقر أصحى عشان متتأخرش على الشغل
48	أيه اللى قومك؟
49	مروان عمل حمام هغيره.
51	إحنا مش هنعمل سبوع لمروان
53	هعمله أحلى سبوع بس تخفي أنتى الأول
55	صقر خلى بالك من نفسك وبلاش اللى في دماغك
56	متجلجيش ياحبيبتى خلى بالك أنتى من حالك أنتى ومروان
59	دى المذاكرة والواجب بتلونوا
61	يامامي أنا عندى واجب رسم وهم بقلدونى
63	لا يامامى مش بنقلدوا أنا عندى واجب حساب أعد وألون
65	حساب ها، يعنى مش واجب رسم أمال أيه كراسات الرسم دى ياحلوة منك ليها
67	الأكل جه أخيراً.
69	الو..
71	أزيك ياقمر؟
72	بخير ياحبيبتى وأنتى عاملة أيه دلوقتى؟ وأخبار مروان أيه؟
74	كويسين الحمد لله، أخبار ولادك أيه
76	الحمد لله زى القرود، مالك صوتك بيقول في حاجة مضايقكى
78	لا مفيش حاجة سلامتك
79	هو أنا مش عارفكى ولا جديدة عليا دا أنا اللى مربيكي في ايه؟ صقر مزعلك؟
81	صقر مغلبنى مش مزعلنى، خايفة عليه أوى من اللى بيفكر فيه يا قمر
83	جوزك راجل صعيدي ياجالان وأنتى أكتر واحدة عارفة أنه مش هيسمح لحد يأذيكى أنت وأبنه واللى يعمل كدة لازم يقتله.
85	أنتى بتقلقينى ولا بتطمنينى
86	مش بقلقلك بس دى الحقيقة ومتقلقيش على جوزك هو مش هيأذي نفسه لأنه عارف أنكم محتاجينه سيبها على الله
