line	text
2	سليم بيه وصل يا حاج ابراهيم سليم بيه وصل
4	وحشتني جوي(اوي) يا والدي
6	و انتي كمان ولاهي يا زينب
7	زينب عيب يا واد دي جدتك ماشي يا سليم تعالي في حضني يا سليم
8	ده يجول (يقول) ال عاوزو
9	هتأكليني ايه يا جدتي انهارده بقا انا معاكي لأسبوع
10	كل ال تحبو يا عيون جدتك
13	انا بجد مش عارفة انتي ايه مش عاجبك في البلد ولا عاوزه تروحيها حتى ليه
14	دي كلها ارياف و اماكن غريبه لا انا مش طيقاها
15	ليه بس كده مش يمكن تلاقي حب حياتك هناك
16	نعمم انتي اتجننتي يا سارة يعني انا سايبه القاهرة عشان اروح احب في الصعيد قال حب حياتي من الصعيد قال لا ده انتي اكيد اتجننتي.
17	خلاص خلاص اهدي ايه ده حنفيه و اتفتحت يلا بينا نروح نجهز حاجتنا بقا
18	اوف اوك يلا
21	كل يا سليم انت و يوسف
22	بناكل صدقيني يا جدتي كلي انتي بس
23	زينب عاوزه تخلينا قد شوال القطن في خلال اسبوع
24	طب اسكت عشان لو سمعتك هتمسكك فعلا و تظغطك زي البط
25	لا و علي ايه اديني ساكت
26	بتتحددوبتتكلموفي ايه
27	لا ولا حاجه يا جدي هنتكلم في ايه.
28	طيب يا يوسف مش ناوين تتجوزو ولا ايه هتفضلو اكدهكده
29	لا يا جدي جواز ايه مش وقتو خالص
30	ولا انا جواز ايه انا مش بتاع جواز
31	ليه ناقصكو ايه يا ولاد الشافعي ماشي اما نشوف يا ولاد ولادي ما تجوليتقوليحاجه يا ليلي ولا عجبك كلام ابنك ده
33	لا يا بابا مش عاجبني و بقولو كده بس يسمع لمين بقا.
34	ماشي هنشوف ااموضوع ده معاهم هما الاتنين
37	مامي احنا جينا
38	طب يلا بقا علي العشاء عشان تلحقو تحضرو هدومكم عشان هنمشي بدري بكرة
39	لا يا مامي انا و سارة كلنا برة
40	طيب يا حبيبتي خلاص روحو حضروا شنطتكمثم ل توجه كلامها لسارهو انتي يا ساره هتخلصي شنطتك و هتجي تباتي هنا في اوضتك عشان هنمشي سوا و مش عاوزة نقاش في الموضوع ده.
41	يعني ممنوع الرفض اوك خلاص حاضر يا طنط
45	انا حاسس ان جدك مسك في حوار الجواز دع
46	كلهم عارفينان مبعملش حاجةغصب عني فاخليهم يتكلمو براحتهم
47	صح هو الكلام بفلوس ايه بقا مش هتطلع تنام
48	لا هطلع تعالا ننام
49	يلا
52	انا مش عارفه انتي سهرانة لية و عارفة اننا هنسافر بدري
53	اوف خلاص عاوزة تنامي اطلعي انتي
54	لا هنطلع انا و انتي يلا
55	يخربيت الزن طيب يلا
60	سارة حبيبتي يلا بقا اصحي و اجهزي عشان نلحق نوصل بدري
61	خلاص يا حبيبتي انا صحيت هقوم علي طول اهو.
62	طيب يلا قومي عقبال ماصحي ميرال
64	تاني يا مامي
65	اه تاني يلا بقا قومي عشان نلحق نسافر
66	خلاص هقوم
69	صباح الخير يا جدي
70	صباح الفل عليكم رايحين فين علي الصبح اكدهكده
71	راحين المزرعه نشوف الاحصنة يا جدي.
